BFSNR;NAME;DATUM;STIMMBERECHTIGTE;EINGELANGTE;LEERE;UNGUELTIGE;GUELTIGE;JA_STIMMEN;NEIN_STIMMEN;BRIEF_EINGEL;BRIEF_UNGUELTIG;EVOTING_EINGEL;URNEN_EINGEL
4034;Neuenhof;2021-11-28;3670.0;1998.0;8.0;...;1990.0;1198.0;792.0;2032.0;62.0;...;35.0
4035;Niederrohrdorf;2021-11-28;2887.0;2026.0;6.0;1.0;2019.0;1385.0;634.0;2027.0;48.0;...;65.0
4037;Oberrohrdorf;2021-11-28;2787.0;1959.0;11.0;...;1948.0;1373.0;575.0;1939.0;37.0;...;58.0
4038;Obersiggenthal;2021-11-28;4939.0;3306.0;17.0;...;3289.0;2348.0;941.0;3203.0;21.0;...;131.0
4039;Remetschwil;2021-11-28;1444.0;1052.0;6.0;1.0;1045.0;668.0;377.0;990.0;4.0;...;67.0
4040;Spreitenbach;2021-11-28;4689.0;2446.0;3.0;...;2443.0;1351.0;1092.0;2398.0;11.0;...;63.0
4041;Stetten (AG);2021-11-28;1430.0;938.0;2.0;...;936.0;585.0;351.0;938.0;42.0;...;44.0
4042;Turgi;2021-11-28;1507.0;901.0;2.0;2.0;897.0;627.0;270.0;896.0;25.0;...;32.0
4044;Untersiggenthal;2021-11-28;4245.0;2947.0;13.0;...;2934.0;2018.0;916.0;2910.0;52.0;...;98.0
4045;Wettingen;2021-11-28;12554.0;8380.0;44.0;...;8336.0;5821.0;2515.0;8678.0;139.0;...;188.0
4046;Wohlenschwil;2021-11-28;1088.0;733.0;4.0;...;729.0;430.0;299.0;731.0;14.0;...;22.0
4047;Würenlingen;2021-11-28;2945.0;1927.0;8.0;...;1919.0;1231.0;688.0;1895.0;22.0;...;70.0
4048;Würenlos;2021-11-28;4179.0;2961.0;11.0;1.0;2949.0;2038.0;911.0;2911.0;59.0;...;121.0
4049;Ehrendingen;2021-11-28;3199.0;2174.0;10.0;1.0;2163.0;1374.0;789.0;2145.0;46.0;...;84.0
4061;Arni (AG);2021-11-28;1294.0;970.0;2.0;...;968.0;600.0;368.0;923.0;9.0;...;60.0
4062;Berikon;2021-11-28;3202.0;2190.0;13.0;...;2177.0;1411.0;766.0;2205.0;51.0;...;46.0
4063;Bremgarten (AG);2021-11-28;5524.0;3654.0;21.0;...;3633.0;2278.0;1355.0;3602.0;84.0;...;142.0
4064;Büttikon;2021-11-28;723.0;484.0;3.0;...;481.0;263.0;218.0;489.0;11.0;...;13.0
4065;Dottikon;2021-11-28;2034.0;1226.0;3.0;1.0;1222.0;690.0;532.0;1238.0;41.0;...;35.0
4066;Eggenwil;2021-11-28;683.0;472.0;...;...;472.0;308.0;164.0;469.0;10.0;...;15.0
4067;Fischbach-Göslikon;2021-11-28;1073.0;755.0;1.0;...;754.0;478.0;276.0;757.0;12.0;...;11.0
4068;Hägglingen;2021-11-28;1707.0;1198.0;3.0;...;1195.0;758.0;437.0;1169.0;17.0;...;51.0
4071;Jonen;2021-11-28;1477.0;922.0;3.0;...;919.0;612.0;307.0;918.0;15.0;...;19.0
4072;Niederwil (AG);2021-11-28;1904.0;1288.0;5.0;...;1283.0;799.0;484.0;1265.0;35.0;...;59.0
4073;Oberlunkhofen;2021-11-28;1477.0;1068.0;11.0;...;1057.0;671.0;386.0;1040.0;6.0;...;41.0
4074;Oberwil-Lieli;2021-11-28;1802.0;1333.0;6.0;...;1327.0;814.0;513.0;1336.0;22.0;...;23.0
4075;Rudolfstetten-Friedlisberg;2021-11-28;2663.0;1686.0;9.0;9.0;1668.0;1020.0;648.0;1680.0;39.0;...;55.0
4076;Sarmenstorf;2021-11-28;2032.0;1445.0;9.0;...;1436.0;845.0;591.0;1420.0;24.0;...;50.0
4077;Tägerig;2021-11-28;939.0;663.0;1.0;...;662.0;385.0;277.0;635.0;5.0;...;33.0
4078;Uezwil;2021-11-28;354.0;253.0;3.0;1.0;249.0;101.0;148.0;246.0;4.0;...;11.0
4079;Unterlunkhofen;2021-11-28;1096.0;795.0;5.0;...;790.0;447.0;343.0;780.0;13.0;...;31.0
4080;Villmergen;2021-11-28;4152.0;2655.0;1.0;...;2654.0;1492.0;1162.0;2621.0;66.0;...;105.0
4081;Widen;2021-11-28;2603.0;1898.0;6.0;...;1892.0;1280.0;612.0;1870.0;39.0;...;85.0
4082;Wohlen (AG);2021-11-28;8393.0;5101.0;20.0;...;5081.0;3129.0;1952.0;4963.0;122.0;...;319.0
4083;Zufikon;2021-11-28;3019.0;2154.0;10.0;...;2144.0;1385.0;759.0;2125.0;26.0;...;61.0
4084;Islisberg;2021-11-28;452.0;334.0;2.0;...;332.0;198.0;134.0;342.0;6.0;...;...
4091;Auenstein;2021-11-28;1214.0;873.0;3.0;...;870.0;582.0;288.0;866.0;15.0;...;33.0
4092;Birr;2021-11-28;1974.0;1171.0;2.0;1.0;1168.0;658.0;510.0;1203.0;46.0;...;15.0
4093;Birrhard;2021-11-28;539.0;353.0;1.0;...;352.0;198.0;154.0;355.0;9.0;...;8.0
4094;Bözen;2021-11-28;571.0;391.0;1.0;...;390.0;238.0;152.0;382.0;4.0;...;17.0
4095;Brugg;2021-11-28;7703.0;5153.0;34.0;5.0;5114.0;3537.0;1577.0;5064.0;62.0;...;232.0
4096;Effingen;2021-11-28;415.0;291.0;1.0;...;290.0;181.0;109.0;274.0;3.0;...;20.0
4097;Elfingen;2021-11-28;219.0;163.0;...;...;163.0;104.0;59.0;161.0;1.0;...;3.0
4099;Habsburg;2021-11-28;332.0;271.0;2.0;...;269.0;144.0;125.0;272.0;...;...;...
4100;Hausen (AG);2021-11-28;2299.0;1589.0;4.0;...;1585.0;1075.0;510.0;1604.0;26.0;...;19.0
4104;Lupfig;2021-11-28;2150.0;1500.0;8.0;...;1492.0;954.0;538.0;1506.0;29.0;...;24.0
4105;Mandach;2021-11-28;236.0;178.0;...;...;178.0;86.0;92.0;163.0;...;...;15.0
4106;Mönthal;2021-11-28;289.0;191.0;...;...;191.0;92.0;99.0;193.0;2.0;...;1.0
4107;Mülligen;2021-11-28;697.0;472.0;1.0;...;471.0;311.0;160.0;463.0;8.0;...;19.0
4110;Remigen;2021-11-28;880.0;611.0;3.0;...;608.0;390.0;218.0;618.0;10.0;...;3.0
4111;Riniken;2021-11-28;969.0;671.0;6.0;...;665.0;437.0;228.0;667.0;11.0;...;15.0
4112;Rüfenach;2021-11-28;633.0;466.0;3.0;...;463.0;293.0;170.0;460.0;6.0;...;14.0
4117;Thalheim (AG);2021-11-28;652.0;485.0;...;1.0;484.0;300.0;184.0;477.0;6.0;...;14.0
4120;Veltheim (AG);2021-11-28;1016.0;701.0;4.0;1.0;696.0;424.0;272.0;702.0;20.0;...;23.0
4121;Villigen;2021-11-28;1325.0;923.0;5.0;...;918.0;566.0;352.0;909.0;6.0;...;21.0
4122;Villnachern;2021-11-28;1118.0;804.0;4.0;...;800.0;506.0;294.0;822.0;23.0;...;12.0
4123;Windisch;2021-11-28;4565.0;3008.0;23.0;...;2985.0;2077.0;908.0;3031.0;58.0;...;52.0
4124;Bözberg;2021-11-28;1215.0;797.0;4.0;...;793.0;438.0;355.0;797.0;14.0;...;16.0
4125;Schinznach;2021-11-28;1655.0;1174.0;10.0;...;1164.0;718.0;446.0;1145.0;19.0;...;53.0
4131;Beinwil am See;2021-11-28;2383.0;1735.0;13.0;...;1722.0;961.0;761.0;1687.0;30.0;...;78.0
4132;Birrwil;2021-11-28;904.0;653.0;2.0;...;651.0;402.0;249.0;643.0;15.0;...;26.0
4133;Burg (AG);2021-11-28;548.0;338.0;...;...;338.0;166.0;172.0;324.0;3.0;...;18.0
4134;Dürrenäsch;2021-11-28;925.0;670.0;4.0;...;666.0;321.0;345.0;665.0;6.0;...;15.0
4135;Gontenschwil;2021-11-28;1477.0;999.0;2.0;...;997.0;437.0;560.0;1015.0;42.0;...;27.0
4136;Holziken;2021-11-28;1103.0;699.0;4.0;1.0;694.0;345.0;349.0;706.0;24.0;...;19.0
4137;Leimbach (AG);2021-11-28;362.0;245.0;2.0;...;243.0;129.0;114.0;231.0;8.0;...;23.0
4138;Leutwil;2021-11-28;574.0;414.0;1.0;...;413.0;199.0;214.0;401.0;6.0;...;20.0
4139;Menziken;2021-11-28;3382.0;2028.0;12.0;...;2016.0;1041.0;975.0;2003.0;19.0;...;50.0
4140;Oberkulm;2021-11-28;1741.0;1181.0;5.0;...;1176.0;626.0;550.0;1168.0;29.0;...;44.0
4141;Reinach (AG);2021-11-28;4460.0;2584.0;7.0;11.0;2566.0;1313.0;1253.0;2610.0;95.0;...;81.0
4142;Schlossrued;2021-11-28;634.0;440.0;1.0;...;439.0;210.0;229.0;432.0;6.0;...;14.0
4143;Schmiedrued;2021-11-28;867.0;583.0;1.0;1.0;581.0;224.0;357.0;568.0;5.0;...;21.0
4144;Schöftland;2021-11-28;3108.0;2194.0;19.0;...;2175.0;1287.0;888.0;2204.0;35.0;...;41.0
4145;Teufenthal (AG);2021-11-28;1065.0;663.0;1.0;...;662.0;373.0;289.0;652.0;15.0;...;26.0
4146;Unterkulm;2021-11-28;1962.0;1256.0;4.0;...;1252.0;628.0;624.0;1236.0;26.0;...;48.0
4147;Zetzwil;2021-11-28;964.0;707.0;4.0;...;703.0;378.0;325.0;713.0;19.0;...;13.0
4161;Eiken;2021-11-28;1444.0;878.0;2.0;...;876.0;510.0;366.0;848.0;9.0;...;42.0
4163;Frick;2021-11-28;3464.0;2237.0;14.0;...;2223.0;1341.0;882.0;2215.0;37.0;...;63.0
4164;Gansingen;2021-11-28;772.0;569.0;1.0;...;568.0;330.0;238.0;557.0;4.0;...;21.0
4165;Gipf-Oberfrick;2021-11-28;2648.0;1901.0;10.0;...;1891.0;1256.0;635.0;1880.0;43.0;...;67.0
4166;Herznach;2021-11-28;1053.0;764.0;5.0;...;759.0;449.0;310.0;739.0;6.0;...;32.0
4167;Hornussen;2021-11-28;664.0;396.0;2.0;...;394.0;212.0;182.0;377.0;6.0;...;25.0
4169;Kaisten;2021-11-28;1844.0;1191.0;9.0;1.0;1181.0;717.0;464.0;1178.0;6.0;...;21.0
4170;Laufenburg;2021-11-28;2013.0;1337.0;7.0;...;1330.0;867.0;463.0;1314.0;14.0;...;43.0
4172;Münchwilen (AG);2021-11-28;594.0;388.0;1.0;...;387.0;239.0;148.0;370.0;5.0;...;23.0
4173;Oberhof;2021-11-28;403.0;286.0;4.0;...;282.0;152.0;130.0;277.0;2.0;...;21.0
4175;Oeschgen;2021-11-28;722.0;482.0;1.0;...;481.0;293.0;188.0;468.0;7.0;...;26.0
4176;Schwaderloch;2021-11-28;433.0;260.0;1.0;...;259.0;130.0;129.0;250.0;4.0;...;15.0
4177;Sisseln;2021-11-28;995.0;575.0;5.0;...;570.0;299.0;271.0;570.0;15.0;...;25.0
4179;Ueken;2021-11-28;647.0;428.0;2.0;...;426.0;280.0;146.0;422.0;7.0;...;14.0
4181;Wittnau;2021-11-28;999.0;702.0;1.0;...;701.0;414.0;287.0;692.0;9.0;...;20.0
4182;Wölflinswil;2021-11-28;761.0;553.0;1.0;...;552.0;277.0;275.0;560.0;22.0;...;19.0
4183;Zeihen;2021-11-28;794.0;490.0;1.0;...;489.0;259.0;230.0;489.0;10.0;...;11.0
4184;Mettauertal;2021-11-28;1466.0;1006.0;2.0;...;1004.0;579.0;425.0;997.0;13.0;...;30.0
4191;Ammerswil;2021-11-28;492.0;351.0;2.0;...;349.0;186.0;163.0;344.0;7.0;...;16.0
4192;Boniswil;2021-11-28;1107.0;819.0;5.0;...;814.0;429.0;385.0;806.0;11.0;...;25.0
4193;Brunegg;2021-11-28;534.0;334.0;...;...;334.0;204.0;130.0;321.0;6.0;...;19.0
4194;Dintikon;2021-11-28;1380.0;950.0;2.0;...;948.0;524.0;424.0;966.0;27.0;...;13.0
4195;Egliswil;2021-11-28;1078.0;745.0;2.0;...;743.0;408.0;335.0;735.0;17.0;...;32.0
4196;Fahrwangen;2021-11-28;1451.0;940.0;3.0;1.0;936.0;499.0;437.0;931.0;22.0;...;36.0
4197;Hallwil;2021-11-28;641.0;424.0;2.0;...;422.0;202.0;220.0;407.0;8.0;...;26.0
4198;Hendschiken;2021-11-28;858.0;576.0;4.0;...;572.0;333.0;239.0;580.0;18.0;...;18.0
4199;Holderbank (AG);2021-11-28;791.0;457.0;3.0;...;454.0;211.0;243.0;468.0;23.0;...;13.0
4200;Hunzenschwil;2021-11-28;2382.0;1394.0;3.0;1.0;1390.0;724.0;666.0;1357.0;15.0;...;55.0
4201;Lenzburg;2021-11-28;6566.0;4312.0;30.0;1.0;4281.0;3050.0;1231.0;4240.0;70.0;...;166.0
4202;Meisterschwanden;2021-11-28;2185.0;1532.0;6.0;...;1526.0;971.0;555.0;1542.0;39.0;...;30.0
4203;Möriken-Wildegg;2021-11-28;2957.0;2095.0;6.0;...;2089.0;1330.0;759.0;2068.0;12.0;...;43.0
4204;Niederlenz;2021-11-28;2708.0;1723.0;6.0;...;1717.0;1110.0;607.0;1731.0;45.0;...;47.0
4205;Othmarsingen;2021-11-28;1765.0;1109.0;4.0;...;1105.0;618.0;487.0;1113.0;37.0;...;36.0
4206;Rupperswil;2021-11-28;3463.0;2329.0;6.0;2.0;2321.0;1320.0;1001.0;2352.0;62.0;...;45.0
4207;Schafisheim;2021-11-28;1941.0;1351.0;11.0;1.0;1339.0;775.0;564.0;1341.0;21.0;...;33.0
4208;Seengen;2021-11-28;3069.0;2289.0;11.0;1.0;2277.0;1367.0;910.0;2270.0;37.0;...;79.0
4209;Seon;2021-11-28;3157.0;2086.0;7.0;4.0;2075.0;1238.0;837.0;2096.0;69.0;...;88.0
4210;Staufen;2021-11-28;2680.0;1927.0;14.0;...;1913.0;1231.0;682.0;1944.0;35.0;...;26.0
4221;Abtwil;2021-11-28;663.0;450.0;4.0;...;446.0;247.0;199.0;438.0;4.0;...;17.0
4222;Aristau;2021-11-28;1012.0;720.0;5.0;...;715.0;393.0;322.0;700.0;6.0;...;27.0
4223;Auw;2021-11-28;1373.0;946.0;2.0;...;944.0;516.0;428.0;962.0;28.0;...;14.0
4224;Beinwil (Freiamt);2021-11-28;842.0;637.0;3.0;...;634.0;316.0;318.0;639.0;8.0;...;8.0
4226;Besenbüren;2021-11-28;462.0;320.0;2.0;...;318.0;199.0;119.0;313.0;1.0;...;9.0
4227;Bettwil;2021-11-28;478.0;364.0;2.0;...;362.0;195.0;167.0;360.0;4.0;...;8.0
4228;Boswil;2021-11-28;1921.0;1207.0;5.0;...;1202.0;645.0;557.0;1201.0;22.0;...;31.0
4229;Bünzen;2021-11-28;777.0;540.0;2.0;...;538.0;284.0;254.0;549.0;24.0;...;19.0
4230;Buttwil;2021-11-28;907.0;664.0;2.0;...;662.0;354.0;308.0;649.0;11.0;...;29.0
4231;Dietwil;2021-11-28;895.0;645.0;3.0;1.0;641.0;342.0;299.0;633.0;16.0;...;32.0
4232;Geltwil;2021-11-28;152.0;117.0;...;1.0;116.0;59.0;57.0;114.0;...;...;3.0
4233;Kallern;2021-11-28;273.0;211.0;1.0;...;210.0;107.0;103.0;203.0;5.0;...;13.0
4234;Merenschwand;2021-11-28;2340.0;1701.0;7.0;...;1694.0;981.0;713.0;1663.0;19.0;...;67.0
4235;Mühlau;2021-11-28;809.0;570.0;1.0;...;569.0;311.0;258.0;571.0;15.0;...;17.0
4236;Muri (AG);2021-11-28;5359.0;3586.0;19.0;...;3567.0;2145.0;1422.0;3549.0;49.0;...;98.0
4237;Oberrüti;2021-11-28;1044.0;743.0;9.0;1.0;733.0;471.0;262.0;746.0;20.0;...;20.0
4238;Rottenschwil;2021-11-28;670.0;453.0;2.0;...;451.0;249.0;202.0;437.0;6.0;...;27.0
4239;Sins;2021-11-28;2758.0;1916.0;5.0;...;1911.0;1054.0;857.0;1976.0;52.0;...;46.0
4240;Waltenschwil;2021-11-28;2087.0;1372.0;10.0;...;1362.0;851.0;511.0;1339.0;12.0;...;45.0
4251;Hellikon;2021-11-28;609.0;431.0;3.0;...;428.0;245.0;183.0;432.0;3.0;...;6.0
4252;Kaiseraugst;2021-11-28;3202.0;1935.0;8.0;...;1927.0;1214.0;713.0;1870.0;20.0;...;95.0
4253;Magden;2021-11-28;2658.0;1952.0;7.0;1.0;1944.0;1327.0;617.0;1934.0;24.0;...;46.0
4254;Möhlin;2021-11-28;6749.0;4145.0;20.0;1.0;4124.0;2656.0;1468.0;4099.0;95.0;...;143.0
4255;Mumpf;2021-11-28;878.0;523.0;...;...;523.0;290.0;233.0;516.0;13.0;...;21.0
4256;Obermumpf;2021-11-28;719.0;463.0;3.0;...;460.0;255.0;205.0;469.0;11.0;...;6.0
4257;Olsberg;2021-11-28;257.0;174.0;...;...;174.0;115.0;59.0;176.0;2.0;...;...
4258;Rheinfelden;2021-11-28;7688.0;4884.0;23.0;1.0;4860.0;3222.0;1638.0;4868.0;114.0;...;197.0
4259;Schupfart;2021-11-28;578.0;414.0;...;...;414.0;272.0;142.0;408.0;1.0;...;7.0
4260;Stein (AG);2021-11-28;1652.0;971.0;3.0;...;968.0;578.0;390.0;943.0;21.0;...;50.0
4261;Wallbach;2021-11-28;1401.0;968.0;5.0;...;963.0;608.0;355.0;963.0;23.0;...;31.0
4262;Wegenstetten;2021-11-28;780.0;540.0;1.0;...;539.0;295.0;244.0;533.0;9.0;...;17.0
4263;Zeiningen;2021-11-28;1635.0;1081.0;7.0;...;1074.0;688.0;386.0;1084.0;34.0;...;34.0
4264;Zuzgen;2021-11-28;631.0;452.0;...;...;452.0;268.0;184.0;457.0;15.0;...;13.0
4271;Aarburg;2021-11-28;4022.0;2365.0;9.0;...;2356.0;1357.0;999.0;2367.0;71.0;...;84.0
4273;Bottenwil;2021-11-28;620.0;441.0;4.0;...;437.0;231.0;206.0;423.0;3.0;...;23.0
4274;Brittnau;2021-11-28;2912.0;2082.0;8.0;...;2074.0;1179.0;895.0;2005.0;21.0;...;104.0
4275;Kirchleerau;2021-11-28;628.0;441.0;2.0;...;439.0;212.0;227.0;435.0;1.0;...;8.0
4276;Kölliken;2021-11-28;2864.0;1964.0;12.0;2.0;1950.0;1076.0;874.0;1972.0;76.0;...;69.0
4277;Moosleerau;2021-11-28;650.0;442.0;...;...;442.0;233.0;209.0;416.0;1.0;...;27.0
4279;Murgenthal;2021-11-28;1977.0;1240.0;6.0;...;1234.0;619.0;615.0;1187.0;43.0;...;98.0
4280;Oftringen;2021-11-28;7320.0;4392.0;27.0;1.0;4364.0;2327.0;2037.0;4304.0;139.0;...;240.0
4281;Reitnau;2021-11-28;1110.0;852.0;7.0;1.0;844.0;384.0;460.0;857.0;16.0;...;22.0
4282;Rothrist;2021-11-28;5708.0;3486.0;12.0;...;3474.0;1833.0;1641.0;3480.0;106.0;...;120.0
4283;Safenwil;2021-11-28;2630.0;1588.0;9.0;...;1579.0;828.0;751.0;1576.0;52.0;...;67.0
4284;Staffelbach;2021-11-28;923.0;655.0;3.0;1.0;651.0;331.0;320.0;630.0;6.0;...;31.0
4285;Strengelbach;2021-11-28;2938.0;1881.0;5.0;...;1876.0;1157.0;719.0;1827.0;42.0;...;102.0
4286;Uerkheim;2021-11-28;1028.0;694.0;1.0;...;693.0;362.0;331.0;702.0;16.0;...;17.0
4287;Vordemwald;2021-11-28;1484.0;1039.0;9.0;...;1030.0;569.0;461.0;1020.0;17.0;...;39.0
4288;Wiliberg;2021-11-28;140.0;116.0;1.0;...;115.0;55.0;60.0;111.0;...;...;6.0
4289;Zofingen;2021-11-28;8270.0;5886.0;50.0;2.0;5834.0;3878.0;1956.0;5914.0;137.0;...;161.0
4301;Baldingen;2021-11-28;202.0;134.0;1.0;...;133.0;90.0;43.0;123.0;2.0;...;13.0
4302;Böbikon;2021-11-28;123.0;90.0;...;...;90.0;49.0;41.0;65.0;...;...;25.0
4303;Böttstein;2021-11-28;2004.0;1215.0;3.0;...;1212.0;732.0;480.0;1221.0;38.0;...;36.0
4304;Döttingen;2021-11-28;2060.0;1249.0;3.0;1.0;1245.0;788.0;457.0;1248.0;32.0;...;33.0
4305;Endingen;2021-11-28;1698.0;1181.0;5.0;...;1176.0;760.0;416.0;1153.0;13.0;...;43.0
4306;Fisibach;2021-11-28;292.0;197.0;2.0;...;195.0;108.0;87.0;187.0;1.0;...;13.0
4307;Full-Reuenthal;2021-11-28;603.0;446.0;1.0;...;445.0;239.0;206.0;387.0;4.0;...;63.0
4308;Kaiserstuhl;2021-11-28;228.0;147.0;...;...;147.0;88.0;59.0;134.0;2.0;...;15.0
4309;Klingnau;2021-11-28;2067.0;1517.0;2.0;2.0;1513.0;969.0;544.0;1493.0;25.0;...;62.0
4310;Koblenz;2021-11-28;792.0;479.0;...;...;479.0;281.0;198.0;471.0;12.0;...;20.0
4311;Leibstadt;2021-11-28;756.0;506.0;2.0;...;504.0;281.0;223.0;490.0;1.0;...;17.0
4312;Lengnau (AG);2021-11-28;1946.0;1349.0;13.0;...;1336.0;857.0;479.0;1321.0;17.0;...;57.0
4313;Leuggern;2021-11-28;1492.0;1047.0;9.0;...;1038.0;624.0;414.0;1000.0;3.0;...;52.0
4314;Mellikon;2021-11-28;155.0;128.0;2.0;...;126.0;99.0;27.0;20.0;...;...;108.0
4315;Rekingen (AG);2021-11-28;516.0;344.0;2.0;...;342.0;207.0;135.0;342.0;9.0;...;12.0
4316;Rietheim;2021-11-28;406.0;277.0;...;...;277.0;187.0;90.0;263.0;1.0;...;18.0
4317;Rümikon;2021-11-28;200.0;117.0;...;...;117.0;72.0;45.0;115.0;...;...;2.0
4318;Schneisingen;2021-11-28;1101.0;796.0;3.0;...;793.0;498.0;295.0;744.0;14.0;...;70.0
4319;Siglistorf;2021-11-28;435.0;313.0;2.0;...;311.0;176.0;135.0;311.0;7.0;...;13.0
4320;Tegerfelden;2021-11-28;839.0;590.0;2.0;...;588.0;357.0;231.0;569.0;12.0;...;35.0
4322;Wislikofen;2021-11-28;251.0;176.0;...;...;176.0;109.0;67.0;178.0;4.0;...;4.0
4323;Bad Zurzach;2021-11-28;2367.0;1481.0;4.0;...;1477.0;976.0;501.0;1421.0;31.0;...;95.0
4330;nicht zuteilbar;2021-11-28;11437.0;2750.0;23.0;...;2727.0;1879.0;848.0;2773.0;28.0;...;9.0
