BFSNR;NAME;DATUM;STIMMBERECHTIGTE;BRIEF_EINGEL;BRIEF_UNGUELTIG;EVOTING_EINGEL;URNEN_EINGEL;EINGELANGTE;LEERE;UNGUELTIGE;GUELTIGE;JA_STIMMEN;NEIN_STIMMEN
4063;Bremgarten (AG);2023-06-18;5580.0;2272.0;30.0;0.0;63.0;2148.0;136.0;2.0;2010.0;956.0;1054.0
4064;Büttikon;2023-06-18;721.0;280.0;5.0;0.0;13.0;275.0;7.0;0.0;268.0;102.0;166.0
4065;Dottikon;2023-06-18;2014.0;868.0;22.0;0.0;23.0;833.0;25.0;0.0;808.0;314.0;494.0
4066;Eggenwil;2023-06-18;683.0;342.0;7.0;0.0;5.0;320.0;23.0;0.0;297.0;130.0;167.0
4067;Fischbach-Göslikon;2023-06-18;1083.0;429.0;6.0;0.0;8.0;407.0;19.0;1.0;387.0;143.0;244.0
4068;Hägglingen;2023-06-18;1699.0;757.0;14.0;0.0;12.0;737.0;27.0;0.0;710.0;268.0;442.0
4071;Jonen;2023-06-18;1540.0;731.0;9.0;0.0;23.0;702.0;38.0;0.0;664.0;281.0;383.0
4072;Niederwil (AG);2023-06-18;1998.0;808.0;11.0;0.0;51.0;827.0;26.0;0.0;801.0;340.0;461.0
4073;Oberlunkhofen;2023-06-18;1509.0;754.0;8.0;0.0;29.0;721.0;39.0;0.0;682.0;294.0;388.0
4074;Oberwil-Lieli;2023-06-18;1847.0;947.0;12.0;0.0;29.0;895.0;54.0;0.0;841.0;399.0;442.0
4075;Rudolfstetten-Friedlisberg;2023-06-18;2638.0;1027.0;10.0;0.0;28.0;934.0;67.0;3.0;864.0;409.0;455.0
4076;Sarmenstorf;2023-06-18;2095.0;854.0;2.0;0.0;37.0;829.0;33.0;0.0;796.0;316.0;480.0
4077;Tägerig;2023-06-18;973.0;401.0;3.0;0.0;6.0;379.0;14.0;0.0;365.0;157.0;208.0
4078;Uezwil;2023-06-18;350.0;140.0;3.0;0.0;8.0;137.0;8.0;0.0;129.0;42.0;87.0
4079;Unterlunkhofen;2023-06-18;1092.0;502.0;7.0;0.0;14.0;485.0;24.0;0.0;461.0;200.0;261.0
4080;Villmergen;2023-06-18;4217.0;1450.0;24.0;0.0;32.0;1400.0;52.0;0.0;1348.0;504.0;844.0
4081;Widen;2023-06-18;2577.0;1249.0;11.0;0.0;34.0;1204.0;64.0;1.0;1139.0;507.0;632.0
4082;Wohlen (AG);2023-06-18;8420.0;3397.0;68.0;0.0;212.0;3379.0;142.0;0.0;3237.0;1252.0;1985.0
4083;Zufikon;2023-06-18;3057.0;1320.0;14.0;0.0;32.0;1250.0;69.0;1.0;1180.0;507.0;673.0
4084;Islisberg;2023-06-18;477.0;252.0;3.0;0.0;7.0;241.0;11.0;0.0;230.0;89.0;141.0
4091;Auenstein;2023-06-18;1229.0;560.0;3.0;0.0;17.0;542.0;22.0;0.0;520.0;242.0;278.0
4092;Birr;2023-06-18;1991.0;650.0;16.0;0.0;17.0;631.0;15.0;0.0;616.0;264.0;352.0
4093;Birrhard;2023-06-18;520.0;217.0;3.0;0.0;6.0;186.0;4.0;0.0;182.0;65.0;117.0
4095;Brugg;2023-06-18;7695.0;3498.0;47.0;0.0;127.0;3446.0;127.0;0.0;3319.0;1756.0;1563.0
4099;Habsburg;2023-06-18;335.0;186.0;0.0;0.0;3.0;184.0;7.0;0.0;177.0;67.0;110.0
4100;Hausen (AG);2023-06-18;2279.0;932.0;7.0;0.0;18.0;905.0;46.0;0.0;859.0;343.0;516.0
4104;Lupfig;2023-06-18;2190.0;961.0;11.0;0.0;10.0;944.0;30.0;0.0;914.0;386.0;528.0
4105;Mandach;2023-06-18;239.0;107.0;0.0;0.0;7.0;108.0;1.0;0.0;107.0;54.0;53.0
4106;Mönthal;2023-06-18;297.0;125.0;0.0;0.0;4.0;125.0;3.0;0.0;122.0;55.0;67.0
4107;Mülligen;2023-06-18;697.0;291.0;2.0;0.0;11.0;288.0;14.0;0.0;274.0;126.0;148.0
4110;Remigen;2023-06-18;878.0;407.0;4.0;0.0;8.0;403.0;18.0;0.0;385.0;191.0;194.0
4111;Riniken;2023-06-18;974.0;423.0;10.0;0.0;7.0;413.0;33.0;2.0;378.0;179.0;199.0
4112;Rüfenach;2023-06-18;615.0;301.0;6.0;0.0;0.0;292.0;20.0;0.0;272.0;122.0;150.0
4117;Thalheim (AG);2023-06-18;679.0;317.0;2.0;0.0;3.0;309.0;2.0;0.0;307.0;127.0;180.0
4120;Veltheim (AG);2023-06-18;1009.0;397.0;3.0;0.0;9.0;394.0;11.0;4.0;379.0;161.0;218.0
4121;Villigen;2023-06-18;1311.0;561.0;5.0;0.0;7.0;551.0;19.0;0.0;532.0;231.0;301.0
4122;Villnachern;2023-06-18;1121.0;510.0;9.0;0.0;6.0;502.0;25.0;0.0;477.0;214.0;263.0
4123;Windisch;2023-06-18;4608.0;2053.0;22.0;0.0;36.0;2003.0;94.0;0.0;1909.0;1111.0;798.0
4124;Bözberg;2023-06-18;1208.0;588.0;6.0;0.0;12.0;573.0;18.0;0.0;555.0;249.0;306.0
4125;Schinznach;2023-06-18;1668.0;938.0;14.0;0.0;14.0;899.0;48.0;0.0;851.0;371.0;480.0
4131;Beinwil am See;2023-06-18;2404.0;997.0;10.0;0.0;32.0;975.0;41.0;0.0;934.0;462.0;472.0
4132;Birrwil;2023-06-18;959.0;435.0;6.0;0.0;18.0;433.0;11.0;0.0;422.0;188.0;234.0
4134;Dürrenäsch;2023-06-18;920.0;356.0;4.0;0.0;3.0;341.0;24.0;0.0;317.0;90.0;227.0
4135;Gontenschwil;2023-06-18;1461.0;556.0;7.0;0.0;27.0;568.0;40.0;0.0;528.0;188.0;340.0
4136;Holziken;2023-06-18;1097.0;357.0;1.0;0.0;14.0;354.0;18.0;0.0;336.0;93.0;243.0
4137;Leimbach (AG);2023-06-18;359.0;138.0;0.0;0.0;3.0;141.0;4.0;0.0;137.0;51.0;86.0
4138;Leutwil;2023-06-18;569.0;273.0;4.0;0.0;8.0;257.0;5.0;0.0;252.0;85.0;167.0
4139;Menziken;2023-06-18;4060.0;1383.0;15.0;0.0;33.0;1329.0;76.0;0.0;1253.0;554.0;699.0
4140;Oberkulm;2023-06-18;1755.0;655.0;10.0;0.0;32.0;660.0;22.0;0.0;638.0;256.0;382.0
4141;Reinach (AG);2023-06-18;4508.0;1441.0;17.0;0.0;51.0;1427.0;50.0;23.0;1354.0;559.0;795.0
4142;Schlossrued;2023-06-18;633.0;221.0;0.0;0.0;23.0;237.0;10.0;0.0;227.0;69.0;158.0
4143;Schmiedrued;2023-06-18;859.0;292.0;2.0;0.0;27.0;301.0;19.0;0.0;282.0;104.0;178.0
4144;Schöftland;2023-06-18;3100.0;1173.0;16.0;0.0;14.0;1146.0;40.0;0.0;1106.0;457.0;649.0
4145;Teufenthal (AG);2023-06-18;1072.0;403.0;0.0;0.0;32.0;420.0;15.0;0.0;405.0;142.0;263.0
4146;Unterkulm;2023-06-18;1996.0;716.0;17.0;0.0;29.0;700.0;20.0;13.0;667.0;292.0;375.0
4147;Zetzwil;2023-06-18;960.0;385.0;3.0;0.0;3.0;374.0;16.0;0.0;358.0;141.0;217.0
4161;Eiken;2023-06-18;1483.0;504.0;2.0;0.0;30.0;518.0;7.0;0.0;511.0;295.0;216.0
4163;Frick;2023-06-18;3442.0;1265.0;8.0;0.0;44.0;1293.0;26.0;0.0;1267.0;592.0;675.0
4164;Gansingen;2023-06-18;779.0;462.0;5.0;0.0;29.0;463.0;3.0;0.0;460.0;302.0;158.0
4165;Gipf-Oberfrick;2023-06-18;2643.0;1179.0;11.0;0.0;57.0;1207.0;17.0;0.0;1190.0;586.0;604.0
4169;Kaisten;2023-06-18;1896.0;762.0;4.0;0.0;12.0;753.0;16.0;0.0;737.0;458.0;279.0
4170;Laufenburg;2023-06-18;2023.0;980.0;5.0;0.0;23.0;991.0;5.0;0.0;986.0;786.0;200.0
4172;Münchwilen (AG);2023-06-18;610.0;243.0;2.0;0.0;21.0;257.0;0.0;0.0;257.0;148.0;109.0
4173;Oberhof;2023-06-18;407.0;178.0;3.0;0.0;12.0;184.0;3.0;0.0;181.0;93.0;88.0
4175;Oeschgen;2023-06-18;779.0;294.0;2.0;0.0;8.0;296.0;7.0;0.0;289.0;129.0;160.0
4176;Schwaderloch;2023-06-18;416.0;156.0;1.0;0.0;0.0;152.0;2.0;0.0;150.0;87.0;63.0
4177;Sisseln;2023-06-18;962.0;331.0;6.0;0.0;18.0;343.0;0.0;0.0;343.0;171.0;172.0
4181;Wittnau;2023-06-18;1028.0;442.0;5.0;0.0;10.0;442.0;9.0;0.0;433.0;169.0;264.0
4182;Wölflinswil;2023-06-18;775.0;355.0;7.0;0.0;13.0;354.0;2.0;0.0;352.0;175.0;177.0
4183;Zeihen;2023-06-18;811.0;336.0;1.0;0.0;8.0;339.0;6.0;0.0;333.0;192.0;141.0
4184;Mettauertal;2023-06-18;1445.0;664.0;14.0;0.0;10.0;650.0;13.0;0.0;637.0;401.0;236.0
4185;Böztal;2023-06-18;1880.0;705.0;13.0;0.0;33.0;702.0;20.0;0.0;682.0;327.0;355.0
4186;Herznach-Ueken;2023-06-18;1736.0;744.0;11.0;0.0;17.0;735.0;12.0;0.0;723.0;322.0;401.0
4191;Ammerswil;2023-06-18;513.0;227.0;4.0;0.0;1.0;222.0;13.0;0.0;209.0;94.0;115.0
4192;Boniswil;2023-06-18;1171.0;554.0;3.0;0.0;14.0;553.0;32.0;0.0;521.0;230.0;291.0
4193;Brunegg;2023-06-18;527.0;168.0;1.0;0.0;12.0;172.0;7.0;0.0;165.0;58.0;107.0
4194;Dintikon;2023-06-18;1383.0;575.0;2.0;0.0;9.0;559.0;20.0;0.0;539.0;213.0;326.0
4195;Egliswil;2023-06-18;1119.0;456.0;8.0;0.0;10.0;443.0;23.0;0.0;420.0;173.0;247.0
4196;Fahrwangen;2023-06-18;1459.0;509.0;8.0;0.0;15.0;491.0;22.0;0.0;469.0;171.0;298.0
4197;Hallwil;2023-06-18;659.0;254.0;3.0;0.0;34.0;278.0;9.0;0.0;269.0;103.0;166.0
4198;Hendschiken;2023-06-18;852.0;335.0;3.0;0.0;7.0;332.0;17.0;0.0;315.0;130.0;185.0
4199;Holderbank (AG);2023-06-18;818.0;280.0;3.0;0.0;3.0;271.0;11.0;0.0;260.0;90.0;170.0
4200;Hunzenschwil;2023-06-18;2386.0;736.0;9.0;0.0;13.0;719.0;27.0;0.0;692.0;206.0;486.0
4201;Lenzburg;2023-06-18;6553.0;2837.0;64.0;0.0;106.0;2777.0;156.0;1.0;2620.0;1473.0;1147.0
4202;Meisterschwanden;2023-06-18;2302.0;962.0;9.0;0.0;14.0;920.0;39.0;0.0;881.0;381.0;500.0
4203;Möriken-Wildegg;2023-06-18;2986.0;1323.0;8.0;0.0;26.0;1294.0;56.0;0.0;1238.0;524.0;714.0
4204;Niederlenz;2023-06-18;2675.0;1053.0;8.0;0.0;18.0;1021.0;43.0;0.0;978.0;514.0;464.0
4205;Othmarsingen;2023-06-18;1797.0;628.0;10.0;0.0;22.0;618.0;22.0;0.0;596.0;280.0;316.0
4206;Rupperswil;2023-06-18;3572.0;1337.0;15.0;0.0;21.0;1306.0;58.0;0.0;1248.0;500.0;748.0
4207;Schafisheim;2023-06-18;1964.0;824.0;17.0;0.0;20.0;797.0;33.0;3.0;761.0;332.0;429.0
4208;Seengen;2023-06-18;3153.0;1744.0;29.0;0.0;42.0;1658.0;88.0;1.0;1569.0;673.0;896.0
4209;Seon;2023-06-18;3294.0;1244.0;23.0;0.0;27.0;1202.0;54.0;1.0;1147.0;509.0;638.0
4210;Staufen;2023-06-18;2686.0;1197.0;6.0;0.0;21.0;1171.0;59.0;1.0;1111.0;585.0;526.0
4221;Abtwil;2023-06-18;694.0;248.0;3.0;0.0;11.0;239.0;10.0;0.0;229.0;65.0;164.0
4222;Aristau;2023-06-18;1035.0;374.0;4.0;0.0;10.0;368.0;12.0;0.0;356.0;117.0;239.0
4223;Auw;2023-06-18;1367.0;497.0;11.0;0.0;13.0;474.0;18.0;0.0;456.0;130.0;326.0
4224;Beinwil (Freiamt);2023-06-18;860.0;406.0;6.0;0.0;0.0;373.0;13.0;0.0;360.0;132.0;228.0
4226;Besenbüren;2023-06-18;460.0;190.0;0.0;0.0;8.0;190.0;9.0;0.0;181.0;62.0;119.0
4227;Bettwil;2023-06-18;489.0;226.0;0.0;0.0;1.0;216.0;8.0;0.0;208.0;91.0;117.0
4228;Boswil;2023-06-18;1970.0;731.0;16.0;0.0;17.0;715.0;32.0;0.0;683.0;259.0;424.0
4229;Bünzen;2023-06-18;790.0;350.0;3.0;0.0;6.0;330.0;18.0;0.0;312.0;110.0;202.0
4230;Buttwil;2023-06-18;906.0;468.0;12.0;0.0;15.0;426.0;26.0;0.0;400.0;148.0;252.0
4231;Dietwil;2023-06-18;910.0;344.0;4.0;0.0;7.0;335.0;9.0;0.0;326.0;94.0;232.0
4232;Geltwil;2023-06-18;159.0;65.0;1.0;0.0;2.0;63.0;0.0;0.0;63.0;18.0;45.0
4233;Kallern;2023-06-18;272.0;121.0;1.0;0.0;10.0;122.0;8.0;0.0;114.0;47.0;67.0
4234;Merenschwand;2023-06-18;2361.0;998.0;13.0;0.0;14.0;939.0;43.0;0.0;896.0;383.0;513.0
4235;Mühlau;2023-06-18;813.0;327.0;1.0;0.0;4.0;315.0;17.0;0.0;298.0;99.0;199.0
4236;Muri (AG);2023-06-18;5381.0;1956.0;14.0;0.0;36.0;1895.0;93.0;0.0;1802.0;836.0;966.0
4237;Oberrüti;2023-06-18;1046.0;423.0;4.0;0.0;4.0;411.0;25.0;0.0;386.0;143.0;243.0
4238;Rottenschwil;2023-06-18;670.0;276.0;1.0;0.0;11.0;273.0;15.0;0.0;258.0;83.0;175.0
4239;Sins;2023-06-18;2822.0;1095.0;18.0;0.0;18.0;1046.0;49.0;0.0;997.0;366.0;631.0
4240;Waltenschwil;2023-06-18;2095.0;828.0;8.0;0.0;11.0;809.0;32.0;0.0;777.0;269.0;508.0
4251;Hellikon;2023-06-18;611.0;252.0;3.0;0.0;4.0;245.0;4.0;0.0;241.0;126.0;115.0
4252;Kaiseraugst;2023-06-18;3204.0;1125.0;15.0;0.0;50.0;1130.0;20.0;0.0;1110.0;690.0;420.0
4253;Magden;2023-06-18;2675.0;1285.0;16.0;0.0;35.0;1274.0;25.0;1.0;1248.0;748.0;500.0
4254;Möhlin;2023-06-18;6750.0;2390.0;29.0;0.0;51.0;2359.0;36.0;0.0;2323.0;1382.0;941.0
4255;Mumpf;2023-06-18;884.0;300.0;4.0;0.0;5.0;292.0;4.0;0.0;288.0;161.0;127.0
4256;Obermumpf;2023-06-18;722.0;280.0;6.0;0.0;2.0;269.0;8.0;0.0;261.0;161.0;100.0
4257;Olsberg;2023-06-18;263.0;134.0;1.0;0.0;1.0;131.0;7.0;0.0;124.0;76.0;48.0
4258;Rheinfelden;2023-06-18;7590.0;2972.0;41.0;0.0;112.0;2978.0;63.0;0.0;2915.0;1905.0;1010.0
4259;Schupfart;2023-06-18;588.0;228.0;2.0;0.0;3.0;225.0;3.0;0.0;222.0;132.0;90.0
4260;Stein (AG);2023-06-18;1624.0;695.0;19.0;0.0;26.0;688.0;7.0;0.0;681.0;451.0;230.0
4261;Wallbach;2023-06-18;1410.0;613.0;12.0;0.0;15.0;595.0;7.0;0.0;588.0;314.0;274.0
4262;Wegenstetten;2023-06-18;765.0;314.0;1.0;0.0;3.0;309.0;6.0;0.0;303.0;150.0;153.0
4263;Zeiningen;2023-06-18;1659.0;613.0;6.0;0.0;6.0;602.0;14.0;0.0;588.0;308.0;280.0
4264;Zuzgen;2023-06-18;611.0;277.0;2.0;0.0;5.0;272.0;5.0;0.0;267.0;160.0;107.0
4271;Aarburg;2023-06-18;4001.0;1242.0;10.0;0.0;49.0;1230.0;67.0;0.0;1163.0;535.0;628.0
4273;Bottenwil;2023-06-18;613.0;227.0;2.0;0.0;11.0;231.0;12.0;1.0;218.0;76.0;142.0
4274;Brittnau;2023-06-18;2987.0;1061.0;6.0;0.0;57.0;1047.0;47.0;0.0;1000.0;387.0;613.0
4275;Kirchleerau;2023-06-18;634.0;261.0;0.0;0.0;14.0;263.0;5.0;0.0;258.0;105.0;153.0
4276;Kölliken;2023-06-18;2977.0;1101.0;23.0;0.0;55.0;1066.0;57.0;0.0;1009.0;421.0;588.0
4277;Moosleerau;2023-06-18;651.0;218.0;3.0;0.0;30.0;236.0;17.0;0.0;219.0;74.0;145.0
4279;Murgenthal;2023-06-18;1968.0;655.0;14.0;0.0;62.0;677.0;42.0;1.0;634.0;201.0;433.0
4280;Oftringen;2023-06-18;7277.0;2193.0;37.0;0.0;110.0;2133.0;98.0;0.0;2035.0;844.0;1191.0
4281;Reitnau;2023-06-18;1124.0;434.0;13.0;0.0;14.0;415.0;24.0;0.0;391.0;140.0;251.0
4282;Rothrist;2023-06-18;5793.0;1783.0;30.0;0.0;65.0;1730.0;77.0;0.0;1653.0;603.0;1050.0
4283;Safenwil;2023-06-18;2662.0;859.0;6.0;0.0;44.0;859.0;50.0;0.0;809.0;308.0;501.0
4284;Staffelbach;2023-06-18;930.0;324.0;2.0;0.0;27.0;337.0;15.0;0.0;322.0;97.0;225.0
4285;Strengelbach;2023-06-18;2949.0;1107.0;5.0;0.0;60.0;1101.0;45.0;0.0;1056.0;458.0;598.0
4286;Uerkheim;2023-06-18;1029.0;381.0;5.0;0.0;5.0;361.0;23.0;0.0;338.0;92.0;246.0
4287;Vordemwald;2023-06-18;1477.0;625.0;10.0;0.0;17.0;597.0;45.0;0.0;552.0;193.0;359.0
4288;Wiliberg;2023-06-18;137.0;70.0;0.0;0.0;2.0;72.0;1.0;0.0;71.0;25.0;46.0
4289;Zofingen;2023-06-18;8331.0;3735.0;33.0;0.0;78.0;3626.0;177.0;0.0;3449.0;1704.0;1745.0
4303;Böttstein;2023-06-18;2052.0;770.0;8.0;0.0;31.0;774.0;18.0;0.0;756.0;392.0;364.0
4304;Döttingen;2023-06-18;2039.0;728.0;7.0;0.0;16.0;717.0;13.0;0.0;704.0;357.0;347.0
4305;Endingen;2023-06-18;1713.0;754.0;5.0;0.0;23.0;751.0;27.0;0.0;724.0;346.0;378.0
4306;Fisibach;2023-06-18;306.0;120.0;2.0;0.0;9.0;119.0;1.0;0.0;118.0;48.0;70.0
4307;Full-Reuenthal;2023-06-18;620.0;278.0;1.0;0.0;28.0;295.0;3.0;0.0;292.0;139.0;153.0
4309;Klingnau;2023-06-18;2042.0;913.0;9.0;0.0;39.0;908.0;20.0;4.0;884.0;489.0;395.0
4310;Koblenz;2023-06-18;794.0;263.0;2.0;0.0;8.0;263.0;4.0;0.0;259.0;157.0;102.0
4311;Leibstadt;2023-06-18;765.0;297.0;4.0;0.0;15.0;306.0;3.0;0.0;303.0;145.0;158.0
4312;Lengnau (AG);2023-06-18;1955.0;945.0;11.0;0.0;46.0;926.0;28.0;0.0;898.0;429.0;469.0
4313;Leuggern;2023-06-18;1490.0;633.0;8.0;0.0;25.0;638.0;9.0;0.0;629.0;326.0;303.0
4314;Mellikon;2023-06-18;162.0;72.0;0.0;0.0;20.0;91.0;2.0;0.0;89.0;54.0;35.0
4318;Schneisingen;2023-06-18;1115.0;510.0;4.0;0.0;37.0;522.0;23.0;0.0;499.0;232.0;267.0
4319;Siglistorf;2023-06-18;443.0;212.0;0.0;0.0;7.0;211.0;6.0;0.0;205.0;81.0;124.0
4320;Tegerfelden;2023-06-18;846.0;353.0;3.0;0.0;12.0;357.0;8.0;1.0;348.0;157.0;191.0
4324;Zurzach;2023-06-18;4377.0;1607.0;23.0;0.0;54.0;1593.0;44.0;0.0;1549.0;872.0;677.0
