BFSNR;NAME;DATUM;STIMMBERECHTIGTE;EINGELANGTE;LEERE;UNGUELTIGE;GUELTIGE;JA_STIMMEN;NEIN_STIMMEN;EINGELBRIEF;UNGUELTIGBRIEF;EINGELURNEN
4037;Oberrohrdorf;2020-09-27;2796.0;1839.0;66.0;0.0;1773.0;904.0;869.0;1912.0;22.0;43.0
4038;Obersiggenthal;2020-09-27;4916.0;2851.0;94.0;14.0;2743.0;1539.0;1204.0;2873.0;11.0;110.0
4039;Remetschwil;2020-09-27;1418.0;818.0;23.0;0.0;795.0;353.0;442.0;873.0;18.0;35.0
4040;Spreitenbach;2020-09-27;4705.0;1740.0;71.0;1.0;1668.0;880.0;788.0;1882.0;13.0;40.0
4041;Stetten (AG);2020-09-27;1389.0;677.0;33.0;2.0;642.0;302.0;340.0;769.0;30.0;16.0
4042;Turgi;2020-09-27;1501.0;642.0;20.0;0.0;622.0;418.0;204.0;738.0;15.0;22.0
4044;Untersiggenthal;2020-09-27;4213.0;2463.0;76.0;22.0;2365.0;1248.0;1117.0;2541.0;33.0;79.0
4045;Wettingen;2020-09-27;12663.0;7328.0;303.0;1.0;7024.0;4019.0;3005.0;7683.0;96.0;191.0
4046;Wohlenschwil;2020-09-27;1054.0;592.0;25.0;0.0;567.0;297.0;270.0;598.0;4.0;28.0
4047;Würenlingen;2020-09-27;2902.0;1581.0;47.0;1.0;1533.0;641.0;892.0;1611.0;13.0;70.0
4048;Würenlos;2020-09-27;4198.0;2489.0;90.0;2.0;2397.0;1229.0;1168.0;2603.0;21.0;116.0
4049;Ehrendingen;2020-09-27;3221.0;1848.0;68.0;0.0;1780.0;879.0;901.0;1917.0;31.0;64.0
4061;Arni (AG);2020-09-27;1293.0;754.0;34.0;0.0;720.0;402.0;318.0;830.0;6.0;41.0
4062;Berikon;2020-09-27;3159.0;1699.0;68.0;4.0;1627.0;806.0;821.0;1908.0;28.0;33.0
4063;Bremgarten (AG);2020-09-27;5355.0;2757.0;107.0;2.0;2648.0;1432.0;1216.0;3052.0;43.0;74.0
4064;Büttikon;2020-09-27;684.0;380.0;14.0;0.0;366.0;145.0;221.0;392.0;1.0;18.0
4065;Dottikon;2020-09-27;2028.0;950.0;29.0;0.0;921.0;396.0;525.0;1088.0;30.0;22.0
4066;Eggenwil;2020-09-27;689.0;414.0;8.0;0.0;406.0;201.0;205.0;435.0;2.0;13.0
4067;Fischbach-Göslikon;2020-09-27;1067.0;585.0;22.0;0.0;563.0;224.0;339.0;636.0;6.0;4.0
4068;Hägglingen;2020-09-27;1721.0;1003.0;45.0;0.0;958.0;413.0;545.0;1063.0;30.0;36.0
4071;Jonen;2020-09-27;1467.0;834.0;35.0;0.0;799.0;453.0;346.0;933.0;10.0;13.0
4072;Niederwil (AG);2020-09-27;1894.0;1044.0;36.0;4.0;1004.0;413.0;591.0;1079.0;11.0;47.0
4073;Oberlunkhofen;2020-09-27;1464.0;873.0;27.0;0.0;846.0;451.0;395.0;947.0;5.0;28.0
4074;Oberwil-Lieli;2020-09-27;1777.0;1178.0;54.0;0.0;1124.0;614.0;510.0;1286.0;4.0;28.0
4075;Rudolfstetten-Friedlisberg;2020-09-27;2675.0;1250.0;43.0;12.0;1195.0;593.0;602.0;1388.0;9.0;43.0
4076;Sarmenstorf;2020-09-27;1993.0;1052.0;30.0;0.0;1022.0;429.0;593.0;1134.0;30.0;49.0
4077;Tägerig;2020-09-27;930.0;521.0;23.0;0.0;498.0;185.0;313.0;545.0;1.0;18.0
4078;Uezwil;2020-09-27;358.0;200.0;5.0;0.0;195.0;86.0;109.0;206.0;2.0;9.0
4079;Unterlunkhofen;2020-09-27;1085.0;626.0;24.0;0.0;602.0;302.0;300.0;693.0;11.0;24.0
4080;Villmergen;2020-09-27;4137.0;2012.0;66.0;1.0;1945.0;737.0;1208.0;2174.0;49.0;84.0
4081;Widen;2020-09-27;2566.0;1505.0;46.0;0.0;1459.0;756.0;703.0;1636.0;23.0;42.0
4082;Wohlen (AG);2020-09-27;8446.0;4282.0;148.0;0.0;4134.0;1901.0;2233.0;4400.0;82.0;293.0
4083;Zufikon;2020-09-27;2994.0;1700.0;60.0;0.0;1640.0;807.0;833.0;1841.0;18.0;57.0
4084;Islisberg;2020-09-27;441.0;266.0;9.0;1.0;256.0;134.0;122.0;300.0;9.0;3.0
4091;Auenstein;2020-09-27;1177.0;716.0;24.0;0.0;692.0;310.0;382.0;752.0;8.0;20.0
4092;Birr;2020-09-27;2022.0;892.0;29.0;0.0;863.0;416.0;447.0;988.0;35.0;22.0
4093;Birrhard;2020-09-27;539.0;281.0;5.0;0.0;276.0;100.0;176.0;291.0;0.0;11.0
4094;Bözen;2020-09-27;574.0;321.0;16.0;0.0;305.0;143.0;162.0;340.0;7.0;15.0
4095;Brugg;2020-09-27;7683.0;4410.0;164.0;0.0;4246.0;2363.0;1883.0;4567.0;63.0;161.0
4096;Effingen;2020-09-27;421.0;240.0;11.0;0.0;229.0;101.0;128.0;254.0;3.0;10.0
4097;Elfingen;2020-09-27;227.0;132.0;5.0;0.0;127.0;65.0;62.0;140.0;2.0;5.0
4099;Habsburg;2020-09-27;334.0;222.0;6.0;0.0;216.0;121.0;95.0;233.0;2.0;1.0
4100;Hausen (AG);2020-09-27;2285.0;1291.0;64.0;0.0;1227.0;552.0;675.0;1403.0;17.0;12.0
4104;Lupfig;2020-09-27;2113.0;1189.0;39.0;0.0;1150.0;529.0;621.0;1285.0;15.0;15.0
4105;Mandach;2020-09-27;237.0;150.0;5.0;0.0;145.0;54.0;91.0;137.0;1.0;16.0
4106;Mönthal;2020-09-27;295.0;167.0;5.0;0.0;162.0;48.0;114.0;181.0;4.0;0.0
4107;Mülligen;2020-09-27;704.0;361.0;13.0;0.0;348.0;180.0;168.0;383.0;8.0;14.0
4110;Remigen;2020-09-27;858.0;438.0;16.0;1.0;421.0;185.0;236.0;469.0;8.0;7.0
4111;Riniken;2020-09-27;962.0;542.0;27.0;0.0;515.0;251.0;264.0;556.0;8.0;17.0
4112;Rüfenach;2020-09-27;617.0;403.0;11.0;0.0;392.0;176.0;216.0;431.0;8.0;3.0
4117;Thalheim (AG);2020-09-27;612.0;390.0;13.0;0.0;377.0;124.0;253.0;426.0;14.0;1.0
4120;Veltheim (AG);2020-09-27;1007.0;539.0;15.0;2.0;522.0;213.0;309.0;581.0;10.0;11.0
4121;Villigen;2020-09-27;1310.0;773.0;19.0;0.0;754.0;336.0;418.0;822.0;15.0;15.0
4122;Villnachern;2020-09-27;1112.0;652.0;21.0;1.0;630.0;278.0;352.0;705.0;13.0;13.0
4123;Windisch;2020-09-27;4465.0;2482.0;111.0;0.0;2371.0;1466.0;905.0;2626.0;40.0;40.0
4124;Bözberg;2020-09-27;1221.0;706.0;21.0;0.0;685.0;266.0;419.0;750.0;6.0;13.0
4125;Schinznach;2020-09-27;1599.0;950.0;36.0;1.0;913.0;395.0;518.0;1002.0;13.0;17.0
4131;Beinwil am See;2020-09-27;2369.0;1371.0;48.0;0.0;1323.0;603.0;720.0;1443.0;14.0;46.0
4132;Birrwil;2020-09-27;870.0;540.0;9.0;1.0;530.0;222.0;308.0;552.0;7.0;17.0
4133;Burg (AG);2020-09-27;554.0;253.0;3.0;0.0;250.0;82.0;168.0;259.0;2.0;12.0
4134;Dürrenäsch;2020-09-27;911.0;573.0;27.0;0.0;546.0;165.0;381.0;598.0;7.0;12.0
4135;Gontenschwil;2020-09-27;1468.0;771.0;25.0;0.0;746.0;224.0;522.0;813.0;13.0;19.0
4136;Holziken;2020-09-27;1010.0;503.0;23.0;0.0;480.0;164.0;316.0;510.0;7.0;41.0
4137;Leimbach (AG);2020-09-27;355.0;186.0;3.0;0.0;183.0;59.0;124.0;207.0;5.0;4.0
4138;Leutwil;2020-09-27;563.0;368.0;13.0;3.0;352.0;116.0;236.0;377.0;10.0;16.0
4139;Menziken;2020-09-27;3273.0;1505.0;49.0;2.0;1454.0;532.0;922.0;1625.0;14.0;43.0
4140;Oberkulm;2020-09-27;1714.0;892.0;20.0;1.0;871.0;293.0;578.0;927.0;24.0;42.0
4141;Reinach (AG);2020-09-27;4404.0;1912.0;54.0;13.0;1845.0;714.0;1131.0;2076.0;46.0;34.0
4142;Schlossrued;2020-09-27;628.0;313.0;15.0;0.0;298.0;110.0;188.0;330.0;3.0;12.0
4143;Schmiedrued;2020-09-27;854.0;436.0;15.0;0.0;421.0;129.0;292.0;472.0;1.0;12.0
4144;Schöftland;2020-09-27;3100.0;1620.0;61.0;0.0;1559.0;668.0;891.0;1779.0;24.0;13.0
4145;Teufenthal (AG);2020-09-27;1051.0;549.0;12.0;0.0;537.0;183.0;354.0;590.0;10.0;21.0
4146;Unterkulm;2020-09-27;1881.0;930.0;25.0;6.0;899.0;329.0;570.0;1016.0;21.0;10.0
4147;Zetzwil;2020-09-27;966.0;575.0;14.0;3.0;558.0;183.0;375.0;618.0;10.0;4.0
4161;Eiken;2020-09-27;1468.0;666.0;22.0;0.0;644.0;270.0;374.0;715.0;29.0;28.0
4163;Frick;2020-09-27;3419.0;1704.0;55.0;0.0;1649.0;850.0;799.0;1797.0;16.0;39.0
4164;Gansingen;2020-09-27;791.0;498.0;12.0;0.0;486.0;195.0;291.0;515.0;3.0;13.0
4165;Gipf-Oberfrick;2020-09-27;2605.0;1510.0;59.0;0.0;1451.0;787.0;664.0;1533.0;27.0;90.0
4166;Herznach;2020-09-27;1063.0;635.0;20.0;0.0;615.0;286.0;329.0;665.0;9.0;20.0
4167;Hornussen;2020-09-27;639.0;297.0;11.0;0.0;286.0;96.0;190.0;310.0;4.0;17.0
4169;Kaisten;2020-09-27;1818.0;937.0;38.0;0.0;899.0;434.0;465.0;997.0;3.0;11.0
4170;Laufenburg;2020-09-27;2004.0;1134.0;47.0;0.0;1087.0;507.0;580.0;1163.0;11.0;26.0
4172;Münchwilen (AG);2020-09-27;596.0;291.0;13.0;0.0;278.0;121.0;157.0;318.0;4.0;4.0
4173;Oberhof;2020-09-27;405.0;226.0;6.0;0.0;220.0;94.0;126.0;222.0;3.0;18.0
4175;Oeschgen;2020-09-27;716.0;382.0;16.0;0.0;366.0;162.0;204.0;376.0;2.0;30.0
4176;Schwaderloch;2020-09-27;428.0;220.0;11.0;0.0;209.0;55.0;154.0;242.0;5.0;6.0
4177;Sisseln;2020-09-27;968.0;422.0;9.0;1.0;412.0;177.0;235.0;461.0;12.0;16.0
4179;Ueken;2020-09-27;616.0;330.0;18.0;0.0;312.0;145.0;167.0;351.0;9.0;13.0
4181;Wittnau;2020-09-27;994.0;572.0;26.0;0.0;546.0;229.0;317.0;616.0;2.0;8.0
4182;Wölflinswil;2020-09-27;761.0;440.0;26.0;0.0;414.0;177.0;237.0;478.0;18.0;4.0
4183;Zeihen;2020-09-27;787.0;481.0;15.0;0.0;466.0;206.0;260.0;519.0;3.0;10.0
4184;Mettauertal;2020-09-27;1452.0;799.0;27.0;0.0;772.0;272.0;500.0;864.0;8.0;16.0
4191;Ammerswil;2020-09-27;491.0;281.0;18.0;0.0;263.0;120.0;143.0;285.0;2.0;12.0
4192;Boniswil;2020-09-27;1050.0;634.0;17.0;0.0;617.0;253.0;364.0;660.0;2.0;18.0
4193;Brunegg;2020-09-27;534.0;255.0;15.0;0.0;240.0;97.0;143.0;261.0;1.0;10.0
4194;Dintikon;2020-09-27;1355.0;710.0;18.0;0.0;692.0;276.0;416.0;771.0;15.0;7.0
4195;Egliswil;2020-09-27;1060.0;601.0;17.0;0.0;584.0;240.0;344.0;629.0;7.0;25.0
4196;Fahrwangen;2020-09-27;1434.0;689.0;22.0;0.0;667.0;304.0;363.0;748.0;12.0;20.0
4197;Hallwil;2020-09-27;629.0;321.0;11.0;0.0;310.0;93.0;217.0;358.0;7.0;7.0
4198;Hendschiken;2020-09-27;865.0;404.0;9.0;1.0;394.0;184.0;210.0;448.0;18.0;5.0
4199;Holderbank (AG);2020-09-27;769.0;352.0;12.0;0.0;340.0;110.0;230.0;377.0;6.0;11.0
4200;Hunzenschwil;2020-09-27;2355.0;1050.0;39.0;1.0;1010.0;372.0;638.0;1108.0;3.0;44.0
4201;Lenzburg;2020-09-27;6555.0;3719.0;142.0;0.0;3577.0;2284.0;1293.0;3876.0;76.0;176.0
4202;Meisterschwanden;2020-09-27;2087.0;1209.0;35.0;0.0;1174.0;531.0;643.0;1286.0;11.0;32.0
4203;Möriken-Wildegg;2020-09-27;2891.0;1662.0;67.0;1.0;1594.0;751.0;843.0;1763.0;14.0;28.0
4204;Niederlenz;2020-09-27;2701.0;1375.0;43.0;0.0;1332.0;721.0;611.0;1444.0;35.0;45.0
4205;Othmarsingen;2020-09-27;1774.0;860.0;38.0;0.0;822.0;381.0;441.0;952.0;24.0;22.0
4206;Rupperswil;2020-09-27;3425.0;1713.0;60.0;0.0;1653.0;709.0;944.0;1884.0;29.0;23.0
4207;Schafisheim;2020-09-27;1946.0;1125.0;49.0;0.0;1076.0;494.0;582.0;1195.0;16.0;21.0
4208;Seengen;2020-09-27;2978.0;1807.0;35.0;0.0;1772.0;851.0;921.0;1907.0;33.0;62.0
4209;Seon;2020-09-27;3176.0;1743.0;56.0;16.0;1671.0;713.0;958.0;1813.0;38.0;70.0
4210;Staufen;2020-09-27;2657.0;1594.0;61.0;0.0;1533.0;846.0;687.0;1686.0;25.0;26.0
4221;Abtwil;2020-09-27;632.0;313.0;17.0;0.0;296.0;139.0;157.0;349.0;4.0;15.0
4222;Aristau;2020-09-27;1010.0;539.0;17.0;2.0;520.0;230.0;290.0;600.0;11.0;21.0
4223;Auw;2020-09-27;1308.0;642.0;17.0;0.0;625.0;306.0;319.0;721.0;14.0;23.0
4224;Beinwil (Freiamt);2020-09-27;852.0;489.0;16.0;3.0;470.0;215.0;255.0;567.0;3.0;5.0
4226;Besenbüren;2020-09-27;444.0;268.0;8.0;0.0;260.0;112.0;148.0;292.0;2.0;5.0
4227;Bettwil;2020-09-27;472.0;295.0;7.0;0.0;288.0;104.0;184.0;305.0;0.0;9.0
4228;Boswil;2020-09-27;1845.0;917.0;38.0;0.0;879.0;362.0;517.0;979.0;31.0;28.0
4229;Bünzen;2020-09-27;751.0;442.0;11.0;0.0;431.0;168.0;263.0;473.0;5.0;21.0
4230;Buttwil;2020-09-27;871.0;502.0;21.0;0.0;481.0;219.0;262.0;528.0;9.0;27.0
4231;Dietwil;2020-09-27;881.0;475.0;20.0;0.0;455.0;209.0;246.0;529.0;5.0;13.0
4232;Geltwil;2020-09-27;153.0;97.0;3.0;0.0;94.0;41.0;53.0;94.0;0.0;4.0
4233;Kallern;2020-09-27;270.0;173.0;9.0;0.0;164.0;68.0;96.0;157.0;0.0;22.0
4234;Merenschwand;2020-09-27;2341.0;1317.0;43.0;1.0;1273.0;620.0;653.0;1403.0;10.0;43.0
4235;Mühlau;2020-09-27;800.0;445.0;14.0;0.0;431.0;203.0;228.0;501.0;5.0;7.0
4236;Muri (AG);2020-09-27;5238.0;2605.0;94.0;0.0;2511.0;1351.0;1160.0;2822.0;45.0;76.0
4237;Oberrüti;2020-09-27;1039.0;550.0;24.0;0.0;526.0;276.0;250.0;628.0;12.0;10.0
4238;Rottenschwil;2020-09-27;669.0;366.0;21.0;0.0;345.0;142.0;203.0;385.0;1.0;19.0
4239;Sins;2020-09-27;2746.0;1381.0;56.0;0.0;1325.0;687.0;638.0;1527.0;19.0;45.0
4240;Waltenschwil;2020-09-27;2068.0;1093.0;32.0;0.0;1061.0;450.0;611.0;1161.0;9.0;40.0
4251;Hellikon;2020-09-27;610.0;340.0;8.0;0.0;332.0;112.0;220.0;364.0;4.0;4.0
4252;Kaiseraugst;2020-09-27;3226.0;1544.0;75.0;0.0;1469.0;787.0;682.0;1662.0;16.0;54.0
4253;Magden;2020-09-27;2666.0;1538.0;56.0;0.0;1482.0;787.0;695.0;1654.0;33.0;31.0
4254;Möhlin;2020-09-27;6754.0;3070.0;133.0;1.0;2936.0;1527.0;1409.0;3333.0;60.0;87.0
4255;Mumpf;2020-09-27;883.0;423.0;21.0;0.0;402.0;171.0;231.0;454.0;7.0;7.0
4256;Obermumpf;2020-09-27;730.0;352.0;19.0;0.0;333.0;140.0;193.0;385.0;13.0;6.0
4257;Olsberg;2020-09-27;267.0;169.0;6.0;0.0;163.0;79.0;84.0;179.0;4.0;4.0
4258;Rheinfelden;2020-09-27;7609.0;3814.0;152.0;0.0;3662.0;2186.0;1476.0;4027.0;41.0;178.0
4259;Schupfart;2020-09-27;562.0;322.0;7.0;0.0;315.0;132.0;183.0;338.0;3.0;6.0
4260;Stein (AG);2020-09-27;1593.0;718.0;22.0;0.0;696.0;351.0;345.0;753.0;16.0;29.0
4261;Wallbach;2020-09-27;1400.0;763.0;41.0;0.0;722.0;329.0;393.0;821.0;13.0;19.0
4262;Wegenstetten;2020-09-27;771.0;419.0;13.0;0.0;406.0;153.0;253.0;440.0;6.0;12.0
4263;Zeiningen;2020-09-27;1624.0;835.0;28.0;1.0;806.0;424.0;382.0;885.0;8.0;16.0
4264;Zuzgen;2020-09-27;639.0;344.0;13.0;0.0;331.0;148.0;183.0;367.0;5.0;12.0
4271;Aarburg;2020-09-27;3992.0;1748.0;67.0;2.0;1679.0;837.0;842.0;1894.0;46.0;50.0
4273;Bottenwil;2020-09-27;602.0;337.0;9.0;0.0;328.0;130.0;198.0;346.0;10.0;19.0
4274;Brittnau;2020-09-27;2887.0;1598.0;56.0;0.0;1542.0;650.0;892.0;1646.0;16.0;91.0
4275;Kirchleerau;2020-09-27;628.0;375.0;7.0;0.0;368.0;114.0;254.0;381.0;1.0;11.0
4276;Kölliken;2020-09-27;2897.0;1461.0;60.0;0.0;1401.0;589.0;812.0;1599.0;28.0;27.0
4277;Moosleerau;2020-09-27;641.0;352.0;6.0;0.0;346.0;104.0;242.0;388.0;5.0;6.0
4279;Murgenthal;2020-09-27;1985.0;943.0;32.0;0.0;911.0;342.0;569.0;956.0;28.0;78.0
4280;Oftringen;2020-09-27;7289.0;3102.0;130.0;1.0;2971.0;1368.0;1603.0;3297.0;35.0;188.0
4281;Reitnau;2020-09-27;1063.0;619.0;15.0;0.0;604.0;207.0;397.0;659.0;12.0;14.0
4282;Rothrist;2020-09-27;5676.0;2594.0;101.0;1.0;2492.0;985.0;1507.0;2745.0;53.0;98.0
4283;Safenwil;2020-09-27;2532.0;1167.0;49.0;0.0;1118.0;466.0;652.0;1232.0;11.0;42.0
4284;Staffelbach;2020-09-27;903.0;465.0;17.0;0.0;448.0;159.0;289.0;484.0;2.0;10.0
4285;Strengelbach;2020-09-27;2949.0;1513.0;52.0;1.0;1460.0;632.0;828.0;1551.0;36.0;67.0
4286;Uerkheim;2020-09-27;1011.0;551.0;17.0;0.0;534.0;162.0;372.0;584.0;10.0;12.0
4287;Vordemwald;2020-09-27;1485.0;823.0;20.0;0.0;803.0;344.0;459.0;851.0;16.0;43.0
4288;Wiliberg;2020-09-27;138.0;101.0;3.0;1.0;97.0;35.0;62.0;96.0;1.0;7.0
4289;Zofingen;2020-09-27;8123.0;4699.0;141.0;3.0;4555.0;2474.0;2081.0;4963.0;65.0;155.0
4301;Baldingen;2020-09-27;196.0;123.0;6.0;0.0;117.0;45.0;72.0;124.0;2.0;7.0
4302;Böbikon;2020-09-27;129.0;94.0;4.0;0.0;90.0;30.0;60.0;74.0;1.0;26.0
4303;Böttstein;2020-09-27;1988.0;1072.0;28.0;0.0;1044.0;368.0;676.0;1095.0;13.0;28.0
4304;Döttingen;2020-09-27;2018.0;1077.0;30.0;0.0;1047.0;434.0;613.0;1117.0;11.0;32.0
4305;Endingen;2020-09-27;1666.0;1029.0;44.0;0.0;985.0;468.0;517.0;1034.0;7.0;34.0
4306;Fisibach;2020-09-27;277.0;153.0;14.0;0.0;139.0;45.0;94.0;154.0;1.0;11.0
4307;Full-Reuenthal;2020-09-27;581.0;362.0;2.0;0.0;360.0;129.0;231.0;345.0;4.0;29.0
4308;Kaiserstuhl;2020-09-27;231.0;139.0;9.0;0.0;130.0;66.0;64.0;135.0;4.0;19.0
4309;Klingnau;2020-09-27;2070.0;1177.0;29.0;13.0;1135.0;487.0;648.0;1190.0;21.0;64.0
4310;Koblenz;2020-09-27;799.0;419.0;10.0;0.0;409.0;135.0;274.0;427.0;8.0;15.0
4311;Leibstadt;2020-09-27;736.0;437.0;10.0;0.0;427.0;111.0;316.0;436.0;2.0;21.0
4312;Lengnau (AG);2020-09-27;1872.0;1061.0;33.0;0.0;1028.0;496.0;532.0;1087.0;10.0;51.0
4313;Leuggern;2020-09-27;1453.0;881.0;23.0;1.0;857.0;274.0;583.0;883.0;3.0;28.0
4314;Mellikon;2020-09-27;156.0;111.0;8.0;0.0;103.0;54.0;49.0;86.0;2.0;28.0
4315;Rekingen (AG);2020-09-27;524.0;294.0;11.0;0.0;283.0;97.0;186.0;305.0;1.0;14.0
4316;Rietheim;2020-09-27;413.0;222.0;17.0;0.0;205.0;83.0;122.0;232.0;5.0;12.0
4317;Rümikon;2020-09-27;186.0;106.0;4.0;0.0;102.0;45.0;57.0;118.0;5.0;4.0
4318;Schneisingen;2020-09-27;1098.0;693.0;39.0;0.0;654.0;277.0;377.0;704.0;8.0;50.0
4319;Siglistorf;2020-09-27;414.0;263.0;9.0;0.0;254.0;98.0;156.0;274.0;3.0;7.0
4320;Tegerfelden;2020-09-27;803.0;465.0;12.0;0.0;453.0;158.0;295.0;461.0;9.0;33.0
4322;Wislikofen;2020-09-27;245.0;167.0;8.0;0.0;159.0;78.0;81.0;178.0;3.0;6.0
4323;Bad Zurzach;2020-09-27;2284.0;1195.0;41.0;2.0;1152.0;535.0;617.0;1194.0;33.0;105.0
