BFSNR;NAME;DATUM;STIMMBERECHTIGTE;AUSL_SCHWEIZER;EINGELANGTE;LEERE;UNGUELTIGE;GUELTIGE;JA_STIMMEN;NEIN_STIMMEN;BRIEF_EINGEL;BRIEF_UNGUELTIG;EVOTING_EINGEL;URNEN_EINGEL
4021;Baden;2018-11-25;11774.0;...;6497.0;198.0;6.0;6293.0;2661.0;3632.0;6382.0;95.0;...;308.0
4022;Bellikon;2018-11-25;1167.0;...;626.0;7.0;...;619.0;246.0;373.0;618.0;9.0;...;25.0
4023;Bergdietikon;2018-11-25;1870.0;...;1001.0;13.0;...;988.0;409.0;579.0;1009.0;9.0;...;7.0
4024;Birmenstorf (AG);2018-11-25;1940.0;...;926.0;11.0;...;915.0;316.0;599.0;924.0;14.0;...;21.0
4026;Ennetbaden;2018-11-25;2195.0;...;1348.0;53.0;1.0;1294.0;535.0;759.0;1321.0;12.0;...;47.0
4027;Fislisbach;2018-11-25;3416.0;...;1460.0;23.0;2.0;1435.0;582.0;853.0;1440.0;17.0;...;48.0
4028;Freienwil;2018-11-25;720.0;...;416.0;3.0;...;413.0;187.0;226.0;375.0;2.0;...;46.0
4029;Gebenstorf;2018-11-25;3274.0;...;1494.0;32.0;...;1462.0;590.0;872.0;1495.0;19.0;...;31.0
4030;Killwangen;2018-11-25;1189.0;...;506.0;6.0;...;500.0;216.0;284.0;498.0;1.0;...;11.0
4031;Künten;2018-11-25;1186.0;...;514.0;7.0;2.0;505.0;189.0;316.0;527.0;4.0;...;17.0
4032;Mägenwil;2018-11-25;1297.0;...;527.0;14.0;...;513.0;176.0;337.0;533.0;16.0;...;23.0
4033;Mellingen;2018-11-25;3032.0;...;1219.0;26.0;...;1193.0;433.0;760.0;1237.0;11.0;...;41.0
4034;Neuenhof;2018-11-25;3748.0;...;1360.0;33.0;...;1327.0;646.0;681.0;1346.0;20.0;...;45.0
4035;Niederrohrdorf;2018-11-25;2690.0;...;1316.0;19.0;...;1297.0;516.0;781.0;1282.0;13.0;...;59.0
4037;Oberrohrdorf;2018-11-25;2818.0;...;1578.0;35.0;...;1543.0;602.0;941.0;1568.0;15.0;...;40.0
4038;Obersiggenthal;2018-11-25;4825.0;...;2419.0;51.0;3.0;2365.0;958.0;1407.0;2323.0;15.0;...;111.0
4039;Remetschwil;2018-11-25;1416.0;...;727.0;7.0;1.0;719.0;281.0;438.0;710.0;13.0;...;35.0
4040;Spreitenbach;2018-11-25;4657.0;...;1427.0;23.0;...;1404.0;623.0;781.0;1418.0;2.0;...;30.0
4041;Stetten (AG);2018-11-25;1359.0;...;510.0;5.0;...;505.0;189.0;316.0;534.0;15.0;...;10.0
4042;Turgi;2018-11-25;1522.0;...;639.0;22.0;...;617.0;318.0;299.0;649.0;18.0;...;17.0
4044;Untersiggenthal;2018-11-25;4249.0;...;2072.0;49.0;...;2023.0;874.0;1149.0;2039.0;19.0;...;74.0
4045;Wettingen;2018-11-25;12589.0;...;6072.0;123.0;2.0;5947.0;2638.0;3309.0;6080.0;71.0;...;160.0
4046;Wohlenschwil;2018-11-25;1025.0;...;495.0;7.0;...;488.0;223.0;265.0;473.0;1.0;...;24.0
4047;Würenlingen;2018-11-25;2816.0;...;1278.0;12.0;...;1266.0;456.0;810.0;1230.0;10.0;...;69.0
4048;Würenlos;2018-11-25;4212.0;...;2095.0;47.0;3.0;2045.0;794.0;1251.0;2125.0;27.0;...;72.0
4049;Ehrendingen;2018-11-25;3203.0;...;1507.0;26.0;1.0;1480.0;638.0;842.0;1488.0;22.0;...;59.0
4061;Arni (AG);2018-11-25;1272.0;...;671.0;11.0;...;660.0;277.0;383.0;647.0;4.0;...;36.0
4062;Berikon;2018-11-25;3140.0;...;1482.0;24.0;...;1458.0;588.0;870.0;1495.0;27.0;...;26.0
4063;Bremgarten (AG);2018-11-25;5118.0;...;2309.0;49.0;2.0;2258.0;1045.0;1213.0;2319.0;47.0;...;59.0
4064;Büttikon;2018-11-25;656.0;...;311.0;2.0;...;309.0;104.0;205.0;312.0;4.0;...;13.0
4065;Dottikon;2018-11-25;2007.0;...;817.0;13.0;...;804.0;301.0;503.0;822.0;28.0;...;43.0
4066;Eggenwil;2018-11-25;694.0;...;389.0;6.0;...;383.0;163.0;220.0;390.0;12.0;...;16.0
4067;Fischbach-Göslikon;2018-11-25;1081.0;...;451.0;6.0;...;445.0;180.0;265.0;472.0;12.0;...;4.0
4068;Hägglingen;2018-11-25;1693.0;...;765.0;12.0;...;753.0;295.0;458.0;760.0;14.0;...;43.0
4071;Jonen;2018-11-25;1408.0;...;693.0;6.0;...;687.0;245.0;442.0;694.0;2.0;...;6.0
4072;Niederwil (AG);2018-11-25;1898.0;...;841.0;13.0;...;828.0;325.0;503.0;824.0;14.0;...;33.0
4073;Oberlunkhofen;2018-11-25;1433.0;...;772.0;16.0;...;756.0;298.0;458.0;782.0;12.0;...;11.0
4074;Oberwil-Lieli;2018-11-25;1720.0;...;1015.0;16.0;...;999.0;412.0;587.0;998.0;6.0;...;36.0
4075;Rudolfstetten-Friedlisberg;2018-11-25;2630.0;...;1151.0;28.0;3.0;1120.0;453.0;667.0;1143.0;9.0;...;30.0
4076;Sarmenstorf;2018-11-25;1962.0;...;878.0;13.0;...;865.0;308.0;557.0;847.0;8.0;...;43.0
4077;Tägerig;2018-11-25;960.0;...;420.0;4.0;...;416.0;140.0;276.0;410.0;1.0;...;12.0
4078;Uezwil;2018-11-25;355.0;...;166.0;4.0;...;162.0;50.0;112.0;165.0;1.0;...;4.0
4079;Unterlunkhofen;2018-11-25;1026.0;...;516.0;7.0;...;509.0;207.0;302.0;508.0;10.0;...;23.0
4080;Villmergen;2018-11-25;4086.0;...;1666.0;24.0;...;1642.0;676.0;966.0;1641.0;11.0;...;48.0
4081;Widen;2018-11-25;2549.0;...;1324.0;33.0;...;1291.0;548.0;743.0;1324.0;17.0;...;34.0
4082;Wohlen (AG);2018-11-25;8365.0;...;4060.0;91.0;...;3969.0;1630.0;2339.0;3875.0;59.0;...;306.0
4083;Zufikon;2018-11-25;2941.0;...;1473.0;28.0;...;1445.0;624.0;821.0;1458.0;12.0;...;36.0
4084;Islisberg;2018-11-25;432.0;...;239.0;4.0;...;235.0;100.0;135.0;243.0;6.0;...;3.0
4091;Auenstein;2018-11-25;1169.0;...;569.0;11.0;8.0;550.0;239.0;311.0;581.0;17.0;...;14.0
4092;Birr;2018-11-25;1925.0;...;742.0;9.0;...;733.0;296.0;437.0;766.0;22.0;...;13.0
4093;Birrhard;2018-11-25;531.0;...;237.0;2.0;...;235.0;99.0;136.0;234.0;5.0;...;10.0
4094;Bözen;2018-11-25;544.0;...;241.0;1.0;...;240.0;85.0;155.0;235.0;5.0;...;13.0
4095;Brugg;2018-11-25;6777.0;...;3578.0;94.0;1.0;3483.0;1604.0;1879.0;3517.0;39.0;...;160.0
4096;Effingen;2018-11-25;410.0;...;201.0;4.0;...;197.0;79.0;118.0;186.0;3.0;...;19.0
4097;Elfingen;2018-11-25;227.0;...;107.0;3.0;...;104.0;38.0;66.0;106.0;2.0;...;4.0
4099;Habsburg;2018-11-25;336.0;...;198.0;7.0;...;191.0;65.0;126.0;199.0;2.0;...;4.0
4100;Hausen (AG);2018-11-25;2281.0;...;1066.0;25.0;...;1041.0;378.0;663.0;1084.0;15.0;...;11.0
4104;Lupfig;2018-11-25;2102.0;...;1001.0;15.0;...;986.0;342.0;644.0;998.0;10.0;...;18.0
4105;Mandach;2018-11-25;241.0;...;117.0;...;...;117.0;32.0;85.0;102.0;...;...;15.0
4106;Mönthal;2018-11-25;298.0;...;148.0;1.0;...;147.0;59.0;88.0;149.0;2.0;...;3.0
4107;Mülligen;2018-11-25;740.0;...;323.0;7.0;1.0;315.0;126.0;189.0;322.0;4.0;...;7.0
4110;Remigen;2018-11-25;764.0;...;417.0;9.0;1.0;407.0;165.0;242.0;418.0;3.0;...;5.0
4111;Riniken;2018-11-25;982.0;...;532.0;6.0;...;526.0;241.0;285.0;529.0;9.0;...;14.0
4112;Rüfenach;2018-11-25;636.0;...;343.0;8.0;...;335.0;125.0;210.0;344.0;4.0;...;8.0
4114;Schinznach-Bad;2018-11-25;779.0;...;364.0;7.0;...;357.0;144.0;213.0;371.0;6.0;...;2.0
4117;Thalheim (AG);2018-11-25;634.0;...;340.0;1.0;2.0;337.0;121.0;216.0;332.0;3.0;...;14.0
4120;Veltheim (AG);2018-11-25;1000.0;...;489.0;3.0;4.0;482.0;212.0;270.0;485.0;9.0;...;22.0
4121;Villigen;2018-11-25;1266.0;...;639.0;10.0;2.0;627.0;267.0;360.0;619.0;13.0;...;41.0
4122;Villnachern;2018-11-25;1102.0;...;566.0;12.0;...;554.0;205.0;349.0;590.0;11.0;...;6.0
4123;Windisch;2018-11-25;4449.0;...;2109.0;48.0;1.0;2060.0;946.0;1114.0;2092.0;22.0;...;43.0
4124;Bözberg;2018-11-25;1187.0;...;602.0;10.0;...;592.0;209.0;383.0;598.0;4.0;...;11.0
4125;Schinznach;2018-11-25;1576.0;...;810.0;17.0;...;793.0;318.0;475.0;788.0;8.0;...;44.0
4131;Beinwil am See;2018-11-25;2308.0;...;1148.0;15.0;...;1133.0;514.0;619.0;1135.0;11.0;...;30.0
4132;Birrwil;2018-11-25;873.0;...;470.0;9.0;...;461.0;187.0;274.0;466.0;5.0;...;14.0
4133;Burg (AG);2018-11-25;562.0;...;229.0;7.0;...;222.0;101.0;121.0;208.0;...;...;23.0
4134;Dürrenäsch;2018-11-25;886.0;...;413.0;6.0;...;407.0;157.0;250.0;416.0;6.0;...;9.0
4135;Gontenschwil;2018-11-25;1476.0;...;623.0;6.0;...;617.0;238.0;379.0;572.0;6.0;...;62.0
4136;Holziken;2018-11-25;996.0;...;415.0;12.0;...;403.0;142.0;261.0;396.0;1.0;...;20.0
4137;Leimbach (AG);2018-11-25;324.0;...;170.0;...;...;170.0;71.0;99.0;167.0;2.0;...;5.0
4138;Leutwil;2018-11-25;587.0;...;323.0;7.0;...;316.0;127.0;189.0;275.0;5.0;...;54.0
4139;Menziken;2018-11-25;3160.0;...;1238.0;12.0;...;1226.0;578.0;648.0;1225.0;6.0;...;25.0
4140;Oberkulm;2018-11-25;1707.0;...;814.0;13.0;...;801.0;336.0;465.0;799.0;5.0;...;28.0
4141;Reinach (AG);2018-11-25;4327.0;...;1605.0;16.0;11.0;1578.0;712.0;866.0;1586.0;15.0;...;55.0
4142;Schlossrued;2018-11-25;633.0;...;275.0;4.0;...;271.0;114.0;157.0;249.0;1.0;...;37.0
4143;Schmiedrued;2018-11-25;878.0;...;402.0;6.0;...;396.0;141.0;255.0;379.0;2.0;...;28.0
4144;Schöftland;2018-11-25;3064.0;...;1323.0;22.0;...;1301.0;549.0;752.0;1344.0;15.0;...;11.0
4145;Teufenthal (AG);2018-11-25;1057.0;...;448.0;14.0;1.0;433.0;173.0;260.0;428.0;4.0;...;29.0
4146;Unterkulm;2018-11-25;1811.0;...;805.0;11.0;6.0;788.0;365.0;423.0;798.0;17.0;...;25.0
4147;Zetzwil;2018-11-25;944.0;...;474.0;4.0;...;470.0;180.0;290.0;452.0;1.0;...;26.0
4161;Eiken;2018-11-25;1480.0;...;593.0;9.0;...;584.0;268.0;316.0;579.0;2.0;...;20.0
4163;Frick;2018-11-25;3356.0;...;1489.0;26.0;2.0;1461.0;614.0;847.0;1494.0;21.0;...;38.0
4164;Gansingen;2018-11-25;766.0;...;420.0;5.0;...;415.0;128.0;287.0;407.0;3.0;...;23.0
4165;Gipf-Oberfrick;2018-11-25;2489.0;...;1208.0;32.0;...;1176.0;476.0;700.0;1147.0;16.0;...;82.0
4166;Herznach;2018-11-25;1058.0;...;544.0;6.0;2.0;536.0;176.0;360.0;530.0;6.0;...;20.0
4167;Hornussen;2018-11-25;629.0;...;265.0;1.0;...;264.0;90.0;174.0;250.0;2.0;...;18.0
4169;Kaisten;2018-11-25;1807.0;...;814.0;6.0;1.0;807.0;329.0;478.0;822.0;9.0;...;38.0
4170;Laufenburg;2018-11-25;1966.0;...;970.0;8.0;1.0;961.0;404.0;557.0;959.0;6.0;...;22.0
4172;Münchwilen (AG);2018-11-25;555.0;...;261.0;4.0;...;257.0;112.0;145.0;244.0;1.0;...;19.0
4173;Oberhof;2018-11-25;409.0;...;202.0;4.0;...;198.0;73.0;125.0;187.0;...;...;18.0
4175;Oeschgen;2018-11-25;693.0;...;324.0;6.0;...;318.0;143.0;175.0;309.0;2.0;...;22.0
4176;Schwaderloch;2018-11-25;426.0;...;175.0;1.0;...;174.0;83.0;91.0;174.0;4.0;...;7.0
4177;Sisseln;2018-11-25;988.0;...;346.0;4.0;...;342.0;155.0;187.0;348.0;4.0;...;8.0
4179;Ueken;2018-11-25;605.0;...;276.0;4.0;...;272.0;112.0;160.0;270.0;2.0;...;10.0
4181;Wittnau;2018-11-25;954.0;...;469.0;5.0;...;464.0;180.0;284.0;458.0;4.0;...;17.0
4182;Wölflinswil;2018-11-25;755.0;...;373.0;4.0;...;369.0;136.0;233.0;371.0;4.0;...;9.0
4183;Zeihen;2018-11-25;800.0;...;395.0;4.0;...;391.0;167.0;224.0;389.0;8.0;...;17.0
4184;Mettauertal;2018-11-25;1461.0;...;734.0;9.0;...;725.0;265.0;460.0;753.0;10.0;...;19.0
4191;Ammerswil;2018-11-25;474.0;...;207.0;5.0;...;202.0;90.0;112.0;211.0;5.0;...;4.0
4192;Boniswil;2018-11-25;1009.0;...;502.0;12.0;...;490.0;219.0;271.0;512.0;8.0;...;3.0
4193;Brunegg;2018-11-25;533.0;...;209.0;1.0;...;208.0;77.0;131.0;215.0;7.0;...;5.0
4194;Dintikon;2018-11-25;1321.0;...;611.0;7.0;...;604.0;252.0;352.0;614.0;6.0;...;7.0
4195;Egliswil;2018-11-25;1039.0;...;530.0;3.0;...;527.0;194.0;333.0;520.0;...;...;23.0
4196;Fahrwangen;2018-11-25;1327.0;...;509.0;11.0;...;498.0;198.0;300.0;509.0;8.0;...;14.0
4197;Hallwil;2018-11-25;602.0;...;240.0;2.0;...;238.0;115.0;123.0;231.0;3.0;...;13.0
4198;Hendschiken;2018-11-25;834.0;...;315.0;4.0;...;311.0;118.0;193.0;316.0;1.0;...;3.0
4199;Holderbank (AG);2018-11-25;738.0;...;271.0;10.0;...;261.0;122.0;139.0;278.0;4.0;...;3.0
4200;Hunzenschwil;2018-11-25;2334.0;...;823.0;20.0;...;803.0;339.0;464.0;801.0;4.0;...;34.0
4201;Lenzburg;2018-11-25;6385.0;...;3063.0;77.0;...;2986.0;1251.0;1735.0;3048.0;39.0;...;129.0
4202;Meisterschwanden;2018-11-25;2089.0;...;1001.0;18.0;...;983.0;426.0;557.0;1006.0;9.0;...;19.0
4203;Möriken-Wildegg;2018-11-25;2813.0;...;1407.0;22.0;...;1385.0;547.0;838.0;1397.0;6.0;...;23.0
4204;Niederlenz;2018-11-25;2671.0;...;1119.0;18.0;1.0;1100.0;503.0;597.0;1117.0;22.0;...;36.0
4205;Othmarsingen;2018-11-25;1729.0;...;680.0;11.0;...;669.0;289.0;380.0;688.0;7.0;...;28.0
4206;Rupperswil;2018-11-25;3435.0;...;1449.0;36.0;...;1413.0;597.0;816.0;1456.0;24.0;...;29.0
4207;Schafisheim;2018-11-25;1974.0;...;982.0;11.0;...;971.0;446.0;525.0;993.0;22.0;...;24.0
4208;Seengen;2018-11-25;2816.0;...;1452.0;23.0;...;1429.0;588.0;841.0;1415.0;14.0;...;58.0
4209;Seon;2018-11-25;3202.0;...;1822.0;33.0;14.0;1775.0;752.0;1023.0;1877.0;55.0;...;54.0
4210;Staufen;2018-11-25;2236.0;...;1189.0;26.0;...;1163.0;476.0;687.0;1179.0;6.0;...;19.0
4221;Abtwil;2018-11-25;652.0;...;298.0;4.0;...;294.0;69.0;225.0;290.0;3.0;...;13.0
4222;Aristau;2018-11-25;1018.0;...;444.0;4.0;...;440.0;134.0;306.0;438.0;9.0;...;17.0
4223;Auw;2018-11-25;1285.0;...;505.0;6.0;...;499.0;139.0;360.0;513.0;11.0;...;8.0
4224;Beinwil (Freiamt);2018-11-25;814.0;...;396.0;5.0;...;391.0;94.0;297.0;390.0;4.0;...;10.0
4226;Besenbüren;2018-11-25;428.0;...;227.0;2.0;...;225.0;70.0;155.0;222.0;5.0;...;12.0
4227;Bettwil;2018-11-25;451.0;...;245.0;2.0;...;243.0;80.0;163.0;212.0;1.0;...;35.0
4228;Boswil;2018-11-25;1853.0;...;761.0;12.0;...;749.0;254.0;495.0;751.0;1.0;...;17.0
4229;Bünzen;2018-11-25;733.0;...;376.0;11.0;...;365.0;135.0;230.0;383.0;7.0;...;13.0
4230;Buttwil;2018-11-25;866.0;...;406.0;10.0;...;396.0;169.0;227.0;376.0;4.0;...;37.0
4231;Dietwil;2018-11-25;877.0;...;386.0;6.0;...;380.0;114.0;266.0;389.0;6.0;...;7.0
4232;Geltwil;2018-11-25;149.0;...;71.0;...;...;71.0;24.0;47.0;70.0;1.0;...;2.0
4233;Kallern;2018-11-25;260.0;...;140.0;3.0;...;137.0;42.0;95.0;123.0;...;...;17.0
4234;Merenschwand;2018-11-25;2285.0;...;1073.0;9.0;...;1064.0;348.0;716.0;1056.0;8.0;...;34.0
4235;Mühlau;2018-11-25;779.0;...;330.0;9.0;...;321.0;106.0;215.0;335.0;5.0;...;4.0
4236;Muri (AG);2018-11-25;4964.0;...;2152.0;44.0;1.0;2107.0;808.0;1299.0;2139.0;18.0;...;49.0
4237;Oberrüti;2018-11-25;1033.0;...;473.0;5.0;...;468.0;103.0;365.0;480.0;10.0;...;10.0
4238;Rottenschwil;2018-11-25;619.0;...;277.0;3.0;...;274.0;127.0;147.0;274.0;2.0;...;10.0
4239;Sins;2018-11-25;2728.0;...;1246.0;18.0;...;1228.0;318.0;910.0;1231.0;13.0;...;35.0
4240;Waltenschwil;2018-11-25;2044.0;...;887.0;17.0;...;870.0;327.0;543.0;860.0;10.0;...;44.0
4251;Hellikon;2018-11-25;608.0;...;287.0;1.0;1.0;285.0;102.0;183.0;298.0;7.0;...;3.0
4252;Kaiseraugst;2018-11-25;3244.0;...;1283.0;21.0;...;1262.0;606.0;656.0;1320.0;20.0;...;35.0
4253;Magden;2018-11-25;2674.0;...;1375.0;27.0;...;1348.0;623.0;725.0;1363.0;18.0;...;39.0
4254;Möhlin;2018-11-25;6681.0;...;2867.0;73.0;...;2794.0;1232.0;1562.0;2920.0;68.0;...;82.0
4255;Mumpf;2018-11-25;849.0;...;343.0;3.0;...;340.0;157.0;183.0;348.0;4.0;...;3.0
4256;Obermumpf;2018-11-25;770.0;...;286.0;4.0;...;282.0;120.0;162.0;292.0;2.0;...;3.0
4257;Olsberg;2018-11-25;266.0;...;156.0;4.0;...;152.0;80.0;72.0;156.0;3.0;...;6.0
4258;Rheinfelden;2018-11-25;7667.0;...;3442.0;71.0;1.0;3370.0;1617.0;1753.0;3419.0;50.0;...;115.0
4259;Schupfart;2018-11-25;577.0;...;250.0;1.0;...;249.0;67.0;182.0;251.0;2.0;...;3.0
4260;Stein (AG);2018-11-25;1588.0;...;600.0;6.0;...;594.0;255.0;339.0;586.0;10.0;...;32.0
4261;Wallbach;2018-11-25;1374.0;...;581.0;12.0;...;569.0;254.0;315.0;573.0;8.0;...;21.0
4262;Wegenstetten;2018-11-25;775.0;...;342.0;8.0;...;334.0;143.0;191.0;337.0;4.0;...;9.0
4263;Zeiningen;2018-11-25;1592.0;...;689.0;10.0;2.0;677.0;302.0;375.0;686.0;13.0;...;16.0
4264;Zuzgen;2018-11-25;631.0;...;308.0;5.0;...;303.0;116.0;187.0;304.0;8.0;...;15.0
4271;Aarburg;2018-11-25;3867.0;...;1483.0;30.0;1.0;1452.0;686.0;766.0;1448.0;18.0;...;59.0
4272;Attelwil;2018-11-25;231.0;...;127.0;3.0;...;124.0;36.0;88.0;94.0;2.0;...;40.0
4273;Bottenwil;2018-11-25;599.0;...;275.0;4.0;...;271.0;103.0;168.0;259.0;3.0;...;21.0
4274;Brittnau;2018-11-25;2869.0;...;1308.0;25.0;...;1283.0;520.0;763.0;1263.0;13.0;...;69.0
4275;Kirchleerau;2018-11-25;616.0;...;286.0;6.0;...;280.0;95.0;185.0;270.0;...;...;21.0
4276;Kölliken;2018-11-25;2846.0;...;1231.0;25.0;...;1206.0;537.0;669.0;1178.0;20.0;...;80.0
4277;Moosleerau;2018-11-25;648.0;...;304.0;5.0;...;299.0;95.0;204.0;295.0;4.0;...;15.0
4279;Murgenthal;2018-11-25;1997.0;...;804.0;6.0;...;798.0;321.0;477.0;729.0;13.0;...;92.0
4280;Oftringen;2018-11-25;7241.0;...;2667.0;41.0;1.0;2625.0;1150.0;1475.0;2571.0;13.0;...;137.0
4281;Reitnau;2018-11-25;855.0;...;429.0;2.0;...;427.0;149.0;278.0;418.0;...;...;20.0
4282;Rothrist;2018-11-25;5697.0;...;2080.0;39.0;...;2041.0;884.0;1157.0;2018.0;39.0;...;118.0
4283;Safenwil;2018-11-25;2458.0;...;978.0;20.0;...;958.0;453.0;505.0;914.0;8.0;...;85.0
4284;Staffelbach;2018-11-25;892.0;...;358.0;1.0;...;357.0;135.0;222.0;363.0;8.0;...;8.0
4285;Strengelbach;2018-11-25;2964.0;...;1277.0;10.0;1.0;1266.0;540.0;726.0;1209.0;22.0;...;102.0
4286;Uerkheim;2018-11-25;1023.0;...;438.0;3.0;...;435.0;179.0;256.0;432.0;5.0;...;14.0
4287;Vordemwald;2018-11-25;1463.0;...;655.0;8.0;...;647.0;255.0;392.0;629.0;16.0;...;45.0
4288;Wiliberg;2018-11-25;139.0;...;92.0;2.0;...;90.0;28.0;62.0;85.0;...;...;7.0
4289;Zofingen;2018-11-25;7901.0;...;4049.0;92.0;2.0;3955.0;1782.0;2173.0;4000.0;55.0;...;151.0
4301;Baldingen;2018-11-25;197.0;...;99.0;...;...;99.0;34.0;65.0;92.0;1.0;...;9.0
4302;Böbikon;2018-11-25;139.0;...;73.0;...;...;73.0;30.0;43.0;52.0;...;...;21.0
4303;Böttstein;2018-11-25;2020.0;...;912.0;11.0;...;901.0;382.0;519.0;917.0;22.0;...;23.0
4304;Döttingen;2018-11-25;1977.0;...;885.0;18.0;1.0;866.0;335.0;531.0;872.0;10.0;...;28.0
4305;Endingen;2018-11-25;1631.0;...;853.0;14.0;...;839.0;354.0;485.0;831.0;10.0;...;38.0
4306;Fisibach;2018-11-25;264.0;...;140.0;1.0;...;139.0;47.0;92.0;134.0;4.0;...;11.0
4307;Full-Reuenthal;2018-11-25;577.0;...;303.0;...;...;303.0;111.0;192.0;270.0;...;...;35.0
4308;Kaiserstuhl;2018-11-25;237.0;...;149.0;4.0;...;145.0;79.0;66.0;128.0;1.0;...;22.0
4309;Klingnau;2018-11-25;2072.0;...;969.0;14.0;5.0;950.0;377.0;573.0;954.0;18.0;...;40.0
4310;Koblenz;2018-11-25;810.0;...;354.0;6.0;1.0;347.0;170.0;177.0;337.0;2.0;...;20.0
4311;Leibstadt;2018-11-25;740.0;...;344.0;6.0;...;338.0;106.0;232.0;326.0;2.0;...;20.0
4312;Lengnau (AG);2018-11-25;1864.0;...;911.0;11.0;...;900.0;337.0;563.0;882.0;8.0;...;49.0
4313;Leuggern;2018-11-25;1450.0;...;711.0;9.0;...;702.0;257.0;445.0;692.0;2.0;...;27.0
4314;Mellikon;2018-11-25;149.0;...;83.0;...;...;83.0;44.0;39.0;59.0;...;...;24.0
4315;Rekingen (AG);2018-11-25;535.0;...;242.0;4.0;...;238.0;122.0;116.0;232.0;1.0;...;11.0
4316;Rietheim;2018-11-25;388.0;...;168.0;5.0;...;163.0;75.0;88.0;161.0;1.0;...;9.0
4317;Rümikon;2018-11-25;176.0;...;79.0;1.0;...;78.0;50.0;28.0;76.0;...;...;5.0
4318;Schneisingen;2018-11-25;1089.0;...;571.0;8.0;...;563.0;250.0;313.0;547.0;6.0;...;39.0
4319;Siglistorf;2018-11-25;393.0;...;219.0;...;...;219.0;77.0;142.0;212.0;...;...;8.0
4320;Tegerfelden;2018-11-25;785.0;...;338.0;8.0;...;330.0;107.0;223.0;324.0;1.0;...;16.0
4322;Wislikofen;2018-11-25;242.0;...;151.0;1.0;...;150.0;46.0;104.0;151.0;...;...;3.0
