BFSNR;NAME;DATUM;STIMMBERECHTIGTE;EINGELANGTE;LEERE;UNGUELTIGE;GUELTIGE;JA_STIMMEN;NEIN_STIMMEN;BRIEF_EINGEL;BRIEF_UNGUELTIG;EVOTING_EINGEL;URNEN_EINGEL
4163;Frick;2020-09-27;3419.0;1812.0;14.0;...;1798.0;1006.0;792.0;1797.0;16.0;...;39.0
4164;Gansingen;2020-09-27;791.0;519.0;4.0;...;515.0;259.0;256.0;515.0;3.0;...;13.0
4165;Gipf-Oberfrick;2020-09-27;2605.0;1586.0;21.0;...;1565.0;909.0;656.0;1533.0;27.0;...;90.0
4166;Herznach;2020-09-27;1063.0;662.0;12.0;...;650.0;310.0;340.0;665.0;9.0;...;20.0
4167;Hornussen;2020-09-27;639.0;319.0;5.0;...;314.0;167.0;147.0;310.0;4.0;...;17.0
4169;Kaisten;2020-09-27;1818.0;988.0;11.0;...;977.0;521.0;456.0;997.0;3.0;...;11.0
4170;Laufenburg;2020-09-27;2004.0;1168.0;17.0;...;1151.0;621.0;530.0;1163.0;11.0;...;26.0
4172;Münchwilen (AG);2020-09-27;596.0;316.0;7.0;...;309.0;152.0;157.0;318.0;4.0;...;4.0
4173;Oberhof;2020-09-27;405.0;237.0;4.0;...;233.0;101.0;132.0;222.0;3.0;...;18.0
4175;Oeschgen;2020-09-27;716.0;400.0;6.0;...;394.0;181.0;213.0;376.0;2.0;...;30.0
4176;Schwaderloch;2020-09-27;428.0;230.0;1.0;...;229.0;83.0;146.0;242.0;5.0;...;6.0
4177;Sisseln;2020-09-27;968.0;458.0;4.0;...;454.0;212.0;242.0;461.0;12.0;...;16.0
4179;Ueken;2020-09-27;616.0;354.0;7.0;...;347.0;180.0;167.0;351.0;9.0;...;13.0
4181;Wittnau;2020-09-27;994.0;616.0;4.0;1.0;611.0;298.0;313.0;616.0;2.0;...;8.0
4182;Wölflinswil;2020-09-27;761.0;454.0;4.0;...;450.0;202.0;248.0;478.0;18.0;...;4.0
4183;Zeihen;2020-09-27;787.0;501.0;5.0;...;496.0;245.0;251.0;519.0;3.0;...;10.0
4184;Mettauertal;2020-09-27;1452.0;855.0;8.0;1.0;846.0;370.0;476.0;864.0;8.0;...;16.0
4191;Ammerswil;2020-09-27;491.0;292.0;3.0;...;289.0;134.0;155.0;285.0;2.0;...;12.0
4192;Boniswil;2020-09-27;1050.0;647.0;7.0;...;640.0;316.0;324.0;660.0;2.0;...;18.0
4193;Brunegg;2020-09-27;534.0;270.0;4.0;...;266.0;124.0;142.0;261.0;1.0;...;10.0
4194;Dintikon;2020-09-27;1355.0;758.0;10.0;1.0;747.0;298.0;449.0;771.0;15.0;...;7.0
4195;Egliswil;2020-09-27;1060.0;644.0;8.0;...;636.0;287.0;349.0;629.0;7.0;...;25.0
4196;Fahrwangen;2020-09-27;1434.0;751.0;10.0;...;741.0;341.0;400.0;748.0;12.0;...;20.0
4197;Hallwil;2020-09-27;629.0;344.0;7.0;...;337.0;145.0;192.0;358.0;7.0;...;7.0
4198;Hendschiken;2020-09-27;865.0;432.0;3.0;...;429.0;216.0;213.0;448.0;18.0;...;5.0
4199;Holderbank (AG);2020-09-27;769.0;374.0;1.0;...;373.0;152.0;221.0;377.0;6.0;...;11.0
4200;Hunzenschwil;2020-09-27;2355.0;1134.0;24.0;...;1110.0;497.0;613.0;1108.0;3.0;...;44.0
4201;Lenzburg;2020-09-27;6555.0;3952.0;50.0;...;3902.0;2574.0;1328.0;3876.0;76.0;...;176.0
4202;Meisterschwanden;2020-09-27;2087.0;1304.0;22.0;...;1282.0;577.0;705.0;1286.0;11.0;...;32.0
4203;Möriken-Wildegg;2020-09-27;2891.0;1758.0;24.0;...;1734.0;833.0;901.0;1763.0;14.0;...;28.0
4204;Niederlenz;2020-09-27;2701.0;1440.0;23.0;...;1417.0;820.0;597.0;1444.0;35.0;...;45.0
4205;Othmarsingen;2020-09-27;1774.0;935.0;10.0;1.0;924.0;479.0;445.0;952.0;24.0;...;22.0
4206;Rupperswil;2020-09-27;3425.0;1864.0;19.0;...;1845.0;863.0;982.0;1884.0;29.0;...;23.0
4207;Schafisheim;2020-09-27;1946.0;1187.0;12.0;...;1175.0;574.0;601.0;1195.0;16.0;...;21.0
4208;Seengen;2020-09-27;2978.0;1922.0;23.0;...;1899.0;903.0;996.0;1907.0;33.0;...;62.0
4209;Seon;2020-09-27;3176.0;1820.0;14.0;5.0;1801.0;853.0;948.0;1813.0;38.0;...;70.0
4210;Staufen;2020-09-27;2657.0;1673.0;20.0;...;1653.0;942.0;711.0;1686.0;25.0;...;26.0
4221;Abtwil;2020-09-27;632.0;348.0;6.0;...;342.0;145.0;197.0;349.0;4.0;...;15.0
4222;Aristau;2020-09-27;1010.0;604.0;7.0;1.0;596.0;279.0;317.0;600.0;11.0;...;21.0
4223;Auw;2020-09-27;1308.0;724.0;9.0;...;715.0;313.0;402.0;721.0;14.0;...;23.0
4224;Beinwil (Freiamt);2020-09-27;852.0;544.0;7.0;3.0;534.0;210.0;324.0;567.0;3.0;...;5.0
4226;Besenbüren;2020-09-27;444.0;294.0;3.0;...;291.0;135.0;156.0;292.0;2.0;...;5.0
4227;Bettwil;2020-09-27;472.0;311.0;1.0;...;310.0;136.0;174.0;305.0;...;...;9.0
4228;Boswil;2020-09-27;1845.0;961.0;13.0;...;948.0;439.0;509.0;979.0;31.0;...;28.0
4229;Bünzen;2020-09-27;751.0;489.0;3.0;...;486.0;239.0;247.0;473.0;5.0;...;21.0
4230;Buttwil;2020-09-27;871.0;540.0;4.0;...;536.0;273.0;263.0;528.0;9.0;...;27.0
4231;Dietwil;2020-09-27;881.0;530.0;13.0;...;517.0;231.0;286.0;529.0;5.0;...;13.0
4232;Geltwil;2020-09-27;153.0;97.0;...;...;97.0;45.0;52.0;94.0;...;...;4.0
4233;Kallern;2020-09-27;270.0;177.0;1.0;...;176.0;77.0;99.0;157.0;...;...;22.0
4234;Merenschwand;2020-09-27;2341.0;1417.0;13.0;...;1404.0;696.0;708.0;1403.0;10.0;...;43.0
4235;Mühlau;2020-09-27;800.0;494.0;4.0;...;490.0;209.0;281.0;501.0;5.0;...;7.0
4236;Muri (AG);2020-09-27;5238.0;2825.0;35.0;...;2790.0;1461.0;1329.0;2822.0;45.0;...;76.0
4237;Oberrüti;2020-09-27;1039.0;622.0;3.0;...;619.0;321.0;298.0;628.0;12.0;...;10.0
4238;Rottenschwil;2020-09-27;669.0;393.0;4.0;...;389.0;186.0;203.0;385.0;1.0;...;19.0
4239;Sins;2020-09-27;2746.0;1537.0;21.0;2.0;1514.0;666.0;848.0;1527.0;19.0;...;45.0
4240;Waltenschwil;2020-09-27;2068.0;1177.0;21.0;...;1156.0;533.0;623.0;1161.0;9.0;...;40.0
4251;Hellikon;2020-09-27;610.0;359.0;1.0;...;358.0;139.0;219.0;364.0;4.0;...;4.0
4252;Kaiseraugst;2020-09-27;3226.0;1668.0;17.0;...;1651.0;963.0;688.0;1662.0;16.0;...;54.0
4253;Magden;2020-09-27;2666.0;1638.0;15.0;1.0;1622.0;966.0;656.0;1654.0;33.0;...;31.0
4254;Möhlin;2020-09-27;6754.0;3326.0;33.0;...;3293.0;1885.0;1408.0;3333.0;60.0;...;87.0
4255;Mumpf;2020-09-27;883.0;451.0;8.0;...;443.0;223.0;220.0;454.0;7.0;...;7.0
4256;Obermumpf;2020-09-27;730.0;375.0;...;...;375.0;203.0;172.0;385.0;13.0;...;6.0
4257;Olsberg;2020-09-27;267.0;175.0;...;...;175.0;97.0;78.0;179.0;4.0;...;4.0
4258;Rheinfelden;2020-09-27;7609.0;4127.0;55.0;...;4072.0;2557.0;1515.0;4027.0;41.0;...;178.0
4259;Schupfart;2020-09-27;562.0;338.0;3.0;...;335.0;138.0;197.0;338.0;3.0;...;6.0
4260;Stein (AG);2020-09-27;1593.0;762.0;7.0;...;755.0;393.0;362.0;753.0;16.0;...;29.0
4261;Wallbach;2020-09-27;1400.0;822.0;7.0;...;815.0;445.0;370.0;821.0;13.0;...;19.0
4262;Wegenstetten;2020-09-27;771.0;444.0;3.0;...;441.0;204.0;237.0;440.0;6.0;...;12.0
4263;Zeiningen;2020-09-27;1624.0;888.0;5.0;...;883.0;486.0;397.0;885.0;8.0;...;16.0
4264;Zuzgen;2020-09-27;639.0;367.0;2.0;...;365.0;193.0;172.0;367.0;5.0;...;12.0
4271;Aarburg;2020-09-27;3992.0;1880.0;26.0;...;1854.0;996.0;858.0;1894.0;46.0;...;50.0
4273;Bottenwil;2020-09-27;602.0;350.0;2.0;...;348.0;159.0;189.0;346.0;10.0;...;19.0
4274;Brittnau;2020-09-27;2887.0;1703.0;24.0;...;1679.0;756.0;923.0;1646.0;16.0;...;91.0
4275;Kirchleerau;2020-09-27;628.0;387.0;6.0;...;381.0;135.0;246.0;381.0;1.0;...;11.0
4276;Kölliken;2020-09-27;2897.0;1590.0;26.0;...;1564.0;783.0;781.0;1599.0;28.0;...;27.0
4277;Moosleerau;2020-09-27;641.0;379.0;2.0;...;377.0;118.0;259.0;388.0;5.0;...;6.0
4279;Murgenthal;2020-09-27;1985.0;994.0;8.0;...;986.0;379.0;607.0;956.0;28.0;...;78.0
4280;Oftringen;2020-09-27;7289.0;3428.0;43.0;1.0;3384.0;1705.0;1679.0;3297.0;35.0;...;188.0
4281;Reitnau;2020-09-27;1063.0;648.0;5.0;...;643.0;236.0;407.0;659.0;12.0;...;14.0
4282;Rothrist;2020-09-27;5676.0;2764.0;37.0;1.0;2726.0;1169.0;1557.0;2745.0;53.0;...;98.0
4283;Safenwil;2020-09-27;2532.0;1253.0;14.0;...;1239.0;481.0;758.0;1232.0;11.0;...;42.0
4284;Staffelbach;2020-09-27;903.0;488.0;7.0;...;481.0;188.0;293.0;484.0;2.0;...;10.0
4285;Strengelbach;2020-09-27;2949.0;1576.0;14.0;...;1562.0;743.0;819.0;1551.0;36.0;...;67.0
4286;Uerkheim;2020-09-27;1011.0;574.0;3.0;...;571.0;197.0;374.0;584.0;10.0;...;12.0
4287;Vordemwald;2020-09-27;1485.0;872.0;16.0;...;856.0;388.0;468.0;851.0;16.0;...;43.0
4288;Wiliberg;2020-09-27;138.0;102.0;2.0;1.0;99.0;34.0;65.0;96.0;1.0;...;7.0
4289;Zofingen;2020-09-27;8123.0;5012.0;60.0;1.0;4951.0;2849.0;2102.0;4963.0;65.0;...;155.0
4301;Baldingen;2020-09-27;196.0;128.0;2.0;1.0;125.0;70.0;55.0;124.0;2.0;...;7.0
4302;Böbikon;2020-09-27;129.0;97.0;3.0;...;94.0;49.0;45.0;74.0;1.0;...;26.0
4303;Böttstein;2020-09-27;1988.0;1105.0;12.0;...;1093.0;479.0;614.0;1095.0;13.0;...;28.0
4304;Döttingen;2020-09-27;2018.0;1126.0;16.0;...;1110.0;553.0;557.0;1117.0;11.0;...;32.0
4305;Endingen;2020-09-27;1666.0;1055.0;19.0;...;1036.0;549.0;487.0;1034.0;7.0;...;34.0
4306;Fisibach;2020-09-27;277.0;163.0;7.0;...;156.0;60.0;96.0;154.0;1.0;...;11.0
4307;Full-Reuenthal;2020-09-27;581.0;369.0;2.0;...;367.0;181.0;186.0;345.0;4.0;...;29.0
4308;Kaiserstuhl;2020-09-27;231.0;149.0;1.0;...;148.0;79.0;69.0;135.0;4.0;...;19.0
4309;Klingnau;2020-09-27;2070.0;1226.0;6.0;2.0;1218.0;640.0;578.0;1190.0;21.0;...;64.0
4310;Koblenz;2020-09-27;799.0;427.0;6.0;...;421.0;208.0;213.0;427.0;8.0;...;15.0
4311;Leibstadt;2020-09-27;736.0;452.0;4.0;...;448.0;178.0;270.0;436.0;2.0;...;21.0
4312;Lengnau (AG);2020-09-27;1872.0;1114.0;9.0;...;1105.0;515.0;590.0;1087.0;10.0;...;51.0
4313;Leuggern;2020-09-27;1453.0;893.0;8.0;...;885.0;414.0;471.0;883.0;3.0;...;28.0
4314;Mellikon;2020-09-27;156.0;112.0;3.0;...;109.0;60.0;49.0;86.0;2.0;...;28.0
4315;Rekingen (AG);2020-09-27;524.0;315.0;2.0;...;313.0;159.0;154.0;305.0;1.0;...;14.0
4316;Rietheim;2020-09-27;413.0;234.0;4.0;...;230.0;128.0;102.0;232.0;5.0;...;12.0
4317;Rümikon;2020-09-27;186.0;113.0;3.0;...;110.0;61.0;49.0;118.0;5.0;...;4.0
4318;Schneisingen;2020-09-27;1098.0;743.0;10.0;...;733.0;319.0;414.0;704.0;8.0;...;50.0
4319;Siglistorf;2020-09-27;414.0;276.0;1.0;...;275.0;123.0;152.0;274.0;3.0;...;7.0
4320;Tegerfelden;2020-09-27;803.0;482.0;2.0;...;480.0;220.0;260.0;461.0;9.0;...;33.0
4322;Wislikofen;2020-09-27;245.0;178.0;2.0;...;176.0;92.0;84.0;178.0;3.0;...;6.0
4323;Bad Zurzach;2020-09-27;2284.0;1250.0;23.0;...;1227.0;649.0;578.0;1194.0;33.0;...;105.0
4330;nicht zuteilbar;2020-09-27;10845.0;2787.0;31.0;...;2756.0;2130.0;626.0;2826.0;15.0;...;1.0
