BFSNR;NAME;DATUM;STIMMBERECHTIGTE;EINGELANGTE;LEERE;UNGUELTIGE;GUELTIGE;JA_STIMMEN;NEIN_STIMMEN;BRIEF_EINGEL;BRIEF_UNGUELTIG;EVOTING_EINGEL;URNEN_EINGEL
4035;Niederrohrdorf;2020-09-27;2740.0;1682.0;19.0;2.0;1661.0;822.0;839.0;1677.0;21.0;...;49.0
4037;Oberrohrdorf;2020-09-27;2796.0;1914.0;21.0;...;1893.0;988.0;905.0;1912.0;22.0;...;43.0
4038;Obersiggenthal;2020-09-27;4916.0;2906.0;52.0;16.0;2838.0;1341.0;1497.0;2873.0;11.0;...;110.0
4039;Remetschwil;2020-09-27;1418.0;882.0;9.0;...;873.0;451.0;422.0;873.0;18.0;...;35.0
4040;Spreitenbach;2020-09-27;4705.0;1882.0;34.0;1.0;1847.0;864.0;983.0;1882.0;13.0;...;40.0
4041;Stetten (AG);2020-09-27;1389.0;749.0;5.0;...;744.0;381.0;363.0;769.0;30.0;...;16.0
4042;Turgi;2020-09-27;1501.0;745.0;8.0;...;737.0;294.0;443.0;738.0;15.0;...;22.0
4044;Untersiggenthal;2020-09-27;4213.0;2561.0;39.0;2.0;2520.0;1213.0;1307.0;2541.0;33.0;...;79.0
4045;Wettingen;2020-09-27;12663.0;7636.0;121.0;...;7515.0;3414.0;4101.0;7683.0;96.0;...;191.0
4046;Wohlenschwil;2020-09-27;1054.0;616.0;7.0;...;609.0;290.0;319.0;598.0;4.0;...;28.0
4047;Würenlingen;2020-09-27;2902.0;1664.0;25.0;...;1639.0;801.0;838.0;1611.0;13.0;...;70.0
4048;Würenlos;2020-09-27;4198.0;2623.0;39.0;...;2584.0;1279.0;1305.0;2603.0;21.0;...;116.0
