BFSNR;NAME;DATUM;STIMMBERECHTIGTE;BRIEF_EINGEL;BRIEF_UNGUELTIG;EVOTING_EINGEL;URNEN_EINGEL;EINGELANGTE;LEERE;UNGUELTIGE;GUELTIGE;JA_STIMMEN;NEIN_STIMMEN
4121;Villigen;2023-06-18;1311.0;561.0;5.0;0.0;7.0;558.0;12.0;0.0;546.0;145.0;401.0
4122;Villnachern;2023-06-18;1121.0;510.0;9.0;0.0;6.0;503.0;16.0;0.0;487.0;120.0;367.0
4123;Windisch;2023-06-18;4608.0;2053.0;22.0;0.0;36.0;2007.0;38.0;0.0;1969.0;937.0;1032.0
4124;Bözberg;2023-06-18;1208.0;588.0;6.0;0.0;12.0;583.0;5.0;0.0;578.0;149.0;429.0
4125;Schinznach;2023-06-18;1668.0;938.0;14.0;0.0;14.0;905.0;31.0;0.0;874.0;257.0;617.0
4131;Beinwil am See;2023-06-18;2404.0;997.0;10.0;0.0;32.0;985.0;14.0;0.0;971.0;334.0;637.0
4132;Birrwil;2023-06-18;959.0;435.0;6.0;0.0;18.0;436.0;6.0;0.0;430.0;117.0;313.0
4134;Dürrenäsch;2023-06-18;920.0;356.0;4.0;0.0;3.0;349.0;4.0;0.0;345.0;52.0;293.0
4135;Gontenschwil;2023-06-18;1461.0;556.0;7.0;0.0;27.0;572.0;13.0;0.0;559.0;120.0;439.0
4136;Holziken;2023-06-18;1097.0;357.0;1.0;0.0;14.0;359.0;9.0;0.0;350.0;68.0;282.0
4137;Leimbach (AG);2023-06-18;359.0;138.0;0.0;0.0;3.0;140.0;2.0;0.0;138.0;21.0;117.0
4138;Leutwil;2023-06-18;569.0;273.0;4.0;0.0;8.0;269.0;0.0;0.0;269.0;53.0;216.0
4139;Menziken;2023-06-18;4060.0;1383.0;15.0;0.0;33.0;1345.0;21.0;0.0;1324.0;344.0;980.0
4140;Oberkulm;2023-06-18;1755.0;655.0;10.0;0.0;32.0;666.0;11.0;0.0;655.0;166.0;489.0
4141;Reinach (AG);2023-06-18;4508.0;1441.0;17.0;0.0;51.0;1438.0;23.0;7.0;1408.0;325.0;1083.0
4142;Schlossrued;2023-06-18;633.0;221.0;0.0;0.0;23.0;239.0;3.0;0.0;236.0;60.0;176.0
4143;Schmiedrued;2023-06-18;859.0;292.0;2.0;0.0;27.0;309.0;4.0;0.0;305.0;57.0;248.0
4144;Schöftland;2023-06-18;3100.0;1173.0;16.0;0.0;14.0;1150.0;17.0;0.0;1133.0;284.0;849.0
4145;Teufenthal (AG);2023-06-18;1072.0;403.0;0.0;0.0;32.0;424.0;8.0;0.0;416.0;97.0;319.0
4146;Unterkulm;2023-06-18;1996.0;716.0;17.0;0.0;29.0;713.0;6.0;3.0;704.0;158.0;546.0
4147;Zetzwil;2023-06-18;960.0;385.0;3.0;0.0;3.0;376.0;6.0;0.0;370.0;61.0;309.0
4161;Eiken;2023-06-18;1483.0;504.0;2.0;0.0;30.0;516.0;11.0;0.0;505.0;115.0;390.0
4163;Frick;2023-06-18;3442.0;1265.0;8.0;0.0;44.0;1288.0;25.0;1.0;1262.0;367.0;895.0
4164;Gansingen;2023-06-18;779.0;462.0;5.0;0.0;29.0;473.0;10.0;0.0;463.0;124.0;339.0
4165;Gipf-Oberfrick;2023-06-18;2643.0;1179.0;11.0;0.0;57.0;1215.0;16.0;0.0;1199.0;466.0;733.0
4169;Kaisten;2023-06-18;1896.0;762.0;4.0;0.0;12.0;750.0;14.0;0.0;736.0;224.0;512.0
4170;Laufenburg;2023-06-18;2023.0;980.0;5.0;0.0;23.0;979.0;21.0;0.0;958.0;327.0;631.0
4172;Münchwilen (AG);2023-06-18;610.0;243.0;2.0;0.0;21.0;256.0;4.0;0.0;252.0;69.0;183.0
4173;Oberhof;2023-06-18;407.0;178.0;3.0;0.0;12.0;184.0;0.0;0.0;184.0;62.0;122.0
4175;Oeschgen;2023-06-18;779.0;294.0;2.0;0.0;8.0;296.0;9.0;0.0;287.0;71.0;216.0
4176;Schwaderloch;2023-06-18;416.0;156.0;1.0;0.0;0.0;151.0;3.0;0.0;148.0;30.0;118.0
4177;Sisseln;2023-06-18;962.0;331.0;6.0;0.0;18.0;338.0;1.0;0.0;337.0;71.0;266.0
4181;Wittnau;2023-06-18;1028.0;442.0;5.0;0.0;10.0;441.0;5.0;0.0;436.0;125.0;311.0
4182;Wölflinswil;2023-06-18;775.0;355.0;7.0;0.0;13.0;358.0;5.0;0.0;353.0;97.0;256.0
4183;Zeihen;2023-06-18;811.0;336.0;1.0;0.0;8.0;339.0;0.0;0.0;339.0;88.0;251.0
4184;Mettauertal;2023-06-18;1445.0;664.0;14.0;0.0;10.0;648.0;6.0;0.0;642.0;171.0;471.0
4185;Böztal;2023-06-18;1880.0;705.0;13.0;0.0;33.0;713.0;12.0;0.0;701.0;178.0;523.0
4186;Herznach-Ueken;2023-06-18;1736.0;744.0;11.0;0.0;17.0;732.0;9.0;1.0;722.0;235.0;487.0
4191;Ammerswil;2023-06-18;513.0;227.0;4.0;0.0;1.0;223.0;3.0;0.0;220.0;73.0;147.0
4192;Boniswil;2023-06-18;1171.0;554.0;3.0;0.0;14.0;557.0;10.0;0.0;547.0;163.0;384.0
4193;Brunegg;2023-06-18;527.0;168.0;1.0;0.0;12.0;173.0;1.0;0.0;172.0;34.0;138.0
4194;Dintikon;2023-06-18;1383.0;575.0;2.0;0.0;9.0;567.0;3.0;0.0;564.0;129.0;435.0
4195;Egliswil;2023-06-18;1119.0;456.0;8.0;0.0;10.0;450.0;6.0;0.0;444.0;90.0;354.0
4196;Fahrwangen;2023-06-18;1459.0;509.0;8.0;0.0;15.0;497.0;6.0;0.0;491.0;131.0;360.0
4197;Hallwil;2023-06-18;659.0;254.0;3.0;0.0;34.0;282.0;2.0;0.0;280.0;55.0;225.0
4198;Hendschiken;2023-06-18;852.0;335.0;3.0;0.0;7.0;332.0;10.0;0.0;322.0;82.0;240.0
4199;Holderbank (AG);2023-06-18;818.0;280.0;3.0;0.0;3.0;272.0;0.0;0.0;272.0;53.0;219.0
4200;Hunzenschwil;2023-06-18;2386.0;736.0;9.0;0.0;13.0;725.0;14.0;0.0;711.0;156.0;555.0
4201;Lenzburg;2023-06-18;6553.0;2837.0;64.0;0.0;106.0;2799.0;43.0;1.0;2755.0;1241.0;1514.0
4202;Meisterschwanden;2023-06-18;2302.0;962.0;9.0;0.0;14.0;927.0;8.0;0.0;919.0;258.0;661.0
4203;Möriken-Wildegg;2023-06-18;2986.0;1323.0;8.0;0.0;26.0;1310.0;19.0;0.0;1291.0;380.0;911.0
4204;Niederlenz;2023-06-18;2675.0;1053.0;8.0;0.0;18.0;1035.0;15.0;0.0;1020.0;389.0;631.0
4205;Othmarsingen;2023-06-18;1797.0;628.0;10.0;0.0;22.0;623.0;9.0;0.0;614.0;158.0;456.0
4206;Rupperswil;2023-06-18;3572.0;1337.0;15.0;0.0;21.0;1320.0;21.0;0.0;1299.0;341.0;958.0
4207;Schafisheim;2023-06-18;1964.0;824.0;17.0;0.0;20.0;804.0;10.0;1.0;793.0;242.0;551.0
4208;Seengen;2023-06-18;3153.0;1744.0;29.0;0.0;42.0;1675.0;29.0;0.0;1646.0;411.0;1235.0
4209;Seon;2023-06-18;3294.0;1244.0;23.0;0.0;27.0;1224.0;12.0;0.0;1212.0;309.0;903.0
4210;Staufen;2023-06-18;2686.0;1197.0;6.0;0.0;21.0;1173.0;20.0;0.0;1153.0;442.0;711.0
4221;Abtwil;2023-06-18;694.0;248.0;3.0;0.0;11.0;246.0;4.0;0.0;242.0;50.0;192.0
4222;Aristau;2023-06-18;1035.0;374.0;4.0;0.0;10.0;372.0;9.0;0.0;363.0;84.0;279.0
4223;Auw;2023-06-18;1367.0;497.0;11.0;0.0;13.0;476.0;11.0;0.0;465.0;100.0;365.0
4224;Beinwil (Freiamt);2023-06-18;860.0;406.0;6.0;0.0;0.0;377.0;8.0;0.0;369.0;64.0;305.0
4226;Besenbüren;2023-06-18;460.0;190.0;0.0;0.0;8.0;194.0;2.0;0.0;192.0;52.0;140.0
4227;Bettwil;2023-06-18;489.0;226.0;0.0;0.0;1.0;218.0;2.0;0.0;216.0;52.0;164.0
4228;Boswil;2023-06-18;1970.0;731.0;16.0;0.0;17.0;719.0;8.0;0.0;711.0;163.0;548.0
4229;Bünzen;2023-06-18;790.0;350.0;3.0;0.0;6.0;336.0;8.0;0.0;328.0;94.0;234.0
4230;Buttwil;2023-06-18;906.0;468.0;12.0;0.0;15.0;437.0;8.0;0.0;429.0;123.0;306.0
4231;Dietwil;2023-06-18;910.0;344.0;4.0;0.0;7.0;339.0;5.0;0.0;334.0;61.0;273.0
4232;Geltwil;2023-06-18;159.0;65.0;1.0;0.0;2.0;66.0;0.0;0.0;66.0;13.0;53.0
4233;Kallern;2023-06-18;272.0;121.0;1.0;0.0;10.0;124.0;3.0;0.0;121.0;41.0;80.0
4234;Merenschwand;2023-06-18;2361.0;998.0;13.0;0.0;14.0;963.0;13.0;0.0;950.0;238.0;712.0
4235;Mühlau;2023-06-18;813.0;327.0;1.0;0.0;4.0;322.0;5.0;0.0;317.0;83.0;234.0
4236;Muri (AG);2023-06-18;5381.0;1956.0;14.0;0.0;36.0;1913.0;23.0;0.0;1890.0;646.0;1244.0
4237;Oberrüti;2023-06-18;1046.0;423.0;4.0;0.0;4.0;403.0;10.0;0.0;393.0;117.0;276.0
4238;Rottenschwil;2023-06-18;670.0;276.0;1.0;0.0;11.0;279.0;4.0;0.0;275.0;55.0;220.0
4239;Sins;2023-06-18;2822.0;1095.0;18.0;0.0;18.0;1051.0;25.0;0.0;1026.0;247.0;779.0
4240;Waltenschwil;2023-06-18;2095.0;828.0;8.0;0.0;11.0;814.0;11.0;1.0;802.0;214.0;588.0
4251;Hellikon;2023-06-18;611.0;252.0;3.0;0.0;4.0;244.0;4.0;0.0;240.0;54.0;186.0
4252;Kaiseraugst;2023-06-18;3204.0;1125.0;15.0;0.0;50.0;1125.0;19.0;0.0;1106.0;383.0;723.0
4253;Magden;2023-06-18;2675.0;1285.0;16.0;0.0;35.0;1279.0;20.0;0.0;1259.0;447.0;812.0
4254;Möhlin;2023-06-18;6750.0;2390.0;29.0;0.0;51.0;2351.0;38.0;0.0;2313.0;727.0;1586.0
4255;Mumpf;2023-06-18;884.0;300.0;4.0;0.0;5.0;290.0;5.0;0.0;285.0;65.0;220.0
4256;Obermumpf;2023-06-18;722.0;280.0;6.0;0.0;2.0;270.0;9.0;0.0;261.0;82.0;179.0
4257;Olsberg;2023-06-18;263.0;134.0;1.0;0.0;1.0;134.0;3.0;0.0;131.0;41.0;90.0
4258;Rheinfelden;2023-06-18;7590.0;2972.0;41.0;0.0;112.0;2976.0;73.0;0.0;2903.0;1161.0;1742.0
4259;Schupfart;2023-06-18;588.0;228.0;2.0;0.0;3.0;223.0;3.0;0.0;220.0;48.0;172.0
4260;Stein (AG);2023-06-18;1624.0;695.0;19.0;0.0;26.0;686.0;6.0;0.0;680.0;198.0;482.0
4261;Wallbach;2023-06-18;1410.0;613.0;12.0;0.0;15.0;596.0;11.0;0.0;585.0;165.0;420.0
4262;Wegenstetten;2023-06-18;765.0;314.0;1.0;0.0;3.0;310.0;2.0;0.0;308.0;89.0;219.0
4263;Zeiningen;2023-06-18;1659.0;613.0;6.0;0.0;6.0;600.0;16.0;0.0;584.0;176.0;408.0
4264;Zuzgen;2023-06-18;611.0;277.0;2.0;0.0;5.0;273.0;4.0;0.0;269.0;68.0;201.0
4271;Aarburg;2023-06-18;4001.0;1242.0;10.0;0.0;49.0;1242.0;13.0;0.0;1229.0;425.0;804.0
4273;Bottenwil;2023-06-18;613.0;227.0;2.0;0.0;11.0;235.0;1.0;1.0;233.0;52.0;181.0
4274;Brittnau;2023-06-18;2987.0;1061.0;6.0;0.0;57.0;1068.0;13.0;0.0;1055.0;305.0;750.0
4275;Kirchleerau;2023-06-18;634.0;261.0;0.0;0.0;14.0;266.0;2.0;0.0;264.0;54.0;210.0
4276;Kölliken;2023-06-18;2977.0;1101.0;23.0;0.0;55.0;1083.0;11.0;0.0;1072.0;304.0;768.0
4277;Moosleerau;2023-06-18;651.0;218.0;3.0;0.0;30.0;239.0;2.0;0.0;237.0;44.0;193.0
4279;Murgenthal;2023-06-18;1968.0;655.0;14.0;0.0;62.0;683.0;12.0;0.0;671.0;141.0;530.0
4280;Oftringen;2023-06-18;7277.0;2193.0;37.0;0.0;110.0;2169.0;38.0;0.0;2131.0;673.0;1458.0
4281;Reitnau;2023-06-18;1124.0;434.0;13.0;0.0;14.0;422.0;3.0;0.0;419.0;81.0;338.0
4282;Rothrist;2023-06-18;5793.0;1783.0;30.0;0.0;65.0;1745.0;26.0;0.0;1719.0;425.0;1294.0
4283;Safenwil;2023-06-18;2662.0;859.0;6.0;0.0;44.0;870.0;8.0;0.0;862.0;218.0;644.0
4284;Staffelbach;2023-06-18;930.0;324.0;2.0;0.0;27.0;340.0;3.0;0.0;337.0;58.0;279.0
4285;Strengelbach;2023-06-18;2949.0;1107.0;5.0;0.0;60.0;1117.0;17.0;0.0;1100.0;311.0;789.0
4286;Uerkheim;2023-06-18;1029.0;381.0;5.0;0.0;5.0;362.0;6.0;0.0;356.0;60.0;296.0
4287;Vordemwald;2023-06-18;1477.0;625.0;10.0;0.0;17.0;607.0;8.0;0.0;599.0;157.0;442.0
4288;Wiliberg;2023-06-18;137.0;70.0;0.0;0.0;2.0;72.0;0.0;0.0;72.0;19.0;53.0
4289;Zofingen;2023-06-18;8331.0;3735.0;33.0;0.0;78.0;3653.0;67.0;0.0;3586.0;1416.0;2170.0
4303;Böttstein;2023-06-18;2052.0;770.0;8.0;0.0;31.0;779.0;13.0;0.0;766.0;139.0;627.0
4304;Döttingen;2023-06-18;2039.0;728.0;7.0;0.0;16.0;723.0;5.0;0.0;718.0;186.0;532.0
4305;Endingen;2023-06-18;1713.0;754.0;5.0;0.0;23.0;753.0;13.0;0.0;740.0;240.0;500.0
4306;Fisibach;2023-06-18;306.0;120.0;2.0;0.0;9.0;122.0;2.0;0.0;120.0;28.0;92.0
4307;Full-Reuenthal;2023-06-18;620.0;278.0;1.0;0.0;28.0;298.0;4.0;0.0;294.0;66.0;228.0
4309;Klingnau;2023-06-18;2042.0;913.0;9.0;0.0;39.0;906.0;12.0;6.0;888.0;258.0;630.0
4310;Koblenz;2023-06-18;794.0;263.0;2.0;0.0;8.0;263.0;2.0;0.0;261.0;86.0;175.0
4311;Leibstadt;2023-06-18;765.0;297.0;4.0;0.0;15.0;305.0;5.0;0.0;300.0;49.0;251.0
4312;Lengnau (AG);2023-06-18;1955.0;945.0;11.0;0.0;46.0;935.0;12.0;0.0;923.0;266.0;657.0
4313;Leuggern;2023-06-18;1490.0;633.0;8.0;0.0;25.0;641.0;11.0;0.0;630.0;144.0;486.0
4314;Mellikon;2023-06-18;162.0;72.0;0.0;0.0;20.0;91.0;3.0;0.0;88.0;32.0;56.0
4318;Schneisingen;2023-06-18;1115.0;510.0;4.0;0.0;37.0;527.0;6.0;0.0;521.0;146.0;375.0
4319;Siglistorf;2023-06-18;443.0;212.0;0.0;0.0;7.0;215.0;1.0;0.0;214.0;51.0;163.0
4320;Tegerfelden;2023-06-18;846.0;353.0;3.0;0.0;12.0;359.0;3.0;1.0;355.0;87.0;268.0
4324;Zurzach;2023-06-18;4377.0;1607.0;23.0;0.0;54.0;1608.0;32.0;0.0;1576.0;487.0;1089.0
