BFSNR;NAME;DATUM;STIMMBERECHTIGTE;EINGELANGTE;LEERE;UNGUELTIGE;GUELTIGE;JA_STIMMEN;NEIN_STIMMEN;EINGELBRIEF;UNGUELTIGBRIEF;EINGELURNEN
4100;Hausen (AG);2018-09-23;2253.0;858.0;5.0;0.0;853.0;180.0;673.0;867.0;12.0;7.0
4104;Lupfig;2018-09-23;2108.0;797.0;4.0;0.0;793.0;206.0;587.0;813.0;10.0;10.0
4105;Mandach;2018-09-23;238.0;103.0;1.0;0.0;102.0;25.0;77.0;90.0;0.0;14.0
4106;Mönthal;2018-09-23;300.0;117.0;2.0;0.0;115.0;23.0;92.0;116.0;1.0;4.0
4107;Mülligen;2018-09-23;736.0;249.0;2.0;0.0;247.0;61.0;186.0;256.0;7.0;6.0
4110;Remigen;2018-09-23;745.0;340.0;5.0;0.0;335.0;64.0;271.0;339.0;3.0;5.0
4111;Riniken;2018-09-23;983.0;419.0;7.0;0.0;412.0;91.0;321.0;412.0;3.0;15.0
4112;Rüfenach;2018-09-23;636.0;275.0;1.0;0.0;274.0;60.0;214.0;286.0;3.0;1.0
4114;Schinznach-Bad;2018-09-23;772.0;285.0;2.0;1.0;282.0;78.0;204.0;292.0;3.0;2.0
4117;Thalheim (AG);2018-09-23;631.0;249.0;2.0;0.0;247.0;70.0;177.0;252.0;3.0;3.0
4120;Veltheim (AG);2018-09-23;992.0;341.0;1.0;0.0;340.0;95.0;245.0;325.0;3.0;23.0
4121;Villigen;2018-09-23;1267.0;510.0;3.0;0.0;507.0;114.0;393.0;508.0;7.0;18.0
4122;Villnachern;2018-09-23;1104.0;492.0;13.0;0.0;479.0;138.0;341.0;519.0;12.0;7.0
4123;Windisch;2018-09-23;4429.0;1695.0;24.0;0.0;1671.0;579.0;1092.0;1700.0;14.0;51.0
4124;Bözberg;2018-09-23;1177.0;471.0;8.0;0.0;463.0;108.0;355.0;478.0;6.0;11.0
4125;Schinznach;2018-09-23;1574.0;603.0;6.0;0.0;597.0;139.0;458.0;619.0;3.0;8.0
4131;Beinwil am See;2018-09-23;2295.0;889.0;13.0;1.0;875.0;250.0;625.0;912.0;12.0;35.0
4132;Birrwil;2018-09-23;879.0;372.0;8.0;0.0;364.0;79.0;285.0;373.0;5.0;16.0
4133;Burg (AG);2018-09-23;561.0;185.0;1.0;0.0;184.0;49.0;135.0;169.0;0.0;17.0
4134;Dürrenäsch;2018-09-23;881.0;288.0;3.0;0.0;285.0;56.0;229.0;296.0;5.0;5.0
4135;Gontenschwil;2018-09-23;1469.0;414.0;3.0;0.0;411.0;100.0;311.0;420.0;4.0;13.0
4136;Holziken;2018-09-23;967.0;257.0;2.0;0.0;255.0;38.0;217.0;253.0;0.0;10.0
4137;Leimbach (AG);2018-09-23;326.0;126.0;0.0;0.0;126.0;26.0;100.0;126.0;0.0;2.0
4138;Leutwil;2018-09-23;589.0;244.0;0.0;0.0;244.0;61.0;183.0;249.0;3.0;10.0
4139;Menziken;2018-09-23;3166.0;928.0;9.0;0.0;919.0;232.0;687.0;938.0;7.0;15.0
4140;Oberkulm;2018-09-23;1718.0;581.0;6.0;3.0;572.0;145.0;427.0;574.0;5.0;21.0
4141;Reinach (AG);2018-09-23;4333.0;1303.0;16.0;5.0;1282.0;320.0;962.0;1316.0;20.0;45.0
4142;Schlossrued;2018-09-23;637.0;205.0;0.0;0.0;205.0;58.0;147.0;184.0;0.0;25.0
4143;Schmiedrued;2018-09-23;877.0;252.0;9.0;0.0;243.0;74.0;169.0;251.0;1.0;14.0
4144;Schöftland;2018-09-23;3050.0;1065.0;10.0;0.0;1055.0;274.0;781.0;1072.0;5.0;10.0
4145;Teufenthal (AG);2018-09-23;1052.0;336.0;4.0;0.0;332.0;89.0;243.0;325.0;3.0;21.0
4146;Unterkulm;2018-09-23;1809.0;562.0;4.0;1.0;557.0;162.0;395.0;579.0;14.0;7.0
4147;Zetzwil;2018-09-23;939.0;306.0;2.0;0.0;304.0;82.0;222.0;310.0;1.0;4.0
4161;Eiken;2018-09-23;1489.0;439.0;5.0;0.0;434.0;110.0;324.0;430.0;6.0;22.0
4163;Frick;2018-09-23;3353.0;1191.0;15.0;0.0;1176.0;302.0;874.0;1178.0;9.0;42.0
4164;Gansingen;2018-09-23;770.0;273.0;5.0;0.0;268.0;51.0;217.0;277.0;4.0;7.0
4165;Gipf-Oberfrick;2018-09-23;2500.0;939.0;10.0;0.0;929.0;217.0;712.0;897.0;18.0;76.0
4166;Herznach;2018-09-23;1053.0;392.0;4.0;2.0;386.0;91.0;295.0;387.0;9.0;17.0
4167;Hornussen;2018-09-23;631.0;203.0;0.0;0.0;203.0;54.0;149.0;210.0;3.0;10.0
4169;Kaisten;2018-09-23;1810.0;556.0;4.0;0.0;552.0;135.0;417.0;555.0;2.0;18.0
4170;Laufenburg;2018-09-23;1962.0;729.0;7.0;0.0;722.0;184.0;538.0;728.0;9.0;19.0
4172;Münchwilen (AG);2018-09-23;562.0;203.0;3.0;0.0;200.0;54.0;146.0;208.0;3.0;3.0
4173;Oberhof;2018-09-23;406.0;151.0;1.0;0.0;150.0;55.0;95.0;141.0;1.0;14.0
4175;Oeschgen;2018-09-23;694.0;227.0;4.0;0.0;223.0;47.0;176.0;218.0;2.0;14.0
4176;Schwaderloch;2018-09-23;426.0;129.0;1.0;0.0;128.0;30.0;98.0;124.0;1.0;7.0
4177;Sisseln;2018-09-23;989.0;222.0;3.0;0.0;219.0;52.0;167.0;226.0;2.0;3.0
4179;Ueken;2018-09-23;601.0;188.0;1.0;0.0;187.0;62.0;125.0;184.0;2.0;9.0
4181;Wittnau;2018-09-23;954.0;368.0;5.0;0.0;363.0;107.0;256.0;369.0;7.0;14.0
4182;Wölflinswil;2018-09-23;754.0;282.0;2.0;0.0;280.0;77.0;203.0;282.0;1.0;8.0
4183;Zeihen;2018-09-23;794.0;291.0;0.0;0.0;291.0;101.0;190.0;284.0;3.0;13.0
4184;Mettauertal;2018-09-23;1447.0;450.0;6.0;0.0;444.0;130.0;314.0;457.0;6.0;10.0
4191;Ammerswil;2018-09-23;474.0;160.0;3.0;0.0;157.0;42.0;115.0;162.0;2.0;1.0
4192;Boniswil;2018-09-23;994.0;375.0;4.0;0.0;371.0;103.0;268.0;377.0;4.0;12.0
4193;Brunegg;2018-09-23;534.0;143.0;1.0;0.0;142.0;25.0;117.0;145.0;1.0;3.0
4194;Dintikon;2018-09-23;1324.0;479.0;3.0;0.0;476.0;100.0;376.0;482.0;2.0;7.0
4195;Egliswil;2018-09-23;1034.0;365.0;4.0;0.0;361.0;83.0;278.0;364.0;2.0;15.0
4196;Fahrwangen;2018-09-23;1329.0;357.0;4.0;0.0;353.0;66.0;287.0;366.0;6.0;14.0
4197;Hallwil;2018-09-23;600.0;166.0;0.0;0.0;166.0;41.0;125.0;162.0;0.0;9.0
4198;Hendschiken;2018-09-23;833.0;214.0;1.0;0.0;213.0;46.0;167.0;217.0;4.0;3.0
4199;Holderbank (AG);2018-09-23;736.0;211.0;1.0;0.0;210.0;43.0;167.0;207.0;0.0;7.0
4200;Hunzenschwil;2018-09-23;2346.0;618.0;7.0;0.0;611.0;140.0;471.0;612.0;4.0;18.0
4201;Lenzburg;2018-09-23;6368.0;2392.0;30.0;0.0;2362.0;706.0;1656.0;2388.0;30.0;90.0
4202;Meisterschwanden;2018-09-23;2081.0;785.0;6.0;0.0;779.0;134.0;645.0;788.0;10.0;18.0
4203;Möriken-Wildegg;2018-09-23;2809.0;1110.0;5.0;0.0;1105.0;244.0;861.0;1097.0;5.0;30.0
4204;Niederlenz;2018-09-23;2677.0;863.0;8.0;0.0;855.0;273.0;582.0;869.0;18.0;35.0
4205;Othmarsingen;2018-09-23;1721.0;537.0;4.0;0.0;533.0;129.0;404.0;550.0;8.0;9.0
4206;Rupperswil;2018-09-23;3440.0;1107.0;4.0;0.0;1103.0;251.0;852.0;1136.0;21.0;11.0
4207;Schafisheim;2018-09-23;1964.0;708.0;6.0;4.0;698.0;191.0;507.0;727.0;14.0;25.0
4208;Seengen;2018-09-23;2796.0;1134.0;12.0;2.0;1120.0;221.0;899.0;1141.0;9.0;36.0
4209;Seon;2018-09-23;3208.0;1088.0;10.0;6.0;1072.0;266.0;806.0;1089.0;25.0;45.0
4210;Staufen;2018-09-23;2203.0;901.0;8.0;0.0;893.0;232.0;661.0;925.0;10.0;16.0
4221;Abtwil;2018-09-23;648.0;216.0;3.0;0.0;213.0;40.0;173.0;217.0;2.0;13.0
4222;Aristau;2018-09-23;1009.0;294.0;2.0;0.0;292.0;64.0;228.0;297.0;4.0;10.0
4223;Auw;2018-09-23;1278.0;372.0;2.0;0.0;370.0;75.0;295.0;378.0;3.0;9.0
4224;Beinwil (Freiamt);2018-09-23;808.0;298.0;3.0;0.0;295.0;57.0;238.0;311.0;5.0;4.0
4226;Besenbüren;2018-09-23;428.0;146.0;1.0;0.0;145.0;32.0;113.0;139.0;0.0;11.0
4227;Bettwil;2018-09-23;452.0;186.0;3.0;0.0;183.0;31.0;152.0;186.0;1.0;4.0
4228;Boswil;2018-09-23;1846.0;564.0;5.0;0.0;559.0;109.0;450.0;562.0;0.0;15.0
4229;Bünzen;2018-09-23;733.0;253.0;0.0;0.0;253.0;66.0;187.0;247.0;4.0;15.0
4230;Buttwil;2018-09-23;861.0;327.0;4.0;0.0;323.0;71.0;252.0;321.0;5.0;25.0
4231;Dietwil;2018-09-23;875.0;267.0;5.0;0.0;262.0;57.0;205.0;267.0;2.0;8.0
4232;Geltwil;2018-09-23;147.0;60.0;1.0;0.0;59.0;15.0;44.0;59.0;0.0;2.0
4233;Kallern;2018-09-23;264.0;97.0;4.0;0.0;93.0;15.0;78.0;97.0;1.0;2.0
4234;Merenschwand;2018-09-23;2292.0;791.0;6.0;0.0;785.0;182.0;603.0;796.0;7.0;21.0
4235;Mühlau;2018-09-23;781.0;249.0;1.0;0.0;248.0;47.0;201.0;257.0;1.0;5.0
4236;Muri (AG);2018-09-23;4948.0;1592.0;21.0;0.0;1571.0;402.0;1169.0;1645.0;17.0;26.0
4237;Oberrüti;2018-09-23;1035.0;342.0;5.0;0.0;337.0;83.0;254.0;377.0;12.0;5.0
4238;Rottenschwil;2018-09-23;605.0;220.0;1.0;0.0;219.0;66.0;153.0;219.0;2.0;7.0
4239;Sins;2018-09-23;2746.0;944.0;5.0;0.0;939.0;165.0;774.0;950.0;20.0;40.0
4240;Waltenschwil;2018-09-23;2035.0;665.0;9.0;0.0;656.0;161.0;495.0;669.0;3.0;26.0
4251;Hellikon;2018-09-23;605.0;195.0;2.0;0.0;193.0;46.0;147.0;204.0;6.0;4.0
4252;Kaiseraugst;2018-09-23;3249.0;1126.0;0.0;18.0;1108.0;308.0;800.0;1187.0;33.0;40.0
4253;Magden;2018-09-23;2657.0;1044.0;15.0;0.0;1029.0;206.0;823.0;1056.0;13.0;25.0
4254;Möhlin;2018-09-23;6680.0;1818.0;18.0;0.0;1800.0;455.0;1345.0;1871.0;36.0;45.0
4255;Mumpf;2018-09-23;845.0;232.0;2.0;0.0;230.0;62.0;168.0;236.0;4.0;4.0
4256;Obermumpf;2018-09-23;759.0;227.0;3.0;0.0;224.0;67.0;157.0;230.0;1.0;2.0
4257;Olsberg;2018-09-23;268.0;124.0;2.0;0.0;122.0;27.0;95.0;127.0;2.0;0.0
4258;Rheinfelden;2018-09-23;7653.0;2592.0;42.0;0.0;2550.0;757.0;1793.0;2595.0;30.0;87.0
4259;Schupfart;2018-09-23;581.0;207.0;2.0;0.0;205.0;31.0;174.0;207.0;1.0;6.0
4260;Stein (AG);2018-09-23;1578.0;437.0;2.0;0.0;435.0;119.0;316.0;422.0;1.0;21.0
4261;Wallbach;2018-09-23;1365.0;407.0;2.0;1.0;404.0;84.0;320.0;411.0;7.0;16.0
4262;Wegenstetten;2018-09-23;776.0;247.0;2.0;0.0;245.0;48.0;197.0;249.0;4.0;9.0
4263;Zeiningen;2018-09-23;1591.0;509.0;3.0;2.0;504.0;105.0;399.0;525.0;11.0;4.0
4264;Zuzgen;2018-09-23;635.0;205.0;5.0;0.0;200.0;62.0;138.0;216.0;7.0;9.0
4271;Aarburg;2018-09-23;3840.0;1102.0;14.0;0.0;1088.0;359.0;729.0;1102.0;12.0;38.0
4272;Attelwil;2018-09-23;232.0;106.0;2.0;0.0;104.0;18.0;86.0;99.0;2.0;15.0
4273;Bottenwil;2018-09-23;598.0;213.0;2.0;0.0;211.0;56.0;155.0;188.0;1.0;29.0
4274;Brittnau;2018-09-23;2874.0;906.0;10.0;0.0;896.0;243.0;653.0;875.0;5.0;56.0
4275;Kirchleerau;2018-09-23;614.0;233.0;1.0;0.0;232.0;53.0;179.0;232.0;1.0;4.0
4276;Kölliken;2018-09-23;2835.0;888.0;15.0;0.0;873.0;260.0;613.0;893.0;20.0;24.0
4277;Moosleerau;2018-09-23;645.0;235.0;0.0;0.0;235.0;47.0;188.0;234.0;3.0;7.0
4279;Murgenthal;2018-09-23;1998.0;577.0;8.0;0.0;569.0;147.0;422.0;554.0;15.0;57.0
4280;Oftringen;2018-09-23;7242.0;1821.0;28.0;1.0;1792.0;540.0;1252.0;1794.0;13.0;82.0
4281;Reitnau;2018-09-23;865.0;414.0;8.0;0.0;406.0;80.0;326.0;426.0;0.0;14.0
4282;Rothrist;2018-09-23;5710.0;1488.0;16.0;0.0;1472.0;405.0;1067.0;1474.0;23.0;60.0
4283;Safenwil;2018-09-23;2461.0;686.0;10.0;1.0;675.0;216.0;459.0;678.0;13.0;32.0
4284;Staffelbach;2018-09-23;897.0;249.0;1.0;0.0;248.0;61.0;187.0;255.0;7.0;6.0
4285;Strengelbach;2018-09-23;2970.0;935.0;12.0;0.0;923.0;296.0;627.0;900.0;10.0;71.0
4286;Uerkheim;2018-09-23;1021.0;331.0;2.0;0.0;329.0;93.0;236.0;339.0;6.0;7.0
4287;Vordemwald;2018-09-23;1463.0;484.0;6.0;0.0;478.0;149.0;329.0;475.0;3.0;25.0
4288;Wiliberg;2018-09-23;139.0;68.0;0.0;0.0;68.0;22.0;46.0;64.0;0.0;4.0
4289;Zofingen;2018-09-23;7879.0;3060.0;34.0;0.0;3026.0;933.0;2093.0;3051.0;28.0;132.0
4301;Baldingen;2018-09-23;192.0;61.0;0.0;0.0;61.0;10.0;51.0;48.0;0.0;13.0
4302;Böbikon;2018-09-23;136.0;54.0;0.0;0.0;54.0;4.0;50.0;37.0;1.0;19.0
4303;Böttstein;2018-09-23;2014.0;725.0;6.0;0.0;719.0;127.0;592.0;712.0;9.0;25.0
4304;Döttingen;2018-09-23;1952.0;672.0;4.0;0.0;668.0;141.0;527.0;670.0;16.0;25.0
4305;Endingen;2018-09-23;1627.0;588.0;4.0;0.0;584.0;136.0;448.0;594.0;7.0;13.0
4306;Fisibach;2018-09-23;264.0;122.0;2.0;0.0;120.0;36.0;84.0;115.0;4.0;12.0
4307;Full-Reuenthal;2018-09-23;581.0;217.0;0.0;0.0;217.0;58.0;159.0;197.0;3.0;27.0
4308;Kaiserstuhl;2018-09-23;235.0;106.0;0.0;0.0;106.0;38.0;68.0;99.0;3.0;12.0
4309;Klingnau;2018-09-23;2068.0;759.0;3.0;2.0;754.0;175.0;579.0;758.0;13.0;25.0
4310;Koblenz;2018-09-23;813.0;234.0;0.0;0.0;234.0;72.0;162.0;231.0;6.0;15.0
4311;Leibstadt;2018-09-23;746.0;264.0;1.0;0.0;263.0;56.0;207.0;255.0;0.0;13.0
4312;Lengnau (AG);2018-09-23;1862.0;715.0;3.0;1.0;711.0;156.0;555.0;690.0;15.0;53.0
4313;Leuggern;2018-09-23;1448.0;581.0;6.0;0.0;575.0;107.0;468.0;563.0;3.0;29.0
4314;Mellikon;2018-09-23;153.0;88.0;1.0;0.0;87.0;31.0;56.0;70.0;2.0;25.0
4315;Rekingen (AG);2018-09-23;539.0;167.0;3.0;0.0;164.0;40.0;124.0;164.0;3.0;10.0
4316;Rietheim;2018-09-23;392.0;130.0;4.0;0.0;126.0;38.0;88.0;124.0;1.0;8.0
4317;Rümikon;2018-09-23;173.0;60.0;0.0;0.0;60.0;21.0;39.0;61.0;0.0;5.0
4318;Schneisingen;2018-09-23;1076.0;417.0;0.0;0.0;417.0;91.0;326.0;399.0;3.0;34.0
4319;Siglistorf;2018-09-23;398.0;127.0;1.0;0.0;126.0;29.0;97.0;120.0;0.0;10.0
4320;Tegerfelden;2018-09-23;800.0;283.0;2.0;0.0;281.0;51.0;230.0;290.0;4.0;3.0
4322;Wislikofen;2018-09-23;241.0;102.0;2.0;0.0;100.0;22.0;78.0;98.0;1.0;6.0
4323;Bad Zurzach;2018-09-23;2286.0;815.0;3.0;0.0;812.0;204.0;608.0;786.0;6.0;86.0
