BFSNR;NAME;DATUM;STIMMBERECHTIGTE;EINGELANGTE;LEERE;UNGUELTIGE;GUELTIGE;JA_STIMMEN;NEIN_STIMMEN;BRIEF_EINGEL;BRIEF_UNGUELTIG;EVOTING_EINGEL;URNEN_EINGEL
4005;Erlinsbach (AG);2020-09-27;2977.0;1869.0;29.0;4.0;1836.0;607.0;1229.0;1847.0;13.0;...;50.0
4006;Gränichen;2020-09-27;5199.0;2861.0;48.0;...;2813.0;741.0;2072.0;2938.0;80.0;...;45.0
4007;Hirschthal;2020-09-27;1177.0;696.0;7.0;...;689.0;202.0;487.0;701.0;11.0;...;16.0
4008;Küttigen;2020-09-27;4360.0;2846.0;44.0;2.0;2800.0;811.0;1989.0;2835.0;16.0;...;37.0
4009;Muhen;2020-09-27;2762.0;1556.0;18.0;...;1538.0;421.0;1117.0;1601.0;28.0;...;21.0
4010;Oberentfelden;2020-09-27;4803.0;2455.0;41.0;...;2414.0;635.0;1779.0;2470.0;32.0;...;48.0
4012;Suhr;2020-09-27;5604.0;3479.0;71.0;1.0;3407.0;1085.0;2322.0;3695.0;135.0;...;29.0
4013;Unterentfelden;2020-09-27;2583.0;1606.0;27.0;...;1579.0;488.0;1091.0;1629.0;37.0;...;40.0
4021;Baden;2020-09-27;12086.0;7792.0;138.0;4.0;7650.0;2903.0;4747.0;7617.0;125.0;...;378.0
4022;Bellikon;2020-09-27;1168.0;792.0;12.0;...;780.0;263.0;517.0;795.0;14.0;...;25.0
4023;Bergdietikon;2020-09-27;1861.0;1119.0;21.0;1.0;1097.0;514.0;583.0;1146.0;14.0;...;13.0
4024;Birmenstorf (AG);2020-09-27;1917.0;1159.0;24.0;...;1135.0;394.0;741.0;1161.0;12.0;...;17.0
4026;Ennetbaden;2020-09-27;2207.0;1610.0;21.0;...;1589.0;576.0;1013.0;1607.0;17.0;...;35.0
4027;Fislisbach;2020-09-27;3393.0;1860.0;22.0;...;1838.0;625.0;1213.0;1904.0;62.0;...;55.0
4028;Freienwil;2020-09-27;727.0;515.0;11.0;...;504.0;164.0;340.0;479.0;...;...;47.0
4029;Gebenstorf;2020-09-27;3309.0;1876.0;35.0;...;1841.0;633.0;1208.0;1871.0;16.0;...;46.0
4030;Killwangen;2020-09-27;1171.0;670.0;16.0;...;654.0;237.0;417.0;665.0;8.0;...;16.0
4031;Künten;2020-09-27;1247.0;716.0;15.0;...;701.0;211.0;490.0;705.0;8.0;...;24.0
4032;Mägenwil;2020-09-27;1274.0;702.0;8.0;...;694.0;247.0;447.0;688.0;8.0;...;23.0
4033;Mellingen;2020-09-27;3138.0;1661.0;18.0;...;1643.0;595.0;1048.0;1652.0;11.0;...;39.0
4034;Neuenhof;2020-09-27;3760.0;1722.0;23.0;1.0;1698.0;618.0;1080.0;1730.0;37.0;...;51.0
4035;Niederrohrdorf;2020-09-27;2740.0;1695.0;24.0;2.0;1669.0;630.0;1039.0;1677.0;21.0;...;49.0
4037;Oberrohrdorf;2020-09-27;2796.0;1910.0;32.0;...;1878.0;676.0;1202.0;1912.0;22.0;...;43.0
4038;Obersiggenthal;2020-09-27;4916.0;2966.0;55.0;16.0;2895.0;1032.0;1863.0;2873.0;11.0;...;110.0
4039;Remetschwil;2020-09-27;1418.0;881.0;14.0;...;867.0;311.0;556.0;873.0;18.0;...;35.0
4040;Spreitenbach;2020-09-27;4705.0;1879.0;32.0;1.0;1846.0;676.0;1170.0;1882.0;13.0;...;40.0
4041;Stetten (AG);2020-09-27;1389.0;747.0;17.0;...;730.0;234.0;496.0;769.0;30.0;...;16.0
4042;Turgi;2020-09-27;1501.0;734.0;16.0;...;718.0;235.0;483.0;738.0;15.0;...;22.0
4044;Untersiggenthal;2020-09-27;4213.0;2554.0;30.0;6.0;2518.0;896.0;1622.0;2541.0;33.0;...;79.0
4045;Wettingen;2020-09-27;12663.0;7624.0;112.0;...;7512.0;2507.0;5005.0;7683.0;96.0;...;191.0
4046;Wohlenschwil;2020-09-27;1054.0;619.0;9.0;...;610.0;197.0;413.0;598.0;4.0;...;28.0
4047;Würenlingen;2020-09-27;2902.0;1645.0;21.0;...;1624.0;558.0;1066.0;1611.0;13.0;...;70.0
4048;Würenlos;2020-09-27;4198.0;2624.0;36.0;3.0;2585.0;938.0;1647.0;2603.0;21.0;...;116.0
4049;Ehrendingen;2020-09-27;3221.0;1931.0;29.0;...;1902.0;639.0;1263.0;1917.0;31.0;...;64.0
4061;Arni (AG);2020-09-27;1293.0;853.0;14.0;...;839.0;290.0;549.0;830.0;6.0;...;41.0
4062;Berikon;2020-09-27;3159.0;1875.0;18.0;2.0;1855.0;622.0;1233.0;1908.0;28.0;...;33.0
4063;Bremgarten (AG);2020-09-27;5355.0;3045.0;43.0;1.0;3001.0;959.0;2042.0;3052.0;43.0;...;74.0
4064;Büttikon;2020-09-27;684.0;403.0;6.0;...;397.0;135.0;262.0;392.0;1.0;...;18.0
4065;Dottikon;2020-09-27;2028.0;1060.0;16.0;...;1044.0;284.0;760.0;1088.0;30.0;...;22.0
4066;Eggenwil;2020-09-27;689.0;442.0;7.0;...;435.0;148.0;287.0;435.0;2.0;...;13.0
4067;Fischbach-Göslikon;2020-09-27;1067.0;621.0;10.0;...;611.0;159.0;452.0;636.0;6.0;...;4.0
4068;Hägglingen;2020-09-27;1721.0;1051.0;25.0;...;1026.0;240.0;786.0;1063.0;30.0;...;36.0
4071;Jonen;2020-09-27;1467.0;924.0;17.0;...;907.0;324.0;583.0;933.0;10.0;...;13.0
4072;Niederwil (AG);2020-09-27;1894.0;1111.0;20.0;...;1091.0;374.0;717.0;1079.0;11.0;...;47.0
4073;Oberlunkhofen;2020-09-27;1464.0;952.0;11.0;...;941.0;341.0;600.0;947.0;5.0;...;28.0
4074;Oberwil-Lieli;2020-09-27;1777.0;1273.0;25.0;...;1248.0;543.0;705.0;1286.0;4.0;...;28.0
4075;Rudolfstetten-Friedlisberg;2020-09-27;2675.0;1389.0;16.0;12.0;1361.0;500.0;861.0;1388.0;9.0;...;43.0
4076;Sarmenstorf;2020-09-27;1993.0;1125.0;20.0;...;1105.0;320.0;785.0;1134.0;30.0;...;49.0
4077;Tägerig;2020-09-27;930.0;555.0;5.0;...;550.0;162.0;388.0;545.0;1.0;...;18.0
4078;Uezwil;2020-09-27;358.0;212.0;4.0;...;208.0;64.0;144.0;206.0;2.0;...;9.0
4079;Unterlunkhofen;2020-09-27;1085.0;693.0;13.0;...;680.0;221.0;459.0;693.0;11.0;...;24.0
4080;Villmergen;2020-09-27;4137.0;2171.0;33.0;...;2138.0;614.0;1524.0;2174.0;49.0;...;84.0
4081;Widen;2020-09-27;2566.0;1643.0;30.0;...;1613.0;583.0;1030.0;1636.0;23.0;...;42.0
4082;Wohlen (AG);2020-09-27;8446.0;4523.0;72.0;...;4451.0;1394.0;3057.0;4400.0;82.0;...;293.0
4083;Zufikon;2020-09-27;2994.0;1859.0;31.0;...;1828.0;610.0;1218.0;1841.0;18.0;...;57.0
4084;Islisberg;2020-09-27;441.0;292.0;5.0;1.0;286.0;99.0;187.0;300.0;9.0;...;3.0
4091;Auenstein;2020-09-27;1177.0;751.0;13.0;1.0;737.0;209.0;528.0;752.0;8.0;...;20.0
4092;Birr;2020-09-27;2022.0;957.0;18.0;...;939.0;354.0;585.0;988.0;35.0;...;22.0
4093;Birrhard;2020-09-27;539.0;299.0;4.0;...;295.0;98.0;197.0;291.0;...;...;11.0
4094;Bözen;2020-09-27;574.0;337.0;3.0;...;334.0;99.0;235.0;340.0;7.0;...;15.0
4095;Brugg;2020-09-27;7683.0;4641.0;83.0;1.0;4557.0;1510.0;3047.0;4567.0;63.0;...;161.0
4096;Effingen;2020-09-27;421.0;260.0;7.0;...;253.0;69.0;184.0;254.0;3.0;...;10.0
4097;Elfingen;2020-09-27;227.0;139.0;2.0;...;137.0;45.0;92.0;140.0;2.0;...;5.0
4099;Habsburg;2020-09-27;334.0;231.0;7.0;...;224.0;73.0;151.0;233.0;2.0;...;1.0
4100;Hausen (AG);2020-09-27;2285.0;1377.0;26.0;...;1351.0;471.0;880.0;1403.0;17.0;...;12.0
4104;Lupfig;2020-09-27;2113.0;1272.0;27.0;...;1245.0;425.0;820.0;1285.0;15.0;...;15.0
4105;Mandach;2020-09-27;237.0;152.0;1.0;...;151.0;55.0;96.0;137.0;1.0;...;16.0
4106;Mönthal;2020-09-27;295.0;173.0;4.0;...;169.0;40.0;129.0;181.0;4.0;...;...
4107;Mülligen;2020-09-27;704.0;382.0;3.0;...;379.0;131.0;248.0;383.0;8.0;...;14.0
4110;Remigen;2020-09-27;858.0;455.0;9.0;...;446.0;145.0;301.0;469.0;8.0;...;7.0
4111;Riniken;2020-09-27;962.0;564.0;7.0;...;557.0;159.0;398.0;556.0;8.0;...;17.0
4112;Rüfenach;2020-09-27;617.0;419.0;12.0;...;407.0;127.0;280.0;431.0;8.0;...;3.0
4117;Thalheim (AG);2020-09-27;612.0;407.0;3.0;...;404.0;85.0;319.0;426.0;14.0;...;1.0
4120;Veltheim (AG);2020-09-27;1007.0;577.0;9.0;2.0;566.0;149.0;417.0;581.0;10.0;...;11.0
4121;Villigen;2020-09-27;1310.0;819.0;8.0;...;811.0;278.0;533.0;822.0;15.0;...;15.0
4122;Villnachern;2020-09-27;1112.0;693.0;19.0;...;674.0;218.0;456.0;705.0;13.0;...;13.0
4123;Windisch;2020-09-27;4465.0;2595.0;68.0;2.0;2525.0;865.0;1660.0;2626.0;40.0;...;40.0
4124;Bözberg;2020-09-27;1221.0;752.0;9.0;...;743.0;218.0;525.0;750.0;6.0;...;13.0
4125;Schinznach;2020-09-27;1599.0;989.0;22.0;1.0;966.0;254.0;712.0;1002.0;13.0;...;17.0
4131;Beinwil am See;2020-09-27;2369.0;1458.0;25.0;...;1433.0;414.0;1019.0;1443.0;14.0;...;46.0
4132;Birrwil;2020-09-27;870.0;556.0;7.0;...;549.0;147.0;402.0;552.0;7.0;...;17.0
4133;Burg (AG);2020-09-27;554.0;264.0;5.0;...;259.0;77.0;182.0;259.0;2.0;...;12.0
4134;Dürrenäsch;2020-09-27;911.0;598.0;16.0;...;582.0;132.0;450.0;598.0;7.0;...;12.0
4135;Gontenschwil;2020-09-27;1468.0;802.0;17.0;...;785.0;213.0;572.0;813.0;13.0;...;19.0
4136;Holziken;2020-09-27;1010.0;536.0;11.0;...;525.0;130.0;395.0;510.0;7.0;...;41.0
4137;Leimbach (AG);2020-09-27;355.0;200.0;3.0;...;197.0;44.0;153.0;207.0;5.0;...;4.0
4138;Leutwil;2020-09-27;563.0;379.0;2.0;...;377.0;90.0;287.0;377.0;10.0;...;16.0
4139;Menziken;2020-09-27;3273.0;1637.0;39.0;...;1598.0;439.0;1159.0;1625.0;14.0;...;43.0
4140;Oberkulm;2020-09-27;1714.0;935.0;12.0;1.0;922.0;202.0;720.0;927.0;24.0;...;42.0
4141;Reinach (AG);2020-09-27;4404.0;2042.0;20.0;13.0;2009.0;482.0;1527.0;2076.0;46.0;...;34.0
4142;Schlossrued;2020-09-27;628.0;329.0;5.0;...;324.0;52.0;272.0;330.0;3.0;...;12.0
4143;Schmiedrued;2020-09-27;854.0;469.0;9.0;...;460.0;105.0;355.0;472.0;1.0;...;12.0
4144;Schöftland;2020-09-27;3100.0;1740.0;26.0;...;1714.0;488.0;1226.0;1779.0;24.0;...;13.0
4145;Teufenthal (AG);2020-09-27;1051.0;599.0;11.0;...;588.0;135.0;453.0;590.0;10.0;...;21.0
4146;Unterkulm;2020-09-27;1881.0;985.0;12.0;4.0;969.0;245.0;724.0;1016.0;21.0;...;10.0
4147;Zetzwil;2020-09-27;966.0;611.0;14.0;1.0;596.0;143.0;453.0;618.0;10.0;...;4.0
4161;Eiken;2020-09-27;1468.0;700.0;1.0;...;699.0;192.0;507.0;715.0;29.0;...;28.0
4163;Frick;2020-09-27;3419.0;1802.0;31.0;...;1771.0;615.0;1156.0;1797.0;16.0;...;39.0
4164;Gansingen;2020-09-27;791.0;516.0;11.0;...;505.0;153.0;352.0;515.0;3.0;...;13.0
4165;Gipf-Oberfrick;2020-09-27;2605.0;1581.0;40.0;...;1541.0;480.0;1061.0;1533.0;27.0;...;90.0
4166;Herznach;2020-09-27;1063.0;661.0;14.0;...;647.0;177.0;470.0;665.0;9.0;...;20.0
4167;Hornussen;2020-09-27;639.0;316.0;9.0;1.0;306.0;92.0;214.0;310.0;4.0;...;17.0
4169;Kaisten;2020-09-27;1818.0;982.0;20.0;...;962.0;306.0;656.0;997.0;3.0;...;11.0
4170;Laufenburg;2020-09-27;2004.0;1166.0;21.0;...;1145.0;404.0;741.0;1163.0;11.0;...;26.0
4172;Münchwilen (AG);2020-09-27;596.0;308.0;4.0;...;304.0;83.0;221.0;318.0;4.0;...;4.0
4173;Oberhof;2020-09-27;405.0;237.0;3.0;...;234.0;62.0;172.0;222.0;3.0;...;18.0
4175;Oeschgen;2020-09-27;716.0;400.0;7.0;...;393.0;92.0;301.0;376.0;2.0;...;30.0
4176;Schwaderloch;2020-09-27;428.0;233.0;3.0;...;230.0;53.0;177.0;242.0;5.0;...;6.0
4177;Sisseln;2020-09-27;968.0;461.0;3.0;...;458.0;147.0;311.0;461.0;12.0;...;16.0
4179;Ueken;2020-09-27;616.0;354.0;7.0;...;347.0;103.0;244.0;351.0;9.0;...;13.0
4181;Wittnau;2020-09-27;994.0;614.0;6.0;...;608.0;165.0;443.0;616.0;2.0;...;8.0
4182;Wölflinswil;2020-09-27;761.0;453.0;5.0;...;448.0;99.0;349.0;478.0;18.0;...;4.0
4183;Zeihen;2020-09-27;787.0;500.0;5.0;...;495.0;138.0;357.0;519.0;3.0;...;10.0
4184;Mettauertal;2020-09-27;1452.0;853.0;14.0;1.0;838.0;201.0;637.0;864.0;8.0;...;16.0
4191;Ammerswil;2020-09-27;491.0;295.0;6.0;...;289.0;91.0;198.0;285.0;2.0;...;12.0
4192;Boniswil;2020-09-27;1050.0;665.0;13.0;...;652.0;186.0;466.0;660.0;2.0;...;18.0
4193;Brunegg;2020-09-27;534.0;269.0;1.0;...;268.0;72.0;196.0;261.0;1.0;...;10.0
4194;Dintikon;2020-09-27;1355.0;757.0;12.0;1.0;744.0;229.0;515.0;771.0;15.0;...;7.0
4195;Egliswil;2020-09-27;1060.0;640.0;8.0;...;632.0;159.0;473.0;629.0;7.0;...;25.0
4196;Fahrwangen;2020-09-27;1434.0;744.0;13.0;...;731.0;232.0;499.0;748.0;12.0;...;20.0
4197;Hallwil;2020-09-27;629.0;342.0;7.0;...;335.0;68.0;267.0;358.0;7.0;...;7.0
4198;Hendschiken;2020-09-27;865.0;428.0;7.0;...;421.0;129.0;292.0;448.0;18.0;...;5.0
4199;Holderbank (AG);2020-09-27;769.0;374.0;6.0;...;368.0;121.0;247.0;377.0;6.0;...;11.0
4200;Hunzenschwil;2020-09-27;2355.0;1132.0;23.0;...;1109.0;348.0;761.0;1108.0;3.0;...;44.0
4201;Lenzburg;2020-09-27;6555.0;3938.0;70.0;...;3868.0;1295.0;2573.0;3876.0;76.0;...;176.0
4202;Meisterschwanden;2020-09-27;2087.0;1298.0;21.0;...;1277.0;365.0;912.0;1286.0;11.0;...;32.0
4203;Möriken-Wildegg;2020-09-27;2891.0;1755.0;46.0;...;1709.0;515.0;1194.0;1763.0;14.0;...;28.0
4204;Niederlenz;2020-09-27;2701.0;1434.0;24.0;...;1410.0;444.0;966.0;1444.0;35.0;...;45.0
4205;Othmarsingen;2020-09-27;1774.0;933.0;10.0;...;923.0;282.0;641.0;952.0;24.0;...;22.0
4206;Rupperswil;2020-09-27;3425.0;1861.0;23.0;...;1838.0;531.0;1307.0;1884.0;29.0;...;23.0
4207;Schafisheim;2020-09-27;1946.0;1189.0;15.0;...;1174.0;300.0;874.0;1195.0;16.0;...;21.0
4208;Seengen;2020-09-27;2978.0;1901.0;23.0;...;1878.0;644.0;1234.0;1907.0;33.0;...;62.0
4209;Seon;2020-09-27;3176.0;1816.0;23.0;12.0;1781.0;506.0;1275.0;1813.0;38.0;...;70.0
4210;Staufen;2020-09-27;2657.0;1663.0;25.0;...;1638.0;552.0;1086.0;1686.0;25.0;...;26.0
4221;Abtwil;2020-09-27;632.0;344.0;7.0;...;337.0;85.0;252.0;349.0;4.0;...;15.0
4222;Aristau;2020-09-27;1010.0;599.0;9.0;1.0;589.0;203.0;386.0;600.0;11.0;...;21.0
4223;Auw;2020-09-27;1308.0;724.0;16.0;...;708.0;220.0;488.0;721.0;14.0;...;23.0
4224;Beinwil (Freiamt);2020-09-27;852.0;536.0;7.0;3.0;526.0;144.0;382.0;567.0;3.0;...;5.0
4226;Besenbüren;2020-09-27;444.0;290.0;3.0;...;287.0;76.0;211.0;292.0;2.0;...;5.0
4227;Bettwil;2020-09-27;472.0;311.0;8.0;...;303.0;79.0;224.0;305.0;...;...;9.0
4228;Boswil;2020-09-27;1845.0;961.0;20.0;...;941.0;291.0;650.0;979.0;31.0;...;28.0
4229;Bünzen;2020-09-27;751.0;482.0;5.0;...;477.0;107.0;370.0;473.0;5.0;...;21.0
4230;Buttwil;2020-09-27;871.0;537.0;9.0;...;528.0;129.0;399.0;528.0;9.0;...;27.0
4231;Dietwil;2020-09-27;881.0;530.0;14.0;...;516.0;137.0;379.0;529.0;5.0;...;13.0
4232;Geltwil;2020-09-27;153.0;97.0;1.0;...;96.0;34.0;62.0;94.0;...;...;4.0
4233;Kallern;2020-09-27;270.0;177.0;1.0;...;176.0;61.0;115.0;157.0;...;...;22.0
4234;Merenschwand;2020-09-27;2341.0;1410.0;19.0;...;1391.0;459.0;932.0;1403.0;10.0;...;43.0
4235;Mühlau;2020-09-27;800.0;494.0;5.0;...;489.0;148.0;341.0;501.0;5.0;...;7.0
4236;Muri (AG);2020-09-27;5238.0;2811.0;53.0;...;2758.0;907.0;1851.0;2822.0;45.0;...;76.0
4237;Oberrüti;2020-09-27;1039.0;618.0;6.0;...;612.0;194.0;418.0;628.0;12.0;...;10.0
4238;Rottenschwil;2020-09-27;669.0;395.0;8.0;...;387.0;118.0;269.0;385.0;1.0;...;19.0
4239;Sins;2020-09-27;2746.0;1528.0;27.0;1.0;1500.0;515.0;985.0;1527.0;19.0;...;45.0
4240;Waltenschwil;2020-09-27;2068.0;1173.0;25.0;...;1148.0;347.0;801.0;1161.0;9.0;...;40.0
4251;Hellikon;2020-09-27;610.0;351.0;4.0;...;347.0;74.0;273.0;364.0;4.0;...;4.0
4252;Kaiseraugst;2020-09-27;3226.0;1666.0;22.0;...;1644.0;533.0;1111.0;1662.0;16.0;...;54.0
4253;Magden;2020-09-27;2666.0;1633.0;24.0;1.0;1608.0;583.0;1025.0;1654.0;33.0;...;31.0
4254;Möhlin;2020-09-27;6754.0;3316.0;68.0;...;3248.0;1019.0;2229.0;3333.0;60.0;...;87.0
4255;Mumpf;2020-09-27;883.0;447.0;9.0;...;438.0;128.0;310.0;454.0;7.0;...;7.0
4256;Obermumpf;2020-09-27;730.0;365.0;11.0;...;354.0;116.0;238.0;385.0;13.0;...;6.0
4257;Olsberg;2020-09-27;267.0;174.0;1.0;...;173.0;55.0;118.0;179.0;4.0;...;4.0
4258;Rheinfelden;2020-09-27;7609.0;4115.0;68.0;...;4047.0;1418.0;2629.0;4027.0;41.0;...;178.0
4259;Schupfart;2020-09-27;562.0;335.0;3.0;...;332.0;96.0;236.0;338.0;3.0;...;6.0
4260;Stein (AG);2020-09-27;1593.0;760.0;8.0;...;752.0;250.0;502.0;753.0;16.0;...;29.0
4261;Wallbach;2020-09-27;1400.0;821.0;13.0;...;808.0;242.0;566.0;821.0;13.0;...;19.0
4262;Wegenstetten;2020-09-27;771.0;441.0;7.0;...;434.0;130.0;304.0;440.0;6.0;...;12.0
4263;Zeiningen;2020-09-27;1624.0;882.0;16.0;...;866.0;269.0;597.0;885.0;8.0;...;16.0
4264;Zuzgen;2020-09-27;639.0;369.0;6.0;...;363.0;102.0;261.0;367.0;5.0;...;12.0
4271;Aarburg;2020-09-27;3992.0;1871.0;35.0;...;1836.0;555.0;1281.0;1894.0;46.0;...;50.0
4273;Bottenwil;2020-09-27;602.0;348.0;6.0;...;342.0;75.0;267.0;346.0;10.0;...;19.0
4274;Brittnau;2020-09-27;2887.0;1697.0;33.0;...;1664.0;429.0;1235.0;1646.0;16.0;...;91.0
4275;Kirchleerau;2020-09-27;628.0;384.0;7.0;...;377.0;92.0;285.0;381.0;1.0;...;11.0
4276;Kölliken;2020-09-27;2897.0;1585.0;41.0;...;1544.0;418.0;1126.0;1599.0;28.0;...;27.0
4277;Moosleerau;2020-09-27;641.0;377.0;2.0;...;375.0;102.0;273.0;388.0;5.0;...;6.0
4279;Murgenthal;2020-09-27;1985.0;993.0;22.0;1.0;970.0;246.0;724.0;956.0;28.0;...;78.0
4280;Oftringen;2020-09-27;7289.0;3367.0;62.0;2.0;3303.0;952.0;2351.0;3297.0;35.0;...;188.0
4281;Reitnau;2020-09-27;1063.0;645.0;11.0;...;634.0;165.0;469.0;659.0;12.0;...;14.0
4282;Rothrist;2020-09-27;5676.0;2747.0;41.0;1.0;2705.0;743.0;1962.0;2745.0;53.0;...;98.0
4283;Safenwil;2020-09-27;2532.0;1240.0;23.0;...;1217.0;318.0;899.0;1232.0;11.0;...;42.0
4284;Staffelbach;2020-09-27;903.0;487.0;8.0;...;479.0;120.0;359.0;484.0;2.0;...;10.0
4285;Strengelbach;2020-09-27;2949.0;1576.0;30.0;...;1546.0;402.0;1144.0;1551.0;36.0;...;67.0
4286;Uerkheim;2020-09-27;1011.0;570.0;2.0;...;568.0;140.0;428.0;584.0;10.0;...;12.0
4287;Vordemwald;2020-09-27;1485.0;867.0;11.0;...;856.0;229.0;627.0;851.0;16.0;...;43.0
4288;Wiliberg;2020-09-27;138.0;100.0;1.0;1.0;98.0;26.0;72.0;96.0;1.0;...;7.0
4289;Zofingen;2020-09-27;8123.0;5022.0;81.0;2.0;4939.0;1439.0;3500.0;4963.0;65.0;...;155.0
4301;Baldingen;2020-09-27;196.0;129.0;2.0;...;127.0;31.0;96.0;124.0;2.0;...;7.0
4302;Böbikon;2020-09-27;129.0;96.0;2.0;...;94.0;18.0;76.0;74.0;1.0;...;26.0
4303;Böttstein;2020-09-27;1988.0;1098.0;12.0;...;1086.0;341.0;745.0;1095.0;13.0;...;28.0
4304;Döttingen;2020-09-27;2018.0;1124.0;22.0;...;1102.0;389.0;713.0;1117.0;11.0;...;32.0
4305;Endingen;2020-09-27;1666.0;1055.0;17.0;...;1038.0;334.0;704.0;1034.0;7.0;...;34.0
4306;Fisibach;2020-09-27;277.0;163.0;10.0;...;153.0;41.0;112.0;154.0;1.0;...;11.0
4307;Full-Reuenthal;2020-09-27;581.0;368.0;6.0;...;362.0;108.0;254.0;345.0;4.0;...;29.0
4308;Kaiserstuhl;2020-09-27;231.0;149.0;5.0;...;144.0;40.0;104.0;135.0;4.0;...;19.0
4309;Klingnau;2020-09-27;2070.0;1225.0;13.0;8.0;1204.0;402.0;802.0;1190.0;21.0;...;64.0
4310;Koblenz;2020-09-27;799.0;427.0;5.0;...;422.0;133.0;289.0;427.0;8.0;...;15.0
4311;Leibstadt;2020-09-27;736.0;451.0;4.0;...;447.0;118.0;329.0;436.0;2.0;...;21.0
4312;Lengnau (AG);2020-09-27;1872.0;1107.0;19.0;...;1088.0;343.0;745.0;1087.0;10.0;...;51.0
4313;Leuggern;2020-09-27;1453.0;892.0;10.0;...;882.0;266.0;616.0;883.0;3.0;...;28.0
4314;Mellikon;2020-09-27;156.0;112.0;3.0;...;109.0;36.0;73.0;86.0;2.0;...;28.0
4315;Rekingen (AG);2020-09-27;524.0;313.0;7.0;...;306.0;87.0;219.0;305.0;1.0;...;14.0
4316;Rietheim;2020-09-27;413.0;228.0;4.0;...;224.0;63.0;161.0;232.0;5.0;...;12.0
4317;Rümikon;2020-09-27;186.0;115.0;1.0;...;114.0;36.0;78.0;118.0;5.0;...;4.0
4318;Schneisingen;2020-09-27;1098.0;739.0;17.0;...;722.0;205.0;517.0;704.0;8.0;...;50.0
4319;Siglistorf;2020-09-27;414.0;274.0;3.0;...;271.0;83.0;188.0;274.0;3.0;...;7.0
4320;Tegerfelden;2020-09-27;803.0;482.0;5.0;...;477.0;160.0;317.0;461.0;9.0;...;33.0
4322;Wislikofen;2020-09-27;245.0;176.0;2.0;...;174.0;56.0;118.0;178.0;3.0;...;6.0
4323;Bad Zurzach;2020-09-27;2284.0;1247.0;24.0;...;1223.0;433.0;790.0;1194.0;33.0;...;105.0
4330;nicht zuteilbar;2020-09-27;10845.0;2782.0;74.0;...;2708.0;1478.0;1230.0;2826.0;15.0;...;1.0
