BFSNR;NAME;DATUM;STIMMBERECHTIGTE;AUSL_SCHWEIZER;EINGELANGTE;LEERE;UNGUELTIGE;GUELTIGE;JA_STIMMEN;NEIN_STIMMEN;BRIEF_EINGEL;BRIEF_UNGUELTIG;EVOTING_EINGEL;URNEN_EINGEL
4062;Berikon;2018-11-25;3140.0;...;1488.0;10.0;...;1478.0;566.0;912.0;1495.0;27.0;...;26.0
4063;Bremgarten (AG);2018-11-25;5118.0;...;2331.0;18.0;2.0;2311.0;828.0;1483.0;2319.0;47.0;...;59.0
4064;Büttikon;2018-11-25;656.0;...;317.0;4.0;...;313.0;149.0;164.0;312.0;4.0;...;13.0
4065;Dottikon;2018-11-25;2007.0;...;821.0;9.0;...;812.0;359.0;453.0;822.0;28.0;...;43.0
4066;Eggenwil;2018-11-25;694.0;...;389.0;2.0;...;387.0;147.0;240.0;390.0;12.0;...;16.0
4067;Fischbach-Göslikon;2018-11-25;1081.0;...;462.0;4.0;...;458.0;203.0;255.0;472.0;12.0;...;4.0
4068;Hägglingen;2018-11-25;1693.0;...;765.0;4.0;1.0;760.0;310.0;450.0;760.0;14.0;...;43.0
4071;Jonen;2018-11-25;1408.0;...;698.0;2.0;...;696.0;217.0;479.0;694.0;2.0;...;6.0
4072;Niederwil (AG);2018-11-25;1898.0;...;842.0;5.0;...;837.0;390.0;447.0;824.0;14.0;...;33.0
4073;Oberlunkhofen;2018-11-25;1433.0;...;777.0;7.0;...;770.0;317.0;453.0;782.0;12.0;...;11.0
4074;Oberwil-Lieli;2018-11-25;1720.0;...;1015.0;3.0;...;1012.0;426.0;586.0;998.0;6.0;...;36.0
4075;Rudolfstetten-Friedlisberg;2018-11-25;2630.0;...;1162.0;6.0;4.0;1152.0;482.0;670.0;1143.0;9.0;...;30.0
4076;Sarmenstorf;2018-11-25;1962.0;...;876.0;7.0;...;869.0;379.0;490.0;847.0;8.0;...;43.0
4077;Tägerig;2018-11-25;960.0;...;420.0;...;...;420.0;191.0;229.0;410.0;1.0;...;12.0
4078;Uezwil;2018-11-25;355.0;...;168.0;...;...;168.0;71.0;97.0;165.0;1.0;...;4.0
4079;Unterlunkhofen;2018-11-25;1026.0;...;515.0;4.0;...;511.0;202.0;309.0;508.0;10.0;...;23.0
4080;Villmergen;2018-11-25;4086.0;...;1677.0;13.0;...;1664.0;819.0;845.0;1641.0;11.0;...;48.0
4081;Widen;2018-11-25;2549.0;...;1336.0;11.0;...;1325.0;493.0;832.0;1324.0;17.0;...;34.0
4082;Wohlen (AG);2018-11-25;8365.0;...;4070.0;43.0;...;4027.0;1619.0;2408.0;3875.0;59.0;...;306.0
4083;Zufikon;2018-11-25;2941.0;...;1477.0;7.0;...;1470.0;581.0;889.0;1458.0;12.0;...;36.0
4084;Islisberg;2018-11-25;432.0;...;239.0;2.0;...;237.0;91.0;146.0;243.0;6.0;...;3.0
4091;Auenstein;2018-11-25;1169.0;...;572.0;2.0;8.0;562.0;218.0;344.0;581.0;17.0;...;14.0
4092;Birr;2018-11-25;1925.0;...;747.0;2.0;...;745.0;315.0;430.0;766.0;22.0;...;13.0
4093;Birrhard;2018-11-25;531.0;...;239.0;...;...;239.0;123.0;116.0;234.0;5.0;...;10.0
4094;Bözen;2018-11-25;544.0;...;241.0;1.0;...;240.0;111.0;129.0;235.0;5.0;...;13.0
4095;Brugg;2018-11-25;6777.0;...;3586.0;28.0;...;3558.0;975.0;2583.0;3517.0;39.0;...;160.0
4096;Effingen;2018-11-25;410.0;...;202.0;1.0;...;201.0;91.0;110.0;186.0;3.0;...;19.0
4097;Elfingen;2018-11-25;227.0;...;107.0;...;...;107.0;36.0;71.0;106.0;2.0;...;4.0
4099;Habsburg;2018-11-25;336.0;...;199.0;5.0;...;194.0;89.0;105.0;199.0;2.0;...;4.0
4100;Hausen (AG);2018-11-25;2281.0;...;1077.0;4.0;...;1073.0;439.0;634.0;1084.0;15.0;...;11.0
4104;Lupfig;2018-11-25;2102.0;...;1003.0;14.0;...;989.0;435.0;554.0;998.0;10.0;...;18.0
4105;Mandach;2018-11-25;241.0;...;117.0;...;...;117.0;69.0;48.0;102.0;...;...;15.0
4106;Mönthal;2018-11-25;298.0;...;147.0;1.0;...;146.0;76.0;70.0;149.0;2.0;...;3.0
4107;Mülligen;2018-11-25;740.0;...;324.0;2.0;1.0;321.0;125.0;196.0;322.0;4.0;...;7.0
4110;Remigen;2018-11-25;764.0;...;416.0;...;...;416.0;170.0;246.0;418.0;3.0;...;5.0
4111;Riniken;2018-11-25;982.0;...;531.0;6.0;...;525.0;181.0;344.0;529.0;9.0;...;14.0
4112;Rüfenach;2018-11-25;636.0;...;343.0;2.0;...;341.0;124.0;217.0;344.0;4.0;...;8.0
4114;Schinznach-Bad;2018-11-25;779.0;...;366.0;1.0;...;365.0;162.0;203.0;371.0;6.0;...;2.0
4117;Thalheim (AG);2018-11-25;634.0;...;340.0;1.0;1.0;338.0;168.0;170.0;332.0;3.0;...;14.0
4120;Veltheim (AG);2018-11-25;1000.0;...;494.0;5.0;4.0;485.0;203.0;282.0;485.0;9.0;...;22.0
4121;Villigen;2018-11-25;1266.0;...;639.0;2.0;2.0;635.0;262.0;373.0;619.0;13.0;...;41.0
4122;Villnachern;2018-11-25;1102.0;...;562.0;3.0;...;559.0;195.0;364.0;590.0;11.0;...;6.0
4123;Windisch;2018-11-25;4449.0;...;2112.0;5.0;...;2107.0;600.0;1507.0;2092.0;22.0;...;43.0
4124;Bözberg;2018-11-25;1187.0;...;602.0;4.0;...;598.0;292.0;306.0;598.0;4.0;...;11.0
4125;Schinznach;2018-11-25;1576.0;...;814.0;8.0;...;806.0;301.0;505.0;788.0;8.0;...;44.0
4131;Beinwil am See;2018-11-25;2308.0;...;1149.0;9.0;...;1140.0;457.0;683.0;1135.0;11.0;...;30.0
4132;Birrwil;2018-11-25;873.0;...;468.0;...;...;468.0;175.0;293.0;466.0;5.0;...;14.0
4133;Burg (AG);2018-11-25;562.0;...;231.0;6.0;...;225.0;106.0;119.0;208.0;...;...;23.0
4134;Dürrenäsch;2018-11-25;886.0;...;418.0;8.0;...;410.0;265.0;145.0;416.0;6.0;...;9.0
4135;Gontenschwil;2018-11-25;1476.0;...;625.0;4.0;...;621.0;327.0;294.0;572.0;6.0;...;62.0
4136;Holziken;2018-11-25;996.0;...;413.0;...;...;413.0;242.0;171.0;396.0;1.0;...;20.0
4137;Leimbach (AG);2018-11-25;324.0;...;168.0;1.0;...;167.0;68.0;99.0;167.0;2.0;...;5.0
4138;Leutwil;2018-11-25;587.0;...;321.0;5.0;...;316.0;173.0;143.0;275.0;5.0;...;54.0
4139;Menziken;2018-11-25;3160.0;...;1235.0;14.0;...;1221.0;578.0;643.0;1225.0;6.0;...;25.0
4140;Oberkulm;2018-11-25;1707.0;...;816.0;9.0;...;807.0;411.0;396.0;799.0;5.0;...;28.0
4141;Reinach (AG);2018-11-25;4327.0;...;1606.0;6.0;4.0;1596.0;793.0;803.0;1586.0;15.0;...;55.0
4142;Schlossrued;2018-11-25;633.0;...;277.0;4.0;...;273.0;139.0;134.0;249.0;1.0;...;37.0
4143;Schmiedrued;2018-11-25;878.0;...;403.0;10.0;...;393.0;214.0;179.0;379.0;2.0;...;28.0
4144;Schöftland;2018-11-25;3064.0;...;1299.0;8.0;...;1291.0;522.0;769.0;1344.0;15.0;...;11.0
4145;Teufenthal (AG);2018-11-25;1057.0;...;449.0;1.0;...;448.0;219.0;229.0;428.0;4.0;...;29.0
4146;Unterkulm;2018-11-25;1811.0;...;806.0;8.0;4.0;794.0;375.0;419.0;798.0;17.0;...;25.0
4147;Zetzwil;2018-11-25;944.0;...;477.0;5.0;...;472.0;218.0;254.0;452.0;1.0;...;26.0
4161;Eiken;2018-11-25;1480.0;...;596.0;6.0;...;590.0;240.0;350.0;579.0;2.0;...;20.0
4163;Frick;2018-11-25;3356.0;...;1497.0;12.0;2.0;1483.0;577.0;906.0;1494.0;21.0;...;38.0
4164;Gansingen;2018-11-25;766.0;...;424.0;6.0;...;418.0;178.0;240.0;407.0;3.0;...;23.0
4165;Gipf-Oberfrick;2018-11-25;2489.0;...;1201.0;11.0;...;1190.0;415.0;775.0;1147.0;16.0;...;82.0
4166;Herznach;2018-11-25;1058.0;...;544.0;...;2.0;542.0;245.0;297.0;530.0;6.0;...;20.0
4167;Hornussen;2018-11-25;629.0;...;265.0;3.0;...;262.0;114.0;148.0;250.0;2.0;...;18.0
4169;Kaisten;2018-11-25;1807.0;...;818.0;7.0;1.0;810.0;320.0;490.0;822.0;9.0;...;38.0
4170;Laufenburg;2018-11-25;1966.0;...;970.0;4.0;...;966.0;386.0;580.0;959.0;6.0;...;22.0
4172;Münchwilen (AG);2018-11-25;555.0;...;262.0;2.0;...;260.0;128.0;132.0;244.0;1.0;...;19.0
4173;Oberhof;2018-11-25;409.0;...;205.0;2.0;...;203.0;93.0;110.0;187.0;...;...;18.0
4175;Oeschgen;2018-11-25;693.0;...;328.0;...;...;328.0;148.0;180.0;309.0;2.0;...;22.0
4176;Schwaderloch;2018-11-25;426.0;...;175.0;1.0;...;174.0;102.0;72.0;174.0;4.0;...;7.0
4177;Sisseln;2018-11-25;988.0;...;352.0;3.0;...;349.0;201.0;148.0;348.0;4.0;...;8.0
4179;Ueken;2018-11-25;605.0;...;278.0;...;...;278.0;123.0;155.0;270.0;2.0;...;10.0
4181;Wittnau;2018-11-25;954.0;...;469.0;4.0;...;465.0;180.0;285.0;458.0;4.0;...;17.0
4182;Wölflinswil;2018-11-25;755.0;...;374.0;3.0;...;371.0;160.0;211.0;371.0;4.0;...;9.0
4183;Zeihen;2018-11-25;800.0;...;396.0;5.0;...;391.0;185.0;206.0;389.0;8.0;...;17.0
4184;Mettauertal;2018-11-25;1461.0;...;754.0;4.0;1.0;749.0;313.0;436.0;753.0;10.0;...;19.0
4191;Ammerswil;2018-11-25;474.0;...;209.0;1.0;...;208.0;89.0;119.0;211.0;5.0;...;4.0
4192;Boniswil;2018-11-25;1009.0;...;503.0;6.0;...;497.0;214.0;283.0;512.0;8.0;...;3.0
4193;Brunegg;2018-11-25;533.0;...;211.0;5.0;...;206.0;101.0;105.0;215.0;7.0;...;5.0
4194;Dintikon;2018-11-25;1321.0;...;615.0;6.0;...;609.0;326.0;283.0;614.0;6.0;...;7.0
4195;Egliswil;2018-11-25;1039.0;...;531.0;6.0;...;525.0;215.0;310.0;520.0;...;...;23.0
4196;Fahrwangen;2018-11-25;1327.0;...;511.0;5.0;...;506.0;230.0;276.0;509.0;8.0;...;14.0
4197;Hallwil;2018-11-25;602.0;...;240.0;2.0;...;238.0;119.0;119.0;231.0;3.0;...;13.0
4198;Hendschiken;2018-11-25;834.0;...;317.0;1.0;...;316.0;134.0;182.0;316.0;1.0;...;3.0
4199;Holderbank (AG);2018-11-25;738.0;...;276.0;3.0;...;273.0;153.0;120.0;278.0;4.0;...;3.0
4200;Hunzenschwil;2018-11-25;2334.0;...;825.0;10.0;...;815.0;415.0;400.0;801.0;4.0;...;34.0
4201;Lenzburg;2018-11-25;6385.0;...;3083.0;15.0;...;3068.0;822.0;2246.0;3048.0;39.0;...;129.0
4202;Meisterschwanden;2018-11-25;2089.0;...;1007.0;13.0;...;994.0;420.0;574.0;1006.0;9.0;...;19.0
4203;Möriken-Wildegg;2018-11-25;2813.0;...;1412.0;6.0;...;1406.0;540.0;866.0;1397.0;6.0;...;23.0
4204;Niederlenz;2018-11-25;2671.0;...;1121.0;10.0;...;1111.0;383.0;728.0;1117.0;22.0;...;36.0
4205;Othmarsingen;2018-11-25;1729.0;...;686.0;4.0;...;682.0;298.0;384.0;688.0;7.0;...;28.0
4206;Rupperswil;2018-11-25;3435.0;...;1458.0;12.0;...;1446.0;630.0;816.0;1456.0;24.0;...;29.0
4207;Schafisheim;2018-11-25;1974.0;...;985.0;9.0;...;976.0;407.0;569.0;993.0;22.0;...;24.0
4208;Seengen;2018-11-25;2816.0;...;1452.0;6.0;...;1446.0;550.0;896.0;1415.0;14.0;...;58.0
4209;Seon;2018-11-25;3202.0;...;1817.0;31.0;11.0;1775.0;794.0;981.0;1877.0;55.0;...;54.0
4210;Staufen;2018-11-25;2236.0;...;1189.0;6.0;...;1183.0;419.0;764.0;1179.0;6.0;...;19.0
4221;Abtwil;2018-11-25;652.0;...;297.0;1.0;...;296.0;128.0;168.0;290.0;3.0;...;13.0
4222;Aristau;2018-11-25;1018.0;...;442.0;4.0;1.0;437.0;156.0;281.0;438.0;9.0;...;17.0
4223;Auw;2018-11-25;1285.0;...;507.0;5.0;...;502.0;194.0;308.0;513.0;11.0;...;8.0
4224;Beinwil (Freiamt);2018-11-25;814.0;...;391.0;4.0;...;387.0;179.0;208.0;390.0;4.0;...;10.0
4226;Besenbüren;2018-11-25;428.0;...;227.0;1.0;...;226.0;95.0;131.0;222.0;5.0;...;12.0
4227;Bettwil;2018-11-25;451.0;...;244.0;3.0;...;241.0;102.0;139.0;212.0;1.0;...;35.0
4228;Boswil;2018-11-25;1853.0;...;762.0;7.0;...;755.0;371.0;384.0;751.0;1.0;...;17.0
4229;Bünzen;2018-11-25;733.0;...;382.0;5.0;...;377.0;184.0;193.0;383.0;7.0;...;13.0
4230;Buttwil;2018-11-25;866.0;...;402.0;2.0;...;400.0;157.0;243.0;376.0;4.0;...;37.0
4231;Dietwil;2018-11-25;877.0;...;387.0;1.0;...;386.0;186.0;200.0;389.0;6.0;...;7.0
4232;Geltwil;2018-11-25;149.0;...;70.0;2.0;...;68.0;28.0;40.0;70.0;1.0;...;2.0
4233;Kallern;2018-11-25;260.0;...;140.0;1.0;...;139.0;60.0;79.0;123.0;...;...;17.0
4234;Merenschwand;2018-11-25;2285.0;...;1078.0;2.0;...;1076.0;419.0;657.0;1056.0;8.0;...;34.0
4235;Mühlau;2018-11-25;779.0;...;331.0;1.0;...;330.0;141.0;189.0;335.0;5.0;...;4.0
4236;Muri (AG);2018-11-25;4964.0;...;2158.0;21.0;...;2137.0;793.0;1344.0;2139.0;18.0;...;49.0
4237;Oberrüti;2018-11-25;1033.0;...;476.0;2.0;...;474.0;154.0;320.0;480.0;10.0;...;10.0
4238;Rottenschwil;2018-11-25;619.0;...;281.0;...;...;281.0;132.0;149.0;274.0;2.0;...;10.0
4239;Sins;2018-11-25;2728.0;...;1246.0;12.0;...;1234.0;455.0;779.0;1231.0;13.0;...;35.0
4240;Waltenschwil;2018-11-25;2044.0;...;893.0;9.0;...;884.0;379.0;505.0;860.0;10.0;...;44.0
4251;Hellikon;2018-11-25;608.0;...;288.0;2.0;1.0;285.0;143.0;142.0;298.0;7.0;...;3.0
4252;Kaiseraugst;2018-11-25;3244.0;...;1290.0;4.0;...;1286.0;512.0;774.0;1320.0;20.0;...;35.0
4253;Magden;2018-11-25;2674.0;...;1377.0;8.0;...;1369.0;449.0;920.0;1363.0;18.0;...;39.0
4254;Möhlin;2018-11-25;6681.0;...;2887.0;42.0;...;2845.0;1188.0;1657.0;2920.0;68.0;...;82.0
4255;Mumpf;2018-11-25;849.0;...;341.0;2.0;...;339.0;153.0;186.0;348.0;4.0;...;3.0
4256;Obermumpf;2018-11-25;770.0;...;291.0;1.0;...;290.0;122.0;168.0;292.0;2.0;...;3.0
4257;Olsberg;2018-11-25;266.0;...;155.0;1.0;...;154.0;56.0;98.0;156.0;3.0;...;6.0
4258;Rheinfelden;2018-11-25;7667.0;...;3459.0;31.0;...;3428.0;1088.0;2340.0;3419.0;50.0;...;115.0
4259;Schupfart;2018-11-25;577.0;...;248.0;...;...;248.0;104.0;144.0;251.0;2.0;...;3.0
4260;Stein (AG);2018-11-25;1588.0;...;607.0;3.0;...;604.0;266.0;338.0;586.0;10.0;...;32.0
4261;Wallbach;2018-11-25;1374.0;...;585.0;4.0;...;581.0;258.0;323.0;573.0;8.0;...;21.0
4262;Wegenstetten;2018-11-25;775.0;...;340.0;6.0;...;334.0;150.0;184.0;337.0;4.0;...;9.0
4263;Zeiningen;2018-11-25;1592.0;...;689.0;7.0;3.0;679.0;214.0;465.0;686.0;13.0;...;16.0
4264;Zuzgen;2018-11-25;631.0;...;308.0;8.0;...;300.0;138.0;162.0;304.0;8.0;...;15.0
4271;Aarburg;2018-11-25;3867.0;...;1478.0;17.0;1.0;1460.0;590.0;870.0;1448.0;18.0;...;59.0
4272;Attelwil;2018-11-25;231.0;...;126.0;2.0;...;124.0;75.0;49.0;94.0;2.0;...;40.0
4273;Bottenwil;2018-11-25;599.0;...;274.0;3.0;...;271.0;105.0;166.0;259.0;3.0;...;21.0
4274;Brittnau;2018-11-25;2869.0;...;1311.0;13.0;...;1298.0;556.0;742.0;1263.0;13.0;...;69.0
4275;Kirchleerau;2018-11-25;616.0;...;289.0;3.0;...;286.0;154.0;132.0;270.0;...;...;21.0
4276;Kölliken;2018-11-25;2846.0;...;1233.0;12.0;...;1221.0;533.0;688.0;1178.0;20.0;...;80.0
4277;Moosleerau;2018-11-25;648.0;...;303.0;...;...;303.0;157.0;146.0;295.0;4.0;...;15.0
4279;Murgenthal;2018-11-25;1997.0;...;806.0;14.0;...;792.0;406.0;386.0;729.0;13.0;...;92.0
4280;Oftringen;2018-11-25;7241.0;...;2688.0;22.0;...;2666.0;1152.0;1514.0;2571.0;13.0;...;137.0
4281;Reitnau;2018-11-25;855.0;...;433.0;6.0;...;427.0;204.0;223.0;418.0;...;...;20.0
4282;Rothrist;2018-11-25;5697.0;...;2089.0;18.0;...;2071.0;961.0;1110.0;2018.0;39.0;...;118.0
4283;Safenwil;2018-11-25;2458.0;...;983.0;10.0;...;973.0;470.0;503.0;914.0;8.0;...;85.0
4284;Staffelbach;2018-11-25;892.0;...;361.0;3.0;...;358.0;179.0;179.0;363.0;8.0;...;8.0
4285;Strengelbach;2018-11-25;2964.0;...;1276.0;13.0;...;1263.0;481.0;782.0;1209.0;22.0;...;102.0
4286;Uerkheim;2018-11-25;1023.0;...;436.0;7.0;...;429.0;215.0;214.0;432.0;5.0;...;14.0
4287;Vordemwald;2018-11-25;1463.0;...;656.0;6.0;...;650.0;271.0;379.0;629.0;16.0;...;45.0
4288;Wiliberg;2018-11-25;139.0;...;91.0;1.0;...;90.0;52.0;38.0;85.0;...;...;7.0
4289;Zofingen;2018-11-25;7901.0;...;4077.0;32.0;1.0;4044.0;1233.0;2811.0;4000.0;55.0;...;151.0
4301;Baldingen;2018-11-25;197.0;...;99.0;1.0;...;98.0;36.0;62.0;92.0;1.0;...;9.0
4302;Böbikon;2018-11-25;139.0;...;73.0;...;...;73.0;31.0;42.0;52.0;...;...;21.0
4303;Böttstein;2018-11-25;2020.0;...;915.0;4.0;1.0;910.0;413.0;497.0;917.0;22.0;...;23.0
4304;Döttingen;2018-11-25;1977.0;...;889.0;12.0;...;877.0;366.0;511.0;872.0;10.0;...;28.0
4305;Endingen;2018-11-25;1631.0;...;858.0;6.0;...;852.0;296.0;556.0;831.0;10.0;...;38.0
4306;Fisibach;2018-11-25;264.0;...;138.0;1.0;...;137.0;69.0;68.0;134.0;4.0;...;11.0
4307;Full-Reuenthal;2018-11-25;577.0;...;292.0;6.0;1.0;285.0;129.0;156.0;270.0;...;...;35.0
4308;Kaiserstuhl;2018-11-25;237.0;...;149.0;...;...;149.0;46.0;103.0;128.0;1.0;...;22.0
4309;Klingnau;2018-11-25;2072.0;...;974.0;3.0;...;971.0;342.0;629.0;954.0;18.0;...;40.0
4310;Koblenz;2018-11-25;810.0;...;355.0;3.0;1.0;351.0;161.0;190.0;337.0;2.0;...;20.0
4311;Leibstadt;2018-11-25;740.0;...;344.0;...;...;344.0;177.0;167.0;326.0;2.0;...;20.0
4312;Lengnau (AG);2018-11-25;1864.0;...;915.0;1.0;...;914.0;398.0;516.0;882.0;8.0;...;49.0
4313;Leuggern;2018-11-25;1450.0;...;714.0;...;...;714.0;336.0;378.0;692.0;2.0;...;27.0
4314;Mellikon;2018-11-25;149.0;...;81.0;...;...;81.0;24.0;57.0;59.0;...;...;24.0
4315;Rekingen (AG);2018-11-25;535.0;...;240.0;1.0;...;239.0;123.0;116.0;232.0;1.0;...;11.0
4316;Rietheim;2018-11-25;388.0;...;166.0;3.0;1.0;162.0;68.0;94.0;161.0;1.0;...;9.0
4317;Rümikon;2018-11-25;176.0;...;80.0;...;...;80.0;41.0;39.0;76.0;...;...;5.0
4318;Schneisingen;2018-11-25;1089.0;...;577.0;5.0;...;572.0;239.0;333.0;547.0;6.0;...;39.0
4319;Siglistorf;2018-11-25;393.0;...;219.0;...;...;219.0;101.0;118.0;212.0;...;...;8.0
4320;Tegerfelden;2018-11-25;785.0;...;339.0;2.0;...;337.0;125.0;212.0;324.0;1.0;...;16.0
4322;Wislikofen;2018-11-25;242.0;...;151.0;1.0;...;150.0;51.0;99.0;151.0;...;...;3.0
4323;Bad Zurzach;2018-11-25;2298.0;...;1057.0;3.0;...;1054.0;395.0;659.0;996.0;18.0;...;89.0
