BFSNR;NAME;DATUM;STIMMBERECHTIGTE;EINGELANGTE;LEERE;UNGUELTIGE;GUELTIGE;JA_STIMMEN;NEIN_STIMMEN;EINGELBRIEF;UNGUELTIGBRIEF;EINGELURNEN
4082;Wohlen (AG);2020-09-27;8446.0;4268.0;217.0;0.0;4051.0;2109.0;1942.0;4400.0;82.0;293.0
4083;Zufikon;2020-09-27;2994.0;1691.0;88.0;0.0;1603.0;926.0;677.0;1841.0;18.0;57.0
4084;Islisberg;2020-09-27;441.0;266.0;7.0;1.0;258.0;90.0;168.0;300.0;9.0;3.0
4091;Auenstein;2020-09-27;1177.0;708.0;39.0;0.0;669.0;381.0;288.0;752.0;8.0;20.0
4092;Birr;2020-09-27;2022.0;888.0;41.0;1.0;846.0;485.0;361.0;988.0;35.0;22.0
4093;Birrhard;2020-09-27;539.0;277.0;14.0;0.0;263.0;135.0;128.0;291.0;0.0;11.0
4094;Bözen;2020-09-27;574.0;309.0;17.0;0.0;292.0;134.0;158.0;340.0;7.0;15.0
4095;Brugg;2020-09-27;7683.0;4370.0;261.0;0.0;4109.0;2567.0;1542.0;4567.0;63.0;161.0
4096;Effingen;2020-09-27;421.0;236.0;13.0;0.0;223.0;122.0;101.0;254.0;3.0;10.0
4097;Elfingen;2020-09-27;227.0;132.0;13.0;0.0;119.0;54.0;65.0;140.0;2.0;5.0
4099;Habsburg;2020-09-27;334.0;218.0;12.0;0.0;206.0;129.0;77.0;233.0;2.0;1.0
4100;Hausen (AG);2020-09-27;2285.0;1283.0;78.0;0.0;1205.0;737.0;468.0;1403.0;17.0;12.0
4104;Lupfig;2020-09-27;2113.0;1173.0;54.0;0.0;1119.0;684.0;435.0;1285.0;15.0;15.0
4105;Mandach;2020-09-27;237.0;150.0;3.0;0.0;147.0;42.0;105.0;137.0;1.0;16.0
4106;Mönthal;2020-09-27;295.0;163.0;13.0;0.0;150.0;59.0;91.0;181.0;4.0;0.0
4107;Mülligen;2020-09-27;704.0;358.0;16.0;0.0;342.0;176.0;166.0;383.0;8.0;14.0
4110;Remigen;2020-09-27;858.0;440.0;31.0;1.0;408.0;249.0;159.0;469.0;8.0;7.0
4111;Riniken;2020-09-27;962.0;535.0;22.0;0.0;513.0;261.0;252.0;556.0;8.0;17.0
4112;Rüfenach;2020-09-27;617.0;397.0;15.0;0.0;382.0;218.0;164.0;431.0;8.0;3.0
4117;Thalheim (AG);2020-09-27;612.0;392.0;28.0;0.0;364.0;153.0;211.0;426.0;14.0;1.0
4120;Veltheim (AG);2020-09-27;1007.0;541.0;22.0;2.0;517.0;253.0;264.0;581.0;10.0;11.0
4121;Villigen;2020-09-27;1310.0;766.0;31.0;0.0;735.0;410.0;325.0;822.0;15.0;15.0
4122;Villnachern;2020-09-27;1112.0;650.0;31.0;1.0;618.0;338.0;280.0;705.0;13.0;13.0
4123;Windisch;2020-09-27;4465.0;2460.0;136.0;3.0;2321.0;1564.0;757.0;2626.0;40.0;40.0
4124;Bözberg;2020-09-27;1221.0;698.0;39.0;0.0;659.0;338.0;321.0;750.0;6.0;13.0
4125;Schinznach;2020-09-27;1599.0;945.0;60.0;1.0;884.0;403.0;481.0;1002.0;13.0;17.0
4131;Beinwil am See;2020-09-27;2369.0;1349.0;78.0;0.0;1271.0;704.0;567.0;1443.0;14.0;46.0
4132;Birrwil;2020-09-27;870.0;535.0;26.0;1.0;508.0;270.0;238.0;552.0;7.0;17.0
4133;Burg (AG);2020-09-27;554.0;253.0;13.0;0.0;240.0;101.0;139.0;259.0;2.0;12.0
4134;Dürrenäsch;2020-09-27;911.0;573.0;18.0;0.0;555.0;168.0;387.0;598.0;7.0;12.0
4135;Gontenschwil;2020-09-27;1468.0;762.0;29.0;0.0;733.0;295.0;438.0;813.0;13.0;19.0
4136;Holziken;2020-09-27;1010.0;503.0;38.0;0.0;465.0;230.0;235.0;510.0;7.0;41.0
4137;Leimbach (AG);2020-09-27;355.0;187.0;5.0;0.0;182.0;96.0;86.0;207.0;5.0;4.0
4138;Leutwil;2020-09-27;563.0;368.0;6.0;2.0;360.0;142.0;218.0;377.0;10.0;16.0
4139;Menziken;2020-09-27;3273.0;1490.0;119.0;2.0;1369.0;658.0;711.0;1625.0;14.0;43.0
4140;Oberkulm;2020-09-27;1714.0;894.0;33.0;1.0;860.0;375.0;485.0;927.0;24.0;42.0
4141;Reinach (AG);2020-09-27;4404.0;1893.0;88.0;26.0;1779.0;929.0;850.0;2076.0;46.0;34.0
4142;Schlossrued;2020-09-27;628.0;310.0;14.0;0.0;296.0;109.0;187.0;330.0;3.0;12.0
4143;Schmiedrued;2020-09-27;854.0;435.0;26.0;0.0;409.0;169.0;240.0;472.0;1.0;12.0
4144;Schöftland;2020-09-27;3100.0;1604.0;103.0;0.0;1501.0;798.0;703.0;1779.0;24.0;13.0
4145;Teufenthal (AG);2020-09-27;1051.0;549.0;14.0;0.0;535.0;270.0;265.0;590.0;10.0;21.0
4146;Unterkulm;2020-09-27;1881.0;922.0;31.0;18.0;873.0;411.0;462.0;1016.0;21.0;10.0
4147;Zetzwil;2020-09-27;966.0;568.0;31.0;3.0;534.0;239.0;295.0;618.0;10.0;4.0
4161;Eiken;2020-09-27;1468.0;664.0;31.0;0.0;633.0;290.0;343.0;715.0;29.0;28.0
4163;Frick;2020-09-27;3419.0;1695.0;85.0;1.0;1609.0;883.0;726.0;1797.0;16.0;39.0
4164;Gansingen;2020-09-27;791.0;489.0;17.0;0.0;472.0;207.0;265.0;515.0;3.0;13.0
4165;Gipf-Oberfrick;2020-09-27;2605.0;1504.0;75.0;0.0;1429.0;749.0;680.0;1533.0;27.0;90.0
4166;Herznach;2020-09-27;1063.0;630.0;37.0;0.0;593.0;261.0;332.0;665.0;9.0;20.0
4167;Hornussen;2020-09-27;639.0;294.0;12.0;0.0;282.0;110.0;172.0;310.0;4.0;17.0
4169;Kaisten;2020-09-27;1818.0;940.0;37.0;0.0;903.0;424.0;479.0;997.0;3.0;11.0
4170;Laufenburg;2020-09-27;2004.0;1104.0;65.0;0.0;1039.0;454.0;585.0;1163.0;11.0;26.0
4172;Münchwilen (AG);2020-09-27;596.0;288.0;15.0;0.0;273.0;150.0;123.0;318.0;4.0;4.0
4173;Oberhof;2020-09-27;405.0;226.0;10.0;0.0;216.0;97.0;119.0;222.0;3.0;18.0
4175;Oeschgen;2020-09-27;716.0;378.0;12.0;0.0;366.0;168.0;198.0;376.0;2.0;30.0
4176;Schwaderloch;2020-09-27;428.0;217.0;10.0;0.0;207.0;75.0;132.0;242.0;5.0;6.0
4177;Sisseln;2020-09-27;968.0;421.0;18.0;1.0;402.0;229.0;173.0;461.0;12.0;16.0
4179;Ueken;2020-09-27;616.0;329.0;19.0;0.0;310.0;198.0;112.0;351.0;9.0;13.0
4181;Wittnau;2020-09-27;994.0;563.0;25.0;0.0;538.0;257.0;281.0;616.0;2.0;8.0
4182;Wölflinswil;2020-09-27;761.0;442.0;19.0;0.0;423.0;174.0;249.0;478.0;18.0;4.0
4183;Zeihen;2020-09-27;787.0;480.0;13.0;0.0;467.0;186.0;281.0;519.0;3.0;10.0
4184;Mettauertal;2020-09-27;1452.0;802.0;50.0;0.0;752.0;349.0;403.0;864.0;8.0;16.0
4191;Ammerswil;2020-09-27;491.0;276.0;20.0;0.0;256.0;140.0;116.0;285.0;2.0;12.0
4192;Boniswil;2020-09-27;1050.0;629.0;24.0;0.0;605.0;263.0;342.0;660.0;2.0;18.0
4193;Brunegg;2020-09-27;534.0;248.0;16.0;0.0;232.0;129.0;103.0;261.0;1.0;10.0
4194;Dintikon;2020-09-27;1355.0;710.0;28.0;0.0;682.0;359.0;323.0;771.0;15.0;7.0
4195;Egliswil;2020-09-27;1060.0;596.0;11.0;0.0;585.0;233.0;352.0;629.0;7.0;25.0
4196;Fahrwangen;2020-09-27;1434.0;676.0;40.0;0.0;636.0;338.0;298.0;748.0;12.0;20.0
4197;Hallwil;2020-09-27;629.0;316.0;16.0;0.0;300.0;147.0;153.0;358.0;7.0;7.0
4198;Hendschiken;2020-09-27;865.0;401.0;15.0;0.0;386.0;206.0;180.0;448.0;18.0;5.0
4199;Holderbank (AG);2020-09-27;769.0;346.0;17.0;0.0;329.0;174.0;155.0;377.0;6.0;11.0
4200;Hunzenschwil;2020-09-27;2355.0;1038.0;59.0;0.0;979.0;461.0;518.0;1108.0;3.0;44.0
4201;Lenzburg;2020-09-27;6555.0;3685.0;0.0;199.0;3486.0;2098.0;1388.0;3876.0;76.0;176.0
4202;Meisterschwanden;2020-09-27;2087.0;1194.0;66.0;0.0;1128.0;638.0;490.0;1286.0;11.0;32.0
4203;Möriken-Wildegg;2020-09-27;2891.0;1659.0;71.0;1.0;1587.0;911.0;676.0;1763.0;14.0;28.0
4204;Niederlenz;2020-09-27;2701.0;1366.0;71.0;1.0;1294.0;704.0;590.0;1444.0;35.0;45.0
4205;Othmarsingen;2020-09-27;1774.0;862.0;37.0;0.0;825.0;414.0;411.0;952.0;24.0;22.0
4206;Rupperswil;2020-09-27;3425.0;1704.0;91.0;0.0;1613.0;810.0;803.0;1884.0;29.0;23.0
4207;Schafisheim;2020-09-27;1946.0;1121.0;75.0;0.0;1046.0;485.0;561.0;1195.0;16.0;21.0
4208;Seengen;2020-09-27;2978.0;1800.0;54.0;0.0;1746.0;805.0;941.0;1907.0;33.0;62.0
4209;Seon;2020-09-27;3176.0;1740.0;78.0;28.0;1634.0;747.0;887.0;1813.0;38.0;70.0
4210;Staufen;2020-09-27;2657.0;1596.0;92.0;0.0;1504.0;872.0;632.0;1686.0;25.0;26.0
4221;Abtwil;2020-09-27;632.0;315.0;11.0;0.0;304.0;123.0;181.0;349.0;4.0;15.0
4222;Aristau;2020-09-27;1010.0;545.0;38.0;2.0;505.0;261.0;244.0;600.0;11.0;21.0
4223;Auw;2020-09-27;1308.0;641.0;18.0;0.0;623.0;319.0;304.0;721.0;14.0;23.0
4224;Beinwil (Freiamt);2020-09-27;852.0;490.0;20.0;3.0;467.0;251.0;216.0;567.0;3.0;5.0
4226;Besenbüren;2020-09-27;444.0;270.0;17.0;0.0;253.0;134.0;119.0;292.0;2.0;5.0
4227;Bettwil;2020-09-27;472.0;298.0;14.0;0.0;284.0;131.0;153.0;305.0;0.0;9.0
4228;Boswil;2020-09-27;1845.0;910.0;35.0;0.0;875.0;450.0;425.0;979.0;31.0;28.0
4229;Bünzen;2020-09-27;751.0;435.0;16.0;0.0;419.0;206.0;213.0;473.0;5.0;21.0
4230;Buttwil;2020-09-27;871.0;492.0;18.0;0.0;474.0;226.0;248.0;528.0;9.0;27.0
4231;Dietwil;2020-09-27;881.0;468.0;21.0;0.0;447.0;211.0;236.0;529.0;5.0;13.0
4232;Geltwil;2020-09-27;153.0;94.0;5.0;0.0;89.0;55.0;34.0;94.0;0.0;4.0
4233;Kallern;2020-09-27;270.0;173.0;7.0;0.0;166.0;79.0;87.0;157.0;0.0;22.0
4234;Merenschwand;2020-09-27;2341.0;1305.0;69.0;0.0;1236.0;664.0;572.0;1403.0;10.0;43.0
4235;Mühlau;2020-09-27;800.0;446.0;17.0;0.0;429.0;183.0;246.0;501.0;5.0;7.0
4236;Muri (AG);2020-09-27;5238.0;2585.0;124.0;0.0;2461.0;1360.0;1101.0;2822.0;45.0;76.0
4237;Oberrüti;2020-09-27;1039.0;543.0;28.0;0.0;515.0;241.0;274.0;628.0;12.0;10.0
4238;Rottenschwil;2020-09-27;669.0;357.0;26.0;0.0;331.0;163.0;168.0;385.0;1.0;19.0
4239;Sins;2020-09-27;2746.0;1362.0;50.0;0.0;1312.0;726.0;586.0;1527.0;19.0;45.0
4240;Waltenschwil;2020-09-27;2068.0;1073.0;40.0;0.0;1033.0;523.0;510.0;1161.0;9.0;40.0
4251;Hellikon;2020-09-27;610.0;348.0;7.0;0.0;341.0;163.0;178.0;364.0;4.0;4.0
4252;Kaiseraugst;2020-09-27;3226.0;1541.0;82.0;0.0;1459.0;808.0;651.0;1662.0;16.0;54.0
4253;Magden;2020-09-27;2666.0;1522.0;92.0;1.0;1429.0;824.0;605.0;1654.0;33.0;31.0
4254;Möhlin;2020-09-27;6754.0;3046.0;193.0;0.0;2853.0;1784.0;1069.0;3333.0;60.0;87.0
4255;Mumpf;2020-09-27;883.0;416.0;27.0;0.0;389.0;229.0;160.0;454.0;7.0;7.0
4256;Obermumpf;2020-09-27;730.0;350.0;23.0;0.0;327.0;167.0;160.0;385.0;13.0;6.0
4257;Olsberg;2020-09-27;267.0;169.0;5.0;0.0;164.0;80.0;84.0;179.0;4.0;4.0
4258;Rheinfelden;2020-09-27;7609.0;3776.0;257.0;0.0;3519.0;2100.0;1419.0;4027.0;41.0;178.0
4259;Schupfart;2020-09-27;562.0;321.0;15.0;0.0;306.0;148.0;158.0;338.0;3.0;6.0
4260;Stein (AG);2020-09-27;1593.0;709.0;40.0;0.0;669.0;371.0;298.0;753.0;16.0;29.0
4261;Wallbach;2020-09-27;1400.0;761.0;60.0;0.0;701.0;376.0;325.0;821.0;13.0;19.0
4262;Wegenstetten;2020-09-27;771.0;411.0;24.0;0.0;387.0;190.0;197.0;440.0;6.0;12.0
4263;Zeiningen;2020-09-27;1624.0;826.0;51.0;1.0;774.0;480.0;294.0;885.0;8.0;16.0
4264;Zuzgen;2020-09-27;639.0;347.0;10.0;0.0;337.0;152.0;185.0;367.0;5.0;12.0
4271;Aarburg;2020-09-27;3992.0;1746.0;119.0;2.0;1625.0;1101.0;524.0;1894.0;46.0;50.0
4273;Bottenwil;2020-09-27;602.0;333.0;13.0;0.0;320.0;154.0;166.0;346.0;10.0;19.0
4274;Brittnau;2020-09-27;2887.0;1586.0;85.0;0.0;1501.0;876.0;625.0;1646.0;16.0;91.0
4275;Kirchleerau;2020-09-27;628.0;374.0;24.0;0.0;350.0;174.0;176.0;381.0;1.0;11.0
4276;Kölliken;2020-09-27;2897.0;1458.0;98.0;0.0;1360.0;726.0;634.0;1599.0;28.0;27.0
4277;Moosleerau;2020-09-27;641.0;351.0;15.0;0.0;336.0;171.0;165.0;388.0;5.0;6.0
4279;Murgenthal;2020-09-27;1985.0;930.0;69.0;1.0;860.0;513.0;347.0;956.0;28.0;78.0
4280;Oftringen;2020-09-27;7289.0;3066.0;167.0;1.0;2898.0;1813.0;1085.0;3297.0;35.0;188.0
4281;Reitnau;2020-09-27;1063.0;617.0;17.0;0.0;600.0;237.0;363.0;659.0;12.0;14.0
4282;Rothrist;2020-09-27;5676.0;2574.0;175.0;1.0;2398.0;1359.0;1039.0;2745.0;53.0;98.0
4283;Safenwil;2020-09-27;2532.0;1139.0;92.0;0.0;1047.0;551.0;496.0;1232.0;11.0;42.0
4284;Staffelbach;2020-09-27;903.0;457.0;22.0;0.0;435.0;202.0;233.0;484.0;2.0;10.0
4285;Strengelbach;2020-09-27;2949.0;1496.0;78.0;0.0;1418.0;937.0;481.0;1551.0;36.0;67.0
4286;Uerkheim;2020-09-27;1011.0;546.0;21.0;0.0;525.0;225.0;300.0;584.0;10.0;12.0
4287;Vordemwald;2020-09-27;1485.0;816.0;48.0;0.0;768.0;439.0;329.0;851.0;16.0;43.0
4288;Wiliberg;2020-09-27;138.0;100.0;8.0;1.0;91.0;43.0;48.0;96.0;1.0;7.0
4289;Zofingen;2020-09-27;8123.0;4648.0;290.0;3.0;4355.0;2856.0;1499.0;4963.0;65.0;155.0
4301;Baldingen;2020-09-27;196.0;120.0;4.0;0.0;116.0;66.0;50.0;124.0;2.0;7.0
4302;Böbikon;2020-09-27;129.0;92.0;4.0;0.0;88.0;45.0;43.0;74.0;1.0;26.0
4303;Böttstein;2020-09-27;1988.0;1064.0;63.0;0.0;1001.0;481.0;520.0;1095.0;13.0;28.0
4304;Döttingen;2020-09-27;2018.0;1082.0;46.0;0.0;1036.0;515.0;521.0;1117.0;11.0;32.0
4305;Endingen;2020-09-27;1666.0;1025.0;48.0;0.0;977.0;531.0;446.0;1034.0;7.0;34.0
4306;Fisibach;2020-09-27;277.0;149.0;18.0;0.0;131.0;53.0;78.0;154.0;1.0;11.0
4307;Full-Reuenthal;2020-09-27;581.0;359.0;10.0;1.0;348.0;164.0;184.0;345.0;4.0;29.0
4308;Kaiserstuhl;2020-09-27;231.0;141.0;8.0;0.0;133.0;60.0;73.0;135.0;4.0;19.0
4309;Klingnau;2020-09-27;2070.0;1173.0;27.0;16.0;1130.0;510.0;620.0;1190.0;21.0;64.0
4310;Koblenz;2020-09-27;799.0;409.0;17.0;0.0;392.0;165.0;227.0;427.0;8.0;15.0
4311;Leibstadt;2020-09-27;736.0;435.0;18.0;0.0;417.0;154.0;263.0;436.0;2.0;21.0
4312;Lengnau (AG);2020-09-27;1872.0;1063.0;44.0;0.0;1019.0;566.0;453.0;1087.0;10.0;51.0
4313;Leuggern;2020-09-27;1453.0;870.0;42.0;1.0;827.0;375.0;452.0;883.0;3.0;28.0
4314;Mellikon;2020-09-27;156.0;112.0;10.0;0.0;102.0;51.0;51.0;86.0;2.0;28.0
4315;Rekingen (AG);2020-09-27;524.0;296.0;18.0;0.0;278.0;141.0;137.0;305.0;1.0;14.0
4316;Rietheim;2020-09-27;413.0;224.0;15.0;0.0;209.0;108.0;101.0;232.0;5.0;12.0
4317;Rümikon;2020-09-27;186.0;107.0;10.0;0.0;97.0;48.0;49.0;118.0;5.0;4.0
4318;Schneisingen;2020-09-27;1098.0;684.0;45.0;0.0;639.0;349.0;290.0;704.0;8.0;50.0
4319;Siglistorf;2020-09-27;414.0;260.0;17.0;0.0;243.0;140.0;103.0;274.0;3.0;7.0
4320;Tegerfelden;2020-09-27;803.0;471.0;18.0;0.0;453.0;219.0;234.0;461.0;9.0;33.0
4322;Wislikofen;2020-09-27;245.0;166.0;10.0;0.0;156.0;93.0;63.0;178.0;3.0;6.0
4323;Bad Zurzach;2020-09-27;2284.0;1183.0;71.0;2.0;1110.0;637.0;473.0;1194.0;33.0;105.0
